combination,K,regime,variable,coefficient,t_statistic,p_value,n_observations,n_effective,avg_weight,r_squared,rmse
2vars_inflation_market_volatility,4,0,industrial_production,0.0055942230490547,0.3095527187703408,0.7576153911340497,356,106.16235650923242,0.2982088665989675,0.1109728342155628,0.0334617025234809
2vars_inflation_market_volatility,4,0,retail_sales,-0.0108343257784362,-0.1354099829111744,0.8925895853238259,356,106.16235650923242,0.2982088665989675,0.1109728342155628,0.0334617025234809
2vars_inflation_market_volatility,4,0,tot_business_inventories,-0.0056173661766797,-0.0905417132595976,0.928057589873144,356,106.16235650923242,0.2982088665989675,0.1109728342155628,0.0334617025234809
2vars_inflation_market_volatility,4,0,export_price_index,0.0384676505293896,1.1258693484901985,0.2632087481074625,356,106.16235650923242,0.2982088665989675,0.1109728342155628,0.0334617025234809
2vars_inflation_market_volatility,4,0,import_price_index,0.0051414062442574,0.1272331796169014,0.89903917789198,356,106.16235650923242,0.2982088665989675,0.1109728342155628,0.0334617025234809
2vars_inflation_market_volatility,4,0,unemployment,0.0107004190889114,0.6961662111203789,0.4881154988512728,356,106.16235650923242,0.2982088665989675,0.1109728342155628,0.0334617025234809
2vars_inflation_market_volatility,4,0,cpi,0.0511722003600907,0.1588494891016056,0.8741427303905465,356,106.16235650923242,0.2982088665989675,0.1109728342155628,0.0334617025234809
2vars_inflation_market_volatility,4,0,PCE_price_index,-0.0199728599175709,-0.0615287725344666,0.9510742889019204,356,106.16235650923242,0.2982088665989675,0.1109728342155628,0.0334617025234809
2vars_inflation_market_volatility,4,0,PPI_inflation,-0.0746450999881427,-0.988707080104114,0.3254524096927305,356,106.16235650923242,0.2982088665989675,0.1109728342155628,0.0334617025234809
2vars_inflation_market_volatility,4,0,nat_fin_condition_indx,-0.0088091359136739,-1.5449557911775822,0.1258598067955518,356,106.16235650923242,0.2982088665989675,0.1109728342155628,0.0334617025234809
2vars_inflation_market_volatility,4,0,10y_2y_spread,-0.0037246236597624,-0.3308383569351145,0.7415342093098687,356,106.16235650923242,0.2982088665989675,0.1109728342155628,0.0334617025234809
2vars_inflation_market_volatility,4,0,10y_treasury_const_maturity_rate,0.0004142585326402,0.0259226245473252,0.9793763429665177,356,106.16235650923242,0.2982088665989675,0.1109728342155628,0.0334617025234809
2vars_inflation_market_volatility,4,0,fed_reserve_discount_rate,0.0210607103623935,0.7394328700092103,0.4615650295723101,356,106.16235650923242,0.2982088665989675,0.1109728342155628,0.0334617025234809
2vars_inflation_market_volatility,4,0,fedfunds,-0.0183212184664309,-0.5155293431159021,0.6074449649850711,356,106.16235650923242,0.2982088665989675,0.1109728342155628,0.0334617025234809
2vars_inflation_market_volatility,4,0,m2_real_money_supply,0.0184366499222996,0.3063788861962614,0.7600225645288696,356,106.16235650923242,0.2982088665989675,0.1109728342155628,0.0334617025234809
2vars_inflation_market_volatility,4,1,industrial_production,0.0076204156920739,0.3161018624265627,0.7528708292618567,356,85.62905605224367,0.2405310563265271,0.1191962461260102,0.039854791028327
2vars_inflation_market_volatility,4,1,retail_sales,-0.0034171461893935,-0.0403347474731234,0.9679416838928588,356,85.62905605224367,0.2405310563265271,0.1191962461260102,0.039854791028327
2vars_inflation_market_volatility,4,1,tot_business_inventories,-0.0057703425673309,-0.0816558268415435,0.9351546763661704,356,85.62905605224367,0.2405310563265271,0.1191962461260102,0.039854791028327
2vars_inflation_market_volatility,4,1,export_price_index,0.040391258319234,0.9407770421424434,0.3500715957806442,356,85.62905605224367,0.2405310563265271,0.1191962461260102,0.039854791028327
2vars_inflation_market_volatility,4,1,import_price_index,-0.0134570197762014,-0.3187870273460874,0.75084234666342,356,85.62905605224367,0.2405310563265271,0.1191962461260102,0.039854791028327
2vars_inflation_market_volatility,4,1,unemployment,0.0125231103720307,0.7360921337369928,0.4641472831284858,356,85.62905605224367,0.2405310563265271,0.1191962461260102,0.039854791028327
2vars_inflation_market_volatility,4,1,cpi,0.013404686525487,0.0334761059201988,0.9733906993871876,356,85.62905605224367,0.2405310563265271,0.1191962461260102,0.039854791028327
2vars_inflation_market_volatility,4,1,PCE_price_index,-0.0017796524511251,-0.0043811595888469,0.9965168797825664,356,85.62905605224367,0.2405310563265271,0.1191962461260102,0.039854791028327
2vars_inflation_market_volatility,4,1,PPI_inflation,-0.0428246114529641,-0.4650901495062373,0.643318180589751,356,85.62905605224367,0.2405310563265271,0.1191962461260102,0.039854791028327
2vars_inflation_market_volatility,4,1,nat_fin_condition_indx,-0.0065225803511607,-0.992000835207606,0.3246320090664381,356,85.62905605224367,0.2405310563265271,0.1191962461260102,0.039854791028327
2vars_inflation_market_volatility,4,1,10y_2y_spread,-0.0062593587884657,-0.455533241555747,0.6501430811158593,356,85.62905605224367,0.2405310563265271,0.1191962461260102,0.039854791028327
2vars_inflation_market_volatility,4,1,10y_treasury_const_maturity_rate,0.0048927406517998,0.2375519131450408,0.812926253876872,356,85.62905605224367,0.2405310563265271,0.1191962461260102,0.039854791028327
2vars_inflation_market_volatility,4,1,fed_reserve_discount_rate,0.0206510830620821,0.6034777560052117,0.5481518442720157,356,85.62905605224367,0.2405310563265271,0.1191962461260102,0.039854791028327
2vars_inflation_market_volatility,4,1,fedfunds,-0.0231436658160597,-0.5767606145054688,0.5659611961364464,356,85.62905605224367,0.2405310563265271,0.1191962461260102,0.039854791028327
2vars_inflation_market_volatility,4,1,m2_real_money_supply,0.0114721834213132,0.1791320598749007,0.8583542443876944,356,85.62905605224367,0.2405310563265271,0.1191962461260102,0.039854791028327
2vars_inflation_market_volatility,4,2,industrial_production,0.0111573517499462,0.492266147649174,0.6239441802087784,356,92.32682350485338,0.2593450098450938,0.1218887781365409,0.0389716357376836
2vars_inflation_market_volatility,4,2,retail_sales,0.014420120013771,0.1526143759937024,0.8791051090955062,356,92.32682350485338,0.2593450098450938,0.1218887781365409,0.0389716357376836
2vars_inflation_market_volatility,4,2,tot_business_inventories,0.0234732549891606,0.3247948784680923,0.7462248600004959,356,92.32682350485338,0.2593450098450938,0.1218887781365409,0.0389716357376836
2vars_inflation_market_volatility,4,2,export_price_index,0.0343764837337429,0.8063010982593168,0.4225743960476877,356,92.32682350485338,0.2593450098450938,0.1218887781365409,0.0389716357376836
2vars_inflation_market_volatility,4,2,import_price_index,-0.0009268460808913,-0.0195246456575024,0.9844735265116054,356,92.32682350485338,0.2593450098450938,0.1218887781365409,0.0389716357376836
2vars_inflation_market_volatility,4,2,unemployment,0.0186257170434877,1.0045283103916824,0.3182980638513952,356,92.32682350485338,0.2593450098450938,0.1218887781365409,0.0389716357376836
2vars_inflation_market_volatility,4,2,cpi,-0.1597382947672673,-0.4001282612090227,0.690179712677057,356,92.32682350485338,0.2593450098450938,0.1218887781365409,0.0389716357376836
2vars_inflation_market_volatility,4,2,PCE_price_index,0.1578550825551998,0.4019957819127249,0.6888106153759868,356,92.32682350485338,0.2593450098450938,0.1218887781365409,0.0389716357376836
2vars_inflation_market_volatility,4,2,PPI_inflation,-0.0743332980595038,-0.7903541709107071,0.4317697446067081,356,92.32682350485338,0.2593450098450938,0.1218887781365409,0.0389716357376836
2vars_inflation_market_volatility,4,2,nat_fin_condition_indx,-0.0083948442131064,-1.265131526118046,0.209672994800298,356,92.32682350485338,0.2593450098450938,0.1218887781365409,0.0389716357376836
2vars_inflation_market_volatility,4,2,10y_2y_spread,-0.0008750587651588,-0.0598743251661593,0.952412221436967,356,92.32682350485338,0.2593450098450938,0.1218887781365409,0.0389716357376836
2vars_inflation_market_volatility,4,2,10y_treasury_const_maturity_rate,0.0038235279260248,0.1873245530669668,0.8519032401444728,356,92.32682350485338,0.2593450098450938,0.1218887781365409,0.0389716357376836
2vars_inflation_market_volatility,4,2,fed_reserve_discount_rate,0.0280965223223163,0.8469224254065579,0.3996860783103253,356,92.32682350485338,0.2593450098450938,0.1218887781365409,0.0389716357376836
2vars_inflation_market_volatility,4,2,fedfunds,-0.0245828721843184,-0.5946556749707272,0.5538323992080318,356,92.32682350485338,0.2593450098450938,0.1218887781365409,0.0389716357376836
2vars_inflation_market_volatility,4,2,m2_real_money_supply,0.0022110517116474,0.0318335616145623,0.9746878786403892,356,92.32682350485338,0.2593450098450938,0.1218887781365409,0.0389716357376836
2vars_inflation_market_volatility,4,3,industrial_production,0.0040801349067711,0.1401066645923645,0.8890794956364596,356,71.88176393367053,0.2019150672294116,0.16739872769243,0.0438695676442099
2vars_inflation_market_volatility,4,3,retail_sales,0.030314270111106,0.2929048701221012,0.7706797795099543,356,71.88176393367053,0.2019150672294116,0.16739872769243,0.0438695676442099
2vars_inflation_market_volatility,4,3,tot_business_inventories,0.0273722265600949,0.3343623240748372,0.7393578498270184,356,71.88176393367053,0.2019150672294116,0.16739872769243,0.0438695676442099
2vars_inflation_market_volatility,4,3,export_price_index,0.0464582834801549,0.8624374217970721,0.3921329764537327,356,71.88176393367053,0.2019150672294116,0.16739872769243,0.0438695676442099
2vars_inflation_market_volatility,4,3,import_price_index,-0.0184902962847059,-0.3156734095016373,0.7534263718627305,356,71.88176393367053,0.2019150672294116,0.16739872769243,0.0438695676442099
2vars_inflation_market_volatility,4,3,unemployment,0.0241886531381097,1.2778099255946522,0.2065992495811319,356,71.88176393367053,0.2019150672294116,0.16739872769243,0.0438695676442099
2vars_inflation_market_volatility,4,3,cpi,-0.0214760649609438,-0.0453559514811891,0.9639852846822616,356,71.88176393367053,0.2019150672294116,0.16739872769243,0.0438695676442099
2vars_inflation_market_volatility,4,3,PCE_price_index,0.0142546978770801,0.0297837623367624,0.9763456263467882,356,71.88176393367053,0.2019150672294116,0.16739872769243,0.0438695676442099
2vars_inflation_market_volatility,4,3,PPI_inflation,-0.0644202400096983,-0.5253439914560376,0.6014224391972505,356,71.88176393367053,0.2019150672294116,0.16739872769243,0.0438695676442099
2vars_inflation_market_volatility,4,3,nat_fin_condition_indx,-0.0089542720919983,-1.4343899318033315,0.1570337407185502,356,71.88176393367053,0.2019150672294116,0.16739872769243,0.0438695676442099
2vars_inflation_market_volatility,4,3,10y_2y_spread,-0.0034038314794786,-0.1848402981288509,0.8540235056890497,356,71.88176393367053,0.2019150672294116,0.16739872769243,0.0438695676442099
2vars_inflation_market_volatility,4,3,10y_treasury_const_maturity_rate,0.0016131972382837,0.0637473127239728,0.9493989168118891,356,71.88176393367053,0.2019150672294116,0.16739872769243,0.0438695676442099
2vars_inflation_market_volatility,4,3,fed_reserve_discount_rate,0.0298046923056884,0.7186258092487402,0.4753656678189339,356,71.88176393367053,0.2019150672294116,0.16739872769243,0.0438695676442099
2vars_inflation_market_volatility,4,3,fedfunds,-0.0256323887729597,-0.5140320624487789,0.6092563816781533,356,71.88176393367053,0.2019150672294116,0.16739872769243,0.0438695676442099
2vars_inflation_market_volatility,4,3,m2_real_money_supply,-0.0157535078446312,-0.1901601085239259,0.8498727742662391,356,71.88176393367053,0.2019150672294116,0.16739872769243,0.0438695676442099
