combination,K,regime,avg_weight,r_squared,10y_2y_spread,10y_treasury_const_maturity_rate,PCE_price_index,PPI_inflation,cpi,export_price_index,fed_reserve_discount_rate,fedfunds,import_price_index,industrial_production,m2_real_money_supply,nat_fin_condition_indx,retail_sales,tot_business_inventories,unemployment
2vars_growth_monetary_policy,6,0,0.2238483485578979,0.1149815677745921,-0.0066143830438332,-0.0005511522876714,0.1159757808747254,-0.0740032636701243,-0.1144217369988491,0.04537606918335,0.0238335784907966,-0.0255746184285626,-0.00483812780165,0.0117389471781626,0.0097094780264257,-0.0065351266521923,0.0089927114561652,0.003512554749399,0.0156723079761473
2vars_growth_monetary_policy,6,1,0.1617433855253701,0.0956063501977088,-0.0022750512851767,0.0018912921542453,0.0413212860648483,-0.0387165230940348,-0.0687013010448095,0.0239712416988765,0.0174362557766205,-0.0145840452300225,-0.0044836737424036,0.0047801964955386,-0.0067094264606119,-0.0068854645476059,0.0255597736204047,0.0286230904333555,0.0189053898457117
2vars_growth_monetary_policy,6,2,0.1310300681872964,0.1599747054824631,-0.0033657977568058,0.0062408963346765,0.0545076867040214,-0.0672582211914955,-0.0886400475797257,0.0447093048483711,0.0267898269645493,-0.0274471494595742,-0.0136004870097422,0.0077255444410115,-0.0195911325759844,-0.0081557639079758,0.0500392985245332,0.0375236180772417,0.0255667469441997
2vars_growth_monetary_policy,6,3,0.1304047173052119,0.1560415509592418,-0.0038987520078467,0.0039617873426541,0.0037770453061938,-0.0587009623383716,0.000122318036926,0.0382426977885417,0.0256701218690102,-0.0230670660134743,-0.0092314719549366,0.0089181096680634,0.0087047482801898,-0.008393697740721,-0.0029433382085835,0.0191831368787188,0.018804167887736
2vars_growth_monetary_policy,6,4,0.192591252722876,0.1077142047565459,-0.0002829866809105,0.0057078031403622,-0.1076398422708439,-0.0791054843896225,0.144244896306992,0.0486257329388614,0.0326125566020161,-0.0283284281155385,-0.0034542136239401,0.0026091295915987,0.0187751743133933,-0.0071077922416037,-0.0141061239863851,0.0007370813380888,0.0107673930792396
2vars_growth_monetary_policy,6,5,0.1603822277013475,0.173130946488366,-0.0027532921272702,-0.0008497315747574,0.0630476145394896,-0.0523527497070165,-0.0332078909326647,0.0341899046116367,0.0204943012793583,-0.0145311451154891,-0.0106662221041746,0.0068037576930719,0.0086943642754463,-0.011944774612929,-0.0089383833991239,-0.0011943084698607,0.0139608101654236
2vars_inflation_market_volatility,2,0,0.5271749005001863,0.099296337401385,-0.0013719470288144,-0.000533827999438,0.0740120166682712,-0.0742033304553437,-0.0410029600727059,0.0316171944014885,0.0167030553253357,-0.011068592095,0.0068877162755172,0.0090646735209657,0.0177071408615009,-0.0092061047452554,-0.008673845310825,-0.0064288832460335,0.0112065089176406
2vars_inflation_market_volatility,2,1,0.4728250994998138,0.1466105594539837,-0.0052989238099895,0.0059052172966141,-0.0126063510488442,-0.051890368949981,0.0003398495361564,0.0428429069629989,0.0317732409880901,-0.0319460080322382,-0.0154403138011572,0.0053144390392446,-0.0020545656594536,-0.0078566477175954,0.0177626708279161,0.0205835858786634,0.020162385893834
2vars_inflation_market_volatility,3,0,0.3506942852535355,0.1199259379642044,-0.0059868645909081,0.0083932682564201,0.044726444645076,-0.0534488752096769,-0.0530154288048072,0.0411604749506288,0.0310616636616462,-0.0349335950371811,-0.0109700222146941,0.0056145787636941,0.0007347081616458,-0.0062013574878143,0.0150552529291492,0.0162171176221642,0.016151387620443
2vars_inflation_market_volatility,3,1,0.2500460855509459,0.1683296404522419,-0.0022765511434946,-0.0002277250877849,-0.0087310752682764,-0.066357828968493,0.0161477313343226,0.047388416507171,0.0279959687518627,-0.0214521292174988,-0.0162071397513291,0.0069891029487317,0.0008877208838176,-0.0091565797460624,0.0129479586029514,0.0109393823470796,0.0207215769598225
2vars_inflation_market_volatility,3,2,0.3992596291955186,0.1012060882917197,-0.0020771878136599,0.0001555044715504,0.0577610553708624,-0.0714422632221992,-0.0261669371372581,0.0323800309856986,0.01743373977016,-0.0128528434908938,0.0058216239869892,0.0087935474197025,0.0183582899170829,-0.0090451326850851,-0.0103361403706203,-0.006146180008954,0.0111364907885004
2vars_inflation_market_volatility,4,0,0.2982088665989675,0.1109728342155628,-0.0037246236597624,0.0004142585326402,-0.0199728599175709,-0.0746450999881427,0.0511722003600907,0.0384676505293896,0.0210607103623935,-0.0183212184664309,0.0051414062442574,0.0055942230490547,0.0184366499222996,-0.0088091359136739,-0.0108343257784362,-0.0056173661766797,0.0107004190889114
2vars_inflation_market_volatility,4,1,0.2405310563265271,0.1191962461260102,-0.0062593587884657,0.0048927406517998,-0.0017796524511251,-0.0428246114529641,0.013404686525487,0.040391258319234,0.0206510830620821,-0.0231436658160597,-0.0134570197762014,0.0076204156920739,0.0114721834213132,-0.0065225803511607,-0.0034171461893935,-0.0057703425673309,0.0125231103720307
2vars_inflation_market_volatility,4,2,0.2593450098450938,0.1218887781365409,-0.0008750587651588,0.0038235279260248,0.1578550825551998,-0.0743332980595038,-0.1597382947672673,0.0343764837337429,0.0280965223223163,-0.0245828721843184,-0.0009268460808913,0.0111573517499462,0.0022110517116474,-0.0083948442131064,0.014420120013771,0.0234732549891606,0.0186257170434877
2vars_inflation_market_volatility,4,3,0.2019150672294116,0.16739872769243,-0.0034038314794786,0.0016131972382837,0.0142546978770801,-0.0644202400096983,-0.0214760649609438,0.0464582834801549,0.0298046923056884,-0.0256323887729597,-0.0184902962847059,0.0040801349067711,-0.0157535078446312,-0.0089542720919983,0.030314270111106,0.0273722265600949,0.0241886531381097
2vars_inflation_market_volatility,5,0,0.1918077360292211,0.0985512384725891,-0.0014610798585673,0.0029430679721925,-0.0086290669306782,-0.0637458041523935,0.0347758738184493,0.0508190429646924,0.0323384683840999,-0.0284323635351488,-0.0172361023737152,0.0034616462287816,0.0073331383415907,-0.0063326566863447,-0.0043761380435283,0.003051999629832,0.0134907755483811
2vars_inflation_market_volatility,5,1,0.2552747192656316,0.1104352098593075,-0.0034804860135893,0.0004163423498823,-0.0323626531528916,-0.0767685484532807,0.0669892531317553,0.0386534063875557,0.0220449799264522,-0.0188848812647086,0.0063253479794736,0.0045309787407911,0.018877352398531,-0.0087715882976904,-0.0115688102035115,-0.0067244163101649,0.0102011178968014
2vars_inflation_market_volatility,5,2,0.1571730674117706,0.2028601780667112,-0.0063802787906308,0.003502092275946,0.0390033709596201,-0.056230467404927,-0.0565091071351291,0.0406964919549347,0.0265094012012257,-0.0268133981222159,-0.0171527713031457,0.0074884216217268,-0.0133539895379736,-0.0098274056214582,0.0285488523928358,0.0305382493854699,0.0256861578009851
2vars_inflation_market_volatility,5,3,0.2194696597702485,0.1246024236624018,-0.0015289326005248,0.0028374767708916,0.1528417964460638,-0.0671099662541841,-0.1534877247155317,0.0354247226730593,0.0253441904279033,-0.0216224613570903,-0.0052231265116083,0.0122161229104165,0.0037525514000799,-0.0084719960327704,0.0103036907379713,0.018726479550937,0.0183873356027289
2vars_inflation_market_volatility,5,4,0.1762748175231281,0.1226284766610544,-0.0059493674816914,0.0041457614416625,0.0295817967424799,-0.0495806653264419,-0.0425083382121648,0.032135194564817,0.0181388782093874,-0.0201195483486653,-0.0039324294051686,0.0073420209663391,0.0028459401994379,-0.0067552436023269,0.0187498374036604,0.0113412093110148,0.0162573064434229
2vars_inflation_market_volatility,6,0,0.1438168758943717,0.1322861597610672,-0.0050363929969487,0.0043859576590069,0.04461960707492,-0.0451033159693683,-0.0518793386563234,0.031337499879415,0.0172736828424083,-0.0180325060545678,-0.0063975831630364,0.0074938954937391,0.0039965435752916,-0.007245703688607,0.0138162100893342,0.0091293098670746,0.0157643275811213
2vars_inflation_market_volatility,6,1,0.1638205481642599,0.1155623617698854,-0.0013953797826898,1.3895466234179078e-05,0.1600501693261088,-0.0730968845233675,-0.1343144562362141,0.0310815615759877,0.0224268646553054,-0.0182393271294719,0.0012365073865903,0.0063176198761155,0.003892745554366,-0.0076614224764211,0.0097002665889953,0.0008253392413076,0.0138972515758474
2vars_inflation_market_volatility,6,2,0.1638406420381375,0.1304607278338111,-0.0047888446717676,0.0107939526256356,0.0281918627051999,-0.0723085307359133,-0.0584631666228453,0.0419982869141595,0.0325851130892602,-0.0365241180885526,-0.0036037464658417,0.0113932941384989,-0.0007879764347963,-0.0082082759047348,0.0209119248114837,0.0424152681383114,0.0226718953803672
2vars_inflation_market_volatility,6,3,0.1442847213244946,0.1834814631588828,-0.0039348411707999,0.000695024485933,0.0123091214554871,-0.0768023657358424,-0.0112195704937237,0.0504611169105475,0.0364813964792018,-0.0320226791723314,-0.0085672460306527,0.0103269392307287,0.0147780332728721,-0.0083669860080493,0.0034724124692779,0.0109989705330438,0.0199016162008157
2vars_inflation_market_volatility,6,4,0.2214610599559259,0.1099638576620382,-0.0029501395445252,0.0003296084217976,-0.0384301261161416,-0.0779672219199951,0.0756919075044264,0.0393762363722697,0.022325239061764,-0.0183389059975292,0.0065563610122958,0.0047151021432571,0.0204565322395381,-0.0089016619151361,-0.0125903816268193,-0.0094309064661857,0.0098050697788379
2vars_inflation_market_volatility,6,5,0.1627761526228102,0.105782586059293,-0.0037638744373322,0.0023307469949224,0.012310598034227,-0.0416979156411299,0.0068763937368826,0.0457345859028638,0.0191494265423359,-0.016603808431034,-0.0280744759723381,0.0042261256235779,-0.0100793518192441,-0.0082543721298491,0.0067213418161414,0.0064561641025864,0.0167730718879019
2vars_inflation_monetary_policy,2,0,0.5973404549899555,0.1254677392777455,-0.0053133333241955,-0.0008729076039564,0.1415979254657106,-0.0574537282446495,-0.1825389190958584,0.0347615415072818,0.0172756622672953,-0.0196452391496381,-0.0058760726258156,0.0105707359786407,-0.0138050556923534,-0.0087626859713131,0.0430639610397739,0.0305906889212754,0.0210073700038926
2vars_inflation_monetary_policy,2,1,0.4026595450100446,0.1367485727319525,-0.0008946135784163,0.0066271625956888,-0.1503907035198688,-0.0707985272618428,0.1860883955547727,0.0475090951327155,0.032346999581198,-0.0271208681722333,-0.0074897939571353,0.0036158305339557,0.0218028327648199,-0.0082844000987238,-0.0248231128302679,0.0067043665896797,0.0125497907488988
2vars_inflation_monetary_policy,3,0,0.3165336047217968,0.1275422351525144,-0.0007479374312738,0.0070530399295929,-0.1452144058316774,-0.0740296331376206,0.1787502401100267,0.0490392366776579,0.0349781108473586,-0.0302575269207575,-0.0066469984797238,0.0042125759077932,0.0236528582882089,-0.0074263726725444,-0.0248828812990847,0.0074614717364167,0.0124506654086104
2vars_inflation_monetary_policy,3,1,0.3372578344489559,0.1101138708465302,-0.0063517204882578,-0.0021120505750331,0.0764655972302794,-0.0689793484946044,-0.07826149350441,0.0438497814517026,0.0219569553154914,-0.0236021721012697,-0.0073683268772957,0.0080803245264947,0.0014513723555259,-0.0070322543560841,0.0161070054572376,0.0079087019780154,0.0159849044339619
