date,value,pct_change_mom,pct_change_yoy,log_value,log_diff,log_pct_change,zscore_value,zscore_pct_change_mom,zscore_pct_change_yoy,zscore_log_value,minmax_value,minmax_pct_change_mom,minmax_pct_change_yoy,minmax_log_value
1994-09-01,66.708,0.11105441666416915,2.2532879610043244,4.200324885759333,0.001109927968636626,0.02643179689045816,0.18487191098269765,-0.6330026642375823,-0.4312087172628431,0.42887219075475297,0.4597176264928069,0.536070356830795,0.28475941149275796,0.696309084018261
1994-10-01,66.821,0.16939497511543333,2.1056491908989505,4.2020174023957955,0.0016925166364627486,0.040294898192305695,0.18831725661622284,-0.39608082099944597,-0.49273210646703886,0.4313893824032434,0.46072546623736854,0.5602919931082135,0.27345578946402416,0.6971046248319542
1994-11-01,66.948,0.19006001107435555,2.106242469534969,4.203916198651392,0.0018987962555963023,0.04518772945856231,0.1921894592308926,-0.31215981407147525,-0.492484877961923,0.43421336296201724,0.46185817108302635,0.5688716330352965,0.2735012124748938,0.6979971241348691
1994-12-01,66.991,0.06422895381490434,2.148455368851221,4.204558282009895,0.0006420833585032426,0.0152734576086333,0.1935005199586944,-0.8231615393534976,-0.47489410128302156,0.43516830002605517,0.46224168532210735,0.5166295191054563,0.27673314578256997,0.6982989253145315
1995-01-01,67.127,0.20301234494184417,2.3215047862935156,4.206586347543449,0.0020280655335538356,0.048234924991552575,0.1976471306326715,-0.2595602007735561,-0.4027816971139616,0.4381845360344186,0.46345466058989837,0.5742491393226948,0.2899822754364147,0.6992521856075343
1995-02-01,67.246,0.1772759098425336,2.265952916844083,4.208357537159066,0.0017711896156171747,0.04210515295024475,0.2012754149724016,-0.3640762322270603,-0.42593103168725016,0.44081873389828274,0.46451601394921554,0.5635639730061325,0.2857290746355832,0.7000847054171818
1995-03-01,67.37,0.18439758498647318,2.1732866220786518,4.210199814972569,0.0018422778135027684,0.043776646761495286,0.20505614823396934,-0.33515500749358634,-0.46454652892347936,0.44355865752824497,0.4656219619874957,0.566520726071267,0.278634293433572,0.7009506391156926
1995-04-01,67.547,0.26272821730739526,2.320684692872832,4.212823651872983,0.0026238369004145667,0.062320958997807985,0.210452840067013,-0.017053188036637665,-0.40312344289434515,0.4474609531928407,0.46720061362278253,0.599041773792168,0.2899194868745143,0.7021839323653924
1995-05-01,67.651,0.15396686751447675,2.3294156796902055,4.214362136473547,0.0015384846005632724,0.03651908381874236,0.21362377764123086,-0.45873458687911983,-0.3994851038610507,0.4497490610344054,0.46812818294521097,0.5538866034328401,0.2905879547495244,0.7029070728442622
1995-06-01,67.717,0.09755953348804525,2.1804080154514516,4.215337256224591,0.0009751197510441401,0.02313801518396552,0.21563610340948458,-0.6878055780465315,-0.46157893270306766,0.4511993057414449,0.46871683270752135,0.5304675967514347,0.2791795264976689,0.703365412540004
