strategy,sharpe_ratio,annualized_return,annualized_volatility,max_drawdown
2x2 Based,0.8189129586988797,0.0720637312589358,0.0901346727132692,-0.3189260718613251
2x2 Based Benchmark,0.6696455792388579,0.0531447073941624,0.0825986619185362,-0.324123330235177
HMM Based,0.8073526989922034,0.0647123640353559,0.0819913927414489,-0.2296789220359136
HMM Based Benchmark,0.6945689377123232,0.049449187050526,0.0735273917761613,-0.2919461076810338
XGBoost Benchmark,0.6359667070311954,0.056387355212422996,0.08866400487479777,-0.34606999247223197
LSTM Benchmark,0.6654857545440019,0.05221771342086012,0.07846556153052482,-0.31066897007205213
XGBoost + Groq Benchmark,0.6104294064785493,0.06065678665539043,0.09936740597951835,-0.3815436749636047
XGBoost + OpenAI Benchmark,0.6395844926241876,0.0558348547590346,0.08729863747938385,-0.34142254449086057
