variable,n_extreme,erp_mean_extreme,erp_std_extreme,erp_mean_normal,erp_std_normal,mean_difference,volatility_ratio
growth,43,0.014528483771931775,0.04473781888990251,0.00446236389560032,0.04223140275158535,0.010066119876331455,1.0593495828935748
monetary_policy,43,0.0040137686856156485,0.0424380465536435,0.005627654485063189,0.042604273975248096,-0.001613885799447541,0.9960983392956967
