annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,total_return,n_periods,strategy
0.06929229046950036,0.08260670901126003,0.8388215836083629,-0.3326060659532969,0.20833140932321448,3.9095348306330644,285,xgboost_openai
0.06353890878940716,0.0875044854767613,0.7261217347113169,-0.1965502087153666,0.3232706248682787,3.319095861671615,285,lstm
0.06408231654831198,0.09537570242968846,0.6718935212619151,-0.37722025942703785,0.16988036815850507,3.3718133891127424,285,xgboost_groq
0.05155043274180504,0.08455164594360366,0.6096916525574134,-0.31199688302386536,0.16522739663992678,2.299628362749013,285,xgboost
