date,value,first_diff,pct_change_mom,pct_change_yoy,zscore_value,zscore_first_diff,zscore_pct_change_mom,minmax_value,minmax_first_diff,minmax_pct_change_mom
1990-01-02,7.87,,,,2.0357589604305635,,,0.8683035714285714,,
1990-01-03,7.94,0.07000000000000028,0.8894536213468918,,2.066549667904935,1.2547198829888528,0.20885825077336612,0.8761160714285714,0.6736842105263158,0.4280598689747355
1990-01-04,7.92,-0.020000000000000462,-0.25188916876575096,,2.0577523229122576,-0.3476492357177577,-0.08132337577442691,0.8738839285714285,0.5789473684210518,0.4120514246458829
1990-01-05,7.9,-0.019999999999999574,-0.2525252525252486,,2.04895497791958,-0.34764923571774187,-0.0814850974075337,0.8716517857142857,0.5789473684210528,0.41204250295159384
1990-01-08,7.9,0.0,0.0,,2.04895497791958,0.008432790661494407,-0.017281609062952515,0.8716517857142857,0.5999999999999996,0.4155844155844155
1990-01-09,7.91,0.009999999999999787,0.12658227848101333,,2.053353650415919,0.1864738038511125,0.01490140534774961,0.8727678571428571,0.6105263157894731,0.4173598553345388
1990-01-10,7.91,0.0,0.0,,2.053353650415919,0.008432790661494407,-0.017281609062952515,0.8727678571428571,0.5999999999999996,0.4155844155844155
1990-01-11,7.91,0.0,0.0,,2.053353650415919,0.008432790661494407,-0.017281609062952515,0.8727678571428571,0.5999999999999996,0.4155844155844155
1990-01-12,7.93,0.019999999999999574,0.25284450063209896,,2.062150995408596,0.36451481704073063,0.04700304677637317,0.8749999999999999,0.6210526315789466,0.4191308059828917
1990-01-16,8.1,0.16999999999999993,2.1437578814627933,,2.136928427846355,3.0351300148850657,0.527759858195214,0.8939732142857142,0.7789473684210523,0.4456527079477897
1990-01-17,8.09,-0.009999999999999787,-0.12345679012345512,,2.132529755350016,-0.16960822252812371,-0.0486699811425256,0.8928571428571428,0.5894736842105263,0.41385281385281375
1990-01-18,8.25,0.16000000000000014,1.977750309023496,,2.2029085152914365,2.8570890016954475,0.48555312783602744,0.9107142857142857,0.7684210526315789,0.44332429004864116
1990-01-19,8.2,-0.05000000000000071,-0.60606060606061,4.193138500635318,2.1809151528097424,-0.8817722752866278,-0.17136998108995075,0.9051339285714284,0.5473684210526305,0.4070838252656433
1990-01-22,8.18,-0.019999999999999574,-0.24390243902439046,3.0226700251889005,2.1721178078170653,-0.34764923571774187,-0.07929278317137828,0.9029017857142856,0.5789473684210528,0.4121634463097877
1990-01-23,8.18,0.0,0.0,3.2828282828282873,2.1721178078170653,0.008432790661494407,-0.017281609062952515,0.9029017857142856,0.5999999999999996,0.4155844155844155
1990-01-24,8.2,0.019999999999999574,0.24449877750609694,3.7974683544303556,2.1809151528097424,0.36451481704073063,0.04488118160808154,0.9051339285714284,0.6210526315789466,0.4190137490870984
1990-01-25,8.24,0.040000000000000924,0.4878048780487809,4.303797468354431,2.198509842795098,0.7205968434199985,0.10674073915389902,0.9095982142857142,0.6421052631578954,0.42242635413367113
1990-01-26,8.28,0.03999999999999915,0.4854368932038833,4.677623261694053,2.2161045327804527,0.720596843419967,0.10613868891983647,0.9140624999999999,0.6421052631578935,0.42239314083974266
1990-01-29,8.3,0.02000000000000135,0.24154589371983004,4.930467762326174,2.2249018777731306,0.3645148170407623,0.04413042326665375,0.9162946428571429,0.6210526315789485,0.4189723320158105
1990-01-30,8.3,0.0,0.0,4.930467762326174,2.2249018777731306,0.008432790661494407,-0.017281609062952515,0.9162946428571429,0.5999999999999996,0.4155844155844155
1990-01-31,8.28,-0.02000000000000135,-0.2409638554217053,4.41361916771752,2.2161045327804527,-0.34764923571777345,-0.07854566059176335,0.9140624999999999,0.5789473684210509,0.41220466280707213
1990-02-01,8.28,0.0,0.0,2.2222222222222143,2.2161045327804527,0.008432790661494407,-0.017281609062952515,0.9140624999999999,0.5999999999999996,0.4155844155844155
1990-02-02,8.37,0.08999999999999986,1.0869565217391353,3.4610630407911014,2.2556925852475014,1.610801909368089,0.25907253642025024,0.9241071428571427,0.6947368421052628,0.43083003952569165
1990-02-05,8.37,0.0,0.0,1.4545454545454417,2.2556925852475014,0.008432790661494407,-0.017281609062952515,0.9241071428571427,0.5999999999999996,0.4155844155844155
1990-02-06,8.42,0.05000000000000071,0.5973715651135025,2.682926829268295,2.2776859477291955,0.8986378566096167,0.13459761067691978,0.9296874999999999,0.6526315789473689,0.42396313364055294
1990-02-07,8.42,0.0,0.0,2.933985330073363,2.2776859477291955,0.008432790661494407,-0.017281609062952515,0.9296874999999999,0.5999999999999996,0.4155844155844155
1990-02-08,8.37,-0.05000000000000071,-0.5938242280285166,2.322738386308054,2.2556925852475014,-0.8817722752866278,-0.16825893319867166,0.9241071428571427,0.5473684210526305,0.40725545238609345
1990-02-09,8.25,-0.11999999999999922,-1.4336917562723928,0.6097560975609762,2.2029085152914365,-2.1280593676139548,-0.38179173643864267,0.9107142857142857,0.4736842105263162,0.3954754922496858
1990-02-12,8.32,0.07000000000000028,0.848484848484854,0.9708737864077666,2.233699222765808,1.2547198829888528,0.19844211177484497,0.9185267857142857,0.6736842105263158,0.42748524203069654
1990-02-13,8.21,-0.10999999999999943,-1.3221153846153744,-0.8454106280193052,2.185313825306082,-1.9500183544243366,-0.35342391102088255,0.90625,0.4842105263157897,0.39704045954045963
1990-02-14,8.27,0.05999999999999872,0.7308160779536887,-0.3614457831325413,2.211705860284114,1.0766788697992031,0.1685253194470618,0.9129464285714285,0.6631578947368405,0.42583482291155816
