date,value,first_diff,pct_change_mom,pct_change_yoy,zscore_value,zscore_first_diff,minmax_value,minmax_first_diff,minmax_pct_change_mom
1997-05-02,5.24,0.0,0.0,-0.9451795841209809,1.07322452320863,0.009326060286177888,0.6343825665859565,0.5159235668789809,0.0
1997-05-05,5.22,-0.020000000000000462,-0.3816793893129833,-1.3232514177693777,1.0644711587152897,-0.4220282641874104,0.6319612590799031,0.5031847133757958,0.0
1997-05-06,5.21,-0.009999999999999787,-0.19157088122604415,-1.5122873345935761,1.0600944764686198,-0.20635110195060666,0.6307506053268765,0.5095541401273886,0.0
1997-05-07,5.22,0.009999999999999787,0.19193857965451588,-2.6119402985074758,1.0644711587152897,0.22500322252296245,0.6319612590799031,0.5222929936305731,0.0
1997-05-08,5.21,-0.009999999999999787,-0.19157088122604415,-2.7985074626865725,1.0600944764686198,-0.20635110195060666,0.6307506053268765,0.5095541401273886,0.0
1997-05-09,5.19,-0.019999999999999574,-0.38387715930900956,-3.3519553072625663,1.0513411119752798,-0.42202826418739126,0.6283292978208234,0.5031847133757965,0.0
1997-05-12,5.24,0.04999999999999982,0.963391136801528,-1.5037593984962405,1.07322452320863,1.0877118714701197,0.6343825665859565,0.5477707006369426,0.0
1997-05-13,5.24,0.0,0.0,-1.3182674199623268,1.07322452320863,0.009326060286177888,0.6343825665859565,0.5159235668789809,0.0
1997-05-14,5.19,-0.04999999999999982,-0.9541984732824416,-2.990654205607468,1.0513411119752798,-1.0690597508977642,0.6283292978208234,0.4840764331210192,0.0
1997-05-15,5.13,-0.0600000000000005,-1.1560693641618602,-3.93258426966292,1.0250810184952595,-1.2847369131345678,0.6210653753026635,0.4777070063694264,0.0
1997-05-16,5.2,0.07000000000000028,1.3645224171540127,-1.5151515151515138,1.0557177942219498,1.5190661959437082,0.6295399515738499,0.5605095541401276,0.0
1997-05-19,5.38,0.17999999999999972,3.4615384615384492,2.6717557251908275,1.1344980746620104,3.891514980548376,0.6513317191283293,0.6305732484076432,0.0
1997-05-20,5.39,0.009999999999999787,0.18587360594795044,2.8625954198473247,1.1388747569086803,0.22500322252296245,0.6525423728813559,0.5222929936305731,0.0
1997-05-21,5.12,-0.2699999999999996,-5.009276437847854,-1.9157088122605304,1.0207043362485895,-5.813957320107121,0.6198547215496368,0.3439490445859875,0.0
1997-05-22,5.18,0.05999999999999961,1.171875,-0.5758157389635365,1.0469644297286096,1.3033890337069043,0.6271186440677966,0.5541401273885348,0.0
1997-05-23,5.18,0.0,0.0,-0.7662835249042099,1.0469644297286096,0.009326060286177888,0.6271186440677966,0.5159235668789809,0.0
1997-05-27,5.18,0.0,0.0,-0.5758157389635365,1.0469644297286096,0.009326060286177888,0.6271186440677966,0.5159235668789809,0.0
1997-05-28,5.18,0.0,0.0,-0.19267822736032114,1.0469644297286096,0.009326060286177888,0.6271186440677966,0.5159235668789809,0.0
1997-05-29,5.03,-0.14999999999999947,-2.89575289575289,-4.007633587786263,0.9813141960285592,-3.225831373265648,0.6089588377723971,0.4203821656050959,0.0
1997-05-30,4.96,-0.07000000000000028,-1.3916500994035852,-5.343511450381689,0.9506774203018687,-1.5004140753713522,0.6004842615012107,0.47133757961783423,0.0
1997-06-02,5.07,0.11000000000000032,2.2177419354838745,-2.3121387283236983,0.9988209250152393,2.3817748448908658,0.6138014527845037,0.585987261146497,0.0
1997-06-03,5.05,-0.020000000000000462,-0.39447731755425375,-1.5594541910331383,0.990067560521899,-0.4220282641874104,0.6113801452784503,0.5031847133757958,0.0
1997-06-04,5.09,0.040000000000000036,0.7920792079207928,-2.115384615384619,1.0075742895085793,0.8720347092333353,0.6162227602905569,0.5414012738853503,0.0
1997-06-05,5.11,0.020000000000000462,0.39292730844795454,-5.018587360594784,1.0163276540019195,0.4406803847597661,0.6186440677966102,0.5286624203821659,0.0
1997-06-06,5.07,-0.040000000000000036,-0.7827788649706457,-5.936920222634501,0.9988209250152393,-0.8533825886609795,0.6138014527845037,0.49044585987261147,0.0
1997-06-09,5.06,-0.010000000000000675,-0.19723865877713243,-1.171875000000011,0.994444242768569,-0.20635110195062584,0.612590799031477,0.5095541401273881,0.0
1997-06-10,5.05,-0.009999999999999787,-0.19762845849802257,-2.5096525096525046,0.990067560521899,-0.20635110195060666,0.6113801452784503,0.5095541401273886,0.0
1997-06-11,4.98,-0.0699999999999994,-1.3861386138613763,-3.861003861003842,0.959430784795209,-1.500414075371333,0.602905569007264,0.4713375796178348,0.0
1997-06-12,4.97,-0.010000000000000675,-0.20080321285141922,-4.054054054054057,0.9550541025485387,-0.20635110195062584,0.6016949152542372,0.5095541401273881,0.0
1997-06-13,5.0,0.03000000000000025,0.6036217303823088,-3.474903474903468,0.9681841492885489,0.6563575469965507,0.6053268765133172,0.5350318471337582,0.0
1997-06-16,5.03,0.03000000000000025,0.6000000000000005,0.0,0.9813141960285592,0.6563575469965507,0.6089588377723971,0.5350318471337582,0.0
1997-06-17,5.05,0.019999999999999574,0.397614314115291,1.814516129032251,0.990067560521899,0.44068038475974697,0.6113801452784503,0.5286624203821654,0.0
1997-06-18,5.03,-0.019999999999999574,-0.3960396039603853,-0.7889546351084853,0.9813141960285592,-0.42202826418739126,0.6089588377723971,0.5031847133757965,0.0
1997-06-19,5.08,0.04999999999999982,0.994035785288272,0.5940594059405946,1.0031976072619093,1.0877118714701197,0.6150121065375302,0.5477707006369426,0.0
1997-06-20,5.08,0.0,0.0,-0.19646365422396617,1.0031976072619093,0.009326060286177888,0.6150121065375302,0.5159235668789809,0.0
1997-06-23,5.06,-0.020000000000000462,-0.3937007874015852,-0.9784735812133238,0.994444242768569,-0.4220282641874104,0.612590799031477,0.5031847133757958,0.0
1997-06-24,5.07,0.010000000000000675,0.19762845849804478,0.0,0.9988209250152393,0.2250032225229816,0.6138014527845037,0.5222929936305737,0.0
1997-06-25,5.07,0.0,0.0,0.19762845849804478,0.9988209250152393,0.009326060286177888,0.6138014527845037,0.5159235668789809,0.0
1997-06-26,5.17,0.09999999999999964,1.972386587771191,2.3762376237623783,1.0425877474819396,2.166097682654062,0.62590799031477,0.5796178343949042,0.0
1997-06-27,5.15,-0.019999999999999574,-0.3868471953578201,3.4136546184738936,1.0338343829885996,-0.42202826418739126,0.6234866828087168,0.5031847133757965,0.0
1997-06-30,5.25,0.09999999999999964,1.9417475728155331,5.633802816901423,1.0776012054553,2.166097682654062,0.635593220338983,0.5796178343949042,0.0
1997-07-01,5.18,-0.07000000000000028,-1.333333333333342,3.600000000000003,1.0469644297286096,-1.5004140753713522,0.6271186440677966,0.47133757961783423,0.0
1997-07-02,5.2,0.020000000000000462,0.38610038610038533,3.379721669980107,1.0557177942219498,0.4406803847597661,0.6295399515738499,0.5286624203821659,0.0
1997-07-03,5.14,-0.0600000000000005,-1.1538461538461608,1.7821782178217838,1.0294577007419292,-1.2847369131345678,0.62227602905569,0.4777070063694264,0.0
1997-07-07,5.12,-0.019999999999999574,-0.38910505836574627,1.7892644135188762,1.0207043362485895,-0.42202826418739126,0.6198547215496368,0.5031847133757965,0.0
1997-07-08,5.12,0.0,0.0,0.7874015748031482,1.0207043362485895,0.009326060286177888,0.6198547215496368,0.5159235668789809,0.0
1997-07-09,5.11,-0.009999999999999787,-0.1953125,0.5905511811023612,1.0163276540019195,-0.20635110195060666,0.6186440677966102,0.5095541401273886,0.0
1997-07-10,5.15,0.040000000000000036,0.7827788649706457,1.7786561264822254,1.0338343829885996,0.8720347092333353,0.6234866828087168,0.5414012738853503,0.0
1997-07-11,5.14,-0.010000000000000675,-0.1941747572815622,1.380670611439827,1.0294577007419292,-0.20635110195062584,0.62227602905569,0.5095541401273881,0.0
1997-07-14,5.22,0.08000000000000007,1.5564202334630295,2.9585798816567976,1.0644711587152897,1.7347433581804927,0.6319612590799031,0.5668789808917198,0.0
1997-07-15,5.22,0.0,0.0,0.9671179883945724,1.0644711587152897,0.009326060286177888,0.6319612590799031,0.5159235668789809,0.0
1997-07-16,5.17,-0.04999999999999982,-0.9578544061302652,0.3883495145631022,1.0425877474819396,-1.0690597508977642,0.62590799031477,0.4840764331210192,0.0
1997-07-17,5.18,0.009999999999999787,0.19342359767891004,-1.333333333333342,1.0469644297286096,0.22500322252296245,0.6271186440677966,0.5222929936305731,0.0
1997-07-18,5.24,0.0600000000000005,1.1583011583011782,1.1583011583011782,1.07322452320863,1.3033890337069236,0.6343825665859565,0.5541401273885354,0.0
1997-07-21,5.27,0.02999999999999936,0.5725190839694472,1.3461538461538414,1.0863545699486397,0.6563575469965315,0.6380145278450363,0.5350318471337576,0.0
1997-07-22,5.18,-0.08999999999999986,-1.7077798861480087,0.7782101167315147,1.0469644297286096,-1.9317683998449213,0.6271186440677966,0.4585987261146498,0.0
1997-07-23,5.2,0.020000000000000462,0.38610038610038533,1.5625,1.0557177942219498,0.4406803847597661,0.6295399515738499,0.5286624203821659,0.0
1997-07-24,5.23,0.03000000000000025,0.5769230769230749,2.1484375,1.06884784096196,0.6563575469965507,0.6331719128329298,0.5350318471337582,0.0
1997-07-25,5.24,0.009999999999999787,0.19120458891013214,2.544031311154593,1.07322452320863,0.22500322252296245,0.6343825665859565,0.5222929936305731,0.0
1997-07-28,5.24,0.0,0.0,1.747572815533971,1.07322452320863,0.009326060286177888,0.6343825665859565,0.5159235668789809,0.0
1997-07-29,5.24,0.0,0.0,1.945525291828809,1.07322452320863,0.009326060286177888,0.6343825665859565,0.5159235668789809,0.0
1997-07-30,5.24,0.0,0.0,0.3831417624521105,1.07322452320863,0.009326060286177888,0.6343825665859565,0.5159235668789809,0.0
1997-07-31,5.25,0.009999999999999787,0.190839694656475,0.5747126436781658,1.0776012054553,0.22500322252296245,0.635593220338983,0.5222929936305731,0.0
1997-08-01,5.28,0.03000000000000025,0.5714285714285783,2.1276595744680993,1.09073125219531,0.6563575469965507,0.639225181598063,0.5350318471337582,0.0
1997-08-04,5.29,0.009999999999999787,0.18939393939394478,2.1235521235521304,1.09510793444198,0.22500322252296245,0.6404358353510896,0.5222929936305731,0.0
1997-08-05,5.29,0.0,0.0,0.9541984732824416,1.09510793444198,0.009326060286177888,0.6404358353510896,0.5159235668789809,0.0
1997-08-06,5.29,0.0,0.0,0.379506641366234,1.09510793444198,0.009326060286177888,0.6404358353510896,0.5159235668789809,0.0
1997-08-07,5.3,0.009999999999999787,0.1890359168241984,2.316602316602312,1.09948461668865,0.22500322252296245,0.6416464891041163,0.5222929936305731,0.0
1997-08-08,5.29,-0.009999999999999787,-0.18867924528301883,1.7307692307692246,1.09510793444198,-0.20635110195060666,0.6404358353510896,0.5095541401273886,0.0
1997-08-11,5.31,0.019999999999999574,0.3780718336483746,1.5296367112810572,1.1038612989353198,0.44068038475974697,0.6428571428571428,0.5286624203821654,0.0
1997-08-12,5.31,0.0,0.0,1.3358778625954137,1.1038612989353198,0.009326060286177888,0.6428571428571428,0.5159235668789809,0.0
1997-08-13,5.32,0.010000000000000675,0.18832391713747842,1.526717557251911,1.1082379811819902,0.2250032225229816,0.6440677966101696,0.5222929936305737,0.0
1997-08-14,5.34,0.019999999999999574,0.3759398496240518,1.9083969465648831,1.1169913456753302,0.44068038475974697,0.6464891041162227,0.5286624203821654,0.0
1997-08-15,5.29,-0.04999999999999982,-0.9363295880149725,0.9541984732824416,1.09510793444198,-1.0690597508977642,0.6404358353510896,0.4840764331210192,0.0
1997-08-18,5.23,-0.05999999999999961,-1.1342155009451682,-0.3809523809523707,1.06884784096196,-1.2847369131345487,0.6331719128329298,0.47770700636942703,0.0
1997-08-19,5.25,0.019999999999999574,0.3824091778202643,-0.5681818181818232,1.0776012054553,0.44068038475974697,0.635593220338983,0.5286624203821654,0.0
1997-08-20,5.24,-0.009999999999999787,-0.19047619047618536,-0.9451795841209809,1.07322452320863,-0.20635110195060666,0.6343825665859565,0.5095541401273886,0.0
1997-08-21,5.27,0.02999999999999936,0.5725190839694472,-0.3780718336483968,1.0863545699486397,0.6563575469965315,0.6380145278450363,0.5350318471337576,0.0
1997-08-22,5.25,-0.019999999999999574,-0.3795066413662118,-0.7561436672967825,1.0776012054553,-0.42202826418739126,0.635593220338983,0.5031847133757965,0.0
1997-08-25,5.28,0.03000000000000025,0.5714285714285783,-0.37735849056602655,1.09073125219531,0.6563575469965507,0.639225181598063,0.5350318471337582,0.0
1997-08-26,5.28,0.0,0.0,-0.1890359168241873,1.09073125219531,0.009326060286177888,0.639225181598063,0.5159235668789809,0.0
1997-08-27,5.28,0.0,0.0,-0.5649717514124131,1.09073125219531,0.009326060286177888,0.639225181598063,0.5159235668789809,0.0
1997-08-28,5.24,-0.040000000000000036,-0.7575757575757569,-1.3182674199623268,1.07322452320863,-0.8533825886609795,0.6343825665859565,0.49044585987261147,0.0
1997-08-29,5.24,0.0,0.0,-1.5037593984962405,1.07322452320863,0.009326060286177888,0.6343825665859565,0.5159235668789809,0.0
1997-09-02,5.21,-0.03000000000000025,-0.5725190839694694,-2.434456928838946,1.0600944764686198,-0.637705426424195,0.6307506053268765,0.49681528662420366,0.0
1997-09-03,5.14,-0.07000000000000028,-1.3435700575815779,-2.835538752362954,1.0294577007419292,-1.5004140753713522,0.62227602905569,0.47133757961783423,0.0
1997-09-04,5.14,0.0,0.0,-1.7208413001912226,1.0294577007419292,0.009326060286177888,0.62227602905569,0.5159235668789809,0.0
1997-09-05,5.17,0.03000000000000025,0.5836575875486361,-1.5238095238095273,1.0425877474819396,0.6563575469965507,0.62590799031477,0.5350318471337582,0.0
1997-09-08,5.16,-0.009999999999999787,-0.19342359767891004,-1.526717557251911,1.0382110652352696,-0.20635110195060666,0.6246973365617434,0.5095541401273886,0.0
1997-09-09,5.16,0.0,0.0,-2.0872865275142205,1.0382110652352696,0.009326060286177888,0.6246973365617434,0.5159235668789809,0.0
1997-09-10,5.11,-0.04999999999999982,-0.9689922480620172,-2.6666666666666616,1.0163276540019195,-1.0690597508977642,0.6186440677966102,0.4840764331210192,0.0
1997-09-11,5.13,0.019999999999999574,0.3913894324853118,-2.840909090909094,1.0250810184952595,0.44068038475974697,0.6210653753026635,0.5286624203821654,0.0
1997-09-12,5.1,-0.03000000000000025,-0.5847953216374324,-3.409090909090917,1.011950971755249,-0.637705426424195,0.6174334140435835,0.49681528662420366,0.0
1997-09-15,5.08,-0.019999999999999574,-0.39215686274508554,-3.7878787878787956,1.0031976072619093,-0.42202826418739126,0.6150121065375302,0.5031847133757965,0.0
1997-09-16,5.09,0.009999999999999787,0.19685039370078705,-2.862595419847336,1.0075742895085793,0.22500322252296245,0.6162227602905569,0.5222929936305731,0.0
1997-09-17,5.1,0.009999999999999787,0.19646365422396617,-2.6717557251908497,1.011950971755249,0.22500322252296245,0.6174334140435835,0.5222929936305731,0.0
1997-09-18,5.1,0.0,0.0,-2.111324376199619,1.011950971755249,0.009326060286177888,0.6174334140435835,0.5159235668789809,0.0
1997-09-19,5.06,-0.040000000000000036,-0.7843137254901933,-1.5564202334630406,0.994444242768569,-0.8533825886609795,0.612590799031477,0.49044585987261147,0.0
1997-09-22,5.02,-0.040000000000000036,-0.7905138339920903,-2.3346303501945553,0.9769375137818889,-0.8533825886609795,0.6077481840193705,0.49044585987261147,0.0
1997-09-23,5.02,0.0,0.0,-2.9013539651837617,0.9769375137818889,0.009326060286177888,0.6077481840193705,0.5159235668789809,0.0
1997-09-24,4.94,-0.07999999999999918,-1.5936254980079556,-4.263565891472865,0.9419240558085289,-1.7160912376081177,0.5980629539951574,0.46496815286624255,0.0
1997-09-25,4.93,-0.010000000000000675,-0.2024291497975894,-4.457364341085279,0.9375473735618586,-0.20635110195062584,0.5968523002421308,0.5095541401273881,0.0
1997-09-26,4.99,0.0600000000000005,1.217038539553772,-2.3483365949119372,0.963807467041879,1.3033890337069236,0.6041162227602906,0.5541401273885354,0.0
1997-09-29,5.07,0.08000000000000007,1.603206412825653,-1.1695906432748426,0.9988209250152393,1.7347433581804927,0.6138014527845037,0.5668789808917198,0.0
1997-09-30,5.06,-0.010000000000000675,-0.19723865877713243,-0.7843137254901933,0.994444242768569,-0.20635110195062584,0.612590799031477,0.5095541401273881,0.0
1997-10-01,5.1,0.040000000000000036,0.7905138339920903,0.3937007874015741,1.011950971755249,0.8720347092333353,0.6174334140435835,0.5414012738853503,0.0
1997-10-02,5.07,-0.02999999999999936,-0.5882352941176339,-0.39292730844793233,0.9988209250152393,-0.6377054264241758,0.6138014527845037,0.49681528662420427,0.0
1997-10-03,5.03,-0.040000000000000036,-0.7889546351084853,-1.3725490196078272,0.9813141960285592,-0.8533825886609795,0.6089588377723971,0.49044585987261147,0.0
1997-10-06,5.08,0.04999999999999982,0.994035785288272,-0.39215686274508554,1.0031976072619093,1.0877118714701197,0.6150121065375302,0.5477707006369426,0.0
1997-10-07,5.06,-0.020000000000000462,-0.3937007874015852,0.0,0.994444242768569,-0.4220282641874104,0.612590799031477,0.5031847133757958,0.0
1997-10-08,5.09,0.03000000000000025,0.5928853754940677,1.3944223107569709,1.0075742895085793,0.6563575469965507,0.6162227602905569,0.5350318471337582,0.0
1997-10-09,5.14,0.04999999999999982,0.9823182711198308,2.39043824701195,1.0294577007419292,1.0877118714701197,0.62227602905569,0.5477707006369426,0.0
1997-10-10,5.14,0.0,0.0,4.048582995951411,1.0294577007419292,0.009326060286177888,0.62227602905569,0.5159235668789809,0.0
1997-10-14,5.08,-0.05999999999999961,-1.1673151750972721,3.0425963488843966,1.0031976072619093,-1.2847369131345487,0.6150121065375302,0.47770700636942703,0.0
1997-10-15,5.06,-0.020000000000000462,-0.3937007874015852,1.4028056112224352,0.994444242768569,-0.4220282641874104,0.612590799031477,0.5031847133757958,0.0
1997-10-16,5.07,0.010000000000000675,0.19762845849804478,0.0,0.9988209250152393,0.2250032225229816,0.6138014527845037,0.5222929936305737,0.0
1997-10-17,5.06,-0.010000000000000675,-0.19723865877713243,0.0,0.994444242768569,-0.20635110195062584,0.612590799031477,0.5095541401273881,0.0
1997-10-20,5.09,0.03000000000000025,0.5928853754940677,-0.19607843137254832,1.0075742895085793,0.6563575469965507,0.6162227602905569,0.5350318471337582,0.0
1997-10-21,5.07,-0.019999999999999574,-0.39292730844793233,0.0,0.9988209250152393,-0.42202826418739126,0.6138014527845037,0.5031847133757965,0.0
1997-10-22,5.16,0.08999999999999986,1.7751479289940697,2.5844930417495027,1.0382110652352696,1.9504205204172773,0.6246973365617434,0.5732484076433121,0.0
1997-10-23,5.13,-0.03000000000000025,-0.5813953488372103,0.9842519685039353,1.0250810184952595,-0.637705426424195,0.6210653753026635,0.49681528662420366,0.0
