regime1,regime2,mean1,mean2,mean_diff,t_statistic,p_value,significant
Goldilocks,Overheating,0.0059562008025398775,0.007206052607181791,-0.0012498518046419136,-0.22324206582949865,0.8235620718629493,False
Goldilocks,Stagflation,0.0059562008025398775,0.00153130241825669,0.004424898384283188,0.8159817552684583,0.4153548294461409,False
Goldilocks,Slowdown,0.0059562008025398775,0.007624098944610705,-0.0016678981420708274,-0.26126554776712024,0.7941413683347852,False
Overheating,Stagflation,0.007206052607181791,0.00153130241825669,0.005674750188925101,1.0725419300659709,0.2846960681006944,False
Overheating,Slowdown,0.007206052607181791,0.007624098944610705,-0.00041804633742891385,-0.06595138908444663,0.9474844411657785,False
Stagflation,Slowdown,0.00153130241825669,0.007624098944610705,-0.006092796526354015,-0.9962300112110304,0.3202741225391233,False
