date,regime,growth_factor,inflation_factor,erp,regime_name
1996-03-01,2,-0.1224292570634499,0.3019253208867978,0.0036599360737545,Stagflation
1996-04-01,1,0.995039749949056,0.2995622900519246,0.0089803533930508,Overheating
1996-05-01,0,0.7473370902025378,0.1725312803560807,0.0183445058447471,Goldilocks
1996-06-01,0,0.7622281048073498,-0.0014473455682395,-0.0019034874734333,Goldilocks
1996-07-01,2,0.0153757855237079,0.2113155114269682,-0.0503836500201996,Stagflation
1996-08-01,0,0.5118289203219328,0.0953247541054747,0.0142740029225494,Goldilocks
1996-09-01,1,0.6259139173877992,0.2828160397096768,0.0500383219038171,Overheating
1996-10-01,2,0.0296137890187786,0.3021626210449213,0.0216188200358298,Stagflation
1996-11-01,1,0.9186726470557404,0.1778823394396722,0.0694713304541065,Overheating
1996-12-01,0,0.6407086216587032,0.1159910071169889,-0.0257141853140703,Goldilocks
1997-01-01,3,0.1585125359039318,0.1301599107474738,0.0570034636828287,Slowdown
1997-02-01,1,1.1938518753170868,0.2085565316763071,0.0020434342625694,Overheating
1997-03-01,0,0.6346132066227916,0.1054867357557221,-0.046816408915246,Goldilocks
1997-04-01,3,0.1172201006550244,0.0982556069775819,0.0537643345755658,Slowdown
1997-05-01,0,0.5539648397783647,-0.0455230887415614,0.0542373862897647,Goldilocks
1997-06-01,0,0.4595965749441433,0.1280919985198414,0.0392183256372267,Goldilocks
1997-07-01,0,0.8542220977454162,0.0596997953149935,0.0736010805857247,Goldilocks
1997-08-01,0,1.0004661403578252,0.0795522345654387,-0.0618744362079278,Goldilocks
1997-09-01,1,0.9159267160430806,0.2413058907026366,0.0489076614345715,Overheating
1997-10-01,0,0.8866930363580661,0.1302747097139622,-0.0389506758334419,Goldilocks
1997-11-01,0,0.7875135934105604,0.0056567485009484,0.0408078736523467,Goldilocks
1997-12-01,0,0.4258485271143364,-0.0212116069913448,0.0110904286437081,Goldilocks
1998-01-01,0,0.4383363230729298,0.0495042502935083,0.006031787330619,Goldilocks
1998-02-01,3,0.1618798460184756,-0.0523071703234623,0.0664986313715432,Slowdown
1998-03-01,3,0.0351652827490056,0.0155589187965876,0.0454296256625617,Slowdown
1998-04-01,0,0.3431256509800251,0.1244519869891158,0.0048322006040866,Goldilocks
1998-05-01,0,0.6591340431881365,0.1370095200429411,-0.0229134542303565,Goldilocks
1998-06-01,3,-0.5998591461821245,-0.0846322025530699,0.0349552442768146,Slowdown
1998-07-01,2,-0.3845573464364205,0.2470530105174173,-0.0160724683193538,Stagflation
1998-08-01,0,2.070330159316258,0.1380087311646294,-0.1500059183373461,Goldilocks
1998-09-01,3,-0.0532186253594302,-0.0576587725713118,0.0584388957691295,Slowdown
1998-10-01,1,0.6836260369526892,0.2195111655198589,0.0768966479955555,Overheating
1998-11-01,3,-0.0758139631345966,0.0042121224885116,0.0557042304617971,Slowdown
1998-12-01,0,0.4530380879463447,0.1010866818296651,0.0524421502704071,Goldilocks
1999-01-01,0,0.4320551891963342,0.1402563886784946,0.0376517026726157,Goldilocks
1999-02-01,0,0.608149732155816,-0.056023978262687,-0.0357226339934734,Goldilocks
1999-03-01,0,0.2268622127301833,0.0756747666694757,0.0346180069861994,Goldilocks
1999-04-01,1,0.2298623885966577,0.4831120820030232,0.0340876959191578,Overheating
1999-05-01,0,0.6322550732504428,0.0654988363504527,-0.0286522364255111,Goldilocks
1999-06-01,3,-0.0784370132803524,0.0306389616177238,0.0503135684556006,Slowdown
1999-07-01,1,0.5786177951119464,0.2659204187898556,-0.0359581295858681,Overheating
1999-08-01,1,0.4015282897980921,0.18190149548023,-0.0105175522999536,Overheating
1999-09-01,2,-0.403708999870811,0.3589843100293866,-0.0325780880254431,Stagflation
1999-10-01,0,1.2222981351874385,0.1684919966301601,0.05854898666269,Goldilocks
1999-11-01,0,0.4847386851960289,0.0896193246839205,0.0149048784214838,Goldilocks
1999-12-01,1,0.7713127928427044,0.2328016089484075,0.0531568807584721,Overheating
2000-01-01,2,-0.1368048752282802,0.2721163228563972,-0.0552768669551649,Stagflation
2000-02-01,1,0.3123293058620469,0.3152369073888827,-0.0246632067679308,Overheating
2000-03-01,1,0.3555719153728098,0.4290144963178477,0.0913541901813361,Overheating
2000-04-01,0,0.5952225926311616,-0.0829875518672085,-0.0351942436120933,Goldilocks
2000-05-01,0,0.2707691245527277,0.0830564784052967,-0.0271614227748792,Goldilocks
2000-06-01,2,0.0390532964532397,0.3387524658186702,0.0188035705349129,Stagflation
2000-07-01,2,-0.1950827111980024,0.2508338530791354,-0.0212275673113654,Stagflation
2000-08-01,3,-0.272291950416359,-0.0067623311107767,0.0549539431383805,Slowdown
2000-09-01,1,0.4614698099772996,0.4301133443341376,-0.0583951665012637,Overheating
2000-10-01,3,-0.388581532213661,0.1360232721004051,-0.0102082544485779,Slowdown
2000-11-01,3,0.0279643567820064,0.1398733070622659,-0.0853787671240111,Slowdown
2000-12-01,3,-0.3263035410896342,0.1531085055804126,-0.0006690787109699,Slowdown
2001-01-01,2,-0.4759506830623206,0.4841023990559412,0.0302229781430936,Stagflation
2001-02-01,3,-0.6513459989989423,0.15480702503603,-0.0960712490579076,Slowdown
2001-03-01,3,-0.20503069984249,0.0093273638204882,-0.0681717342949287,Slowdown
2001-04-01,3,-0.3589921440973143,0.175871027912855,0.0736620252816266,Slowdown
2001-05-01,2,-0.4775903715313778,0.2633433971298338,0.0018522693124554,Stagflation
2001-06-01,3,-0.5280254107386972,0.1764276712873824,-0.02801067379092,Slowdown
2001-07-01,3,-0.6404208352618568,-0.0331046902725229,-0.0137388478246532,Slowdown
2001-08-01,3,-0.114778036075025,-0.0119216351184836,-0.0672507970994178,Slowdown
2001-09-01,3,-0.5065005386753141,-0.3404695034709193,-0.0835412100418772,Slowdown
2001-10-01,2,-0.2741454785151309,0.3522671381285924,0.0161786172059321,Stagflation
2001-11-01,3,-0.6047102317151998,-0.0675568272134774,0.0736617967906332,Slowdown
2001-12-01,3,-0.0427418438103899,-0.1033920547182654,0.0062078646321226,Slowdown
2002-01-01,0,0.6655112336294788,0.0902299536907902,-0.0169787348379588,Goldilocks
2002-02-01,3,0.0115231321228703,0.1683657912529446,-0.0220916706780791,Slowdown
2002-03-01,1,0.7238404207491778,0.271314751581575,0.0352894517112285,Overheating
2002-04-01,1,0.4882884782311247,0.4184100418409997,-0.0629421730813497,Overheating
2002-05-01,0,0.4017677782241824,0.0657202944269075,-0.0106194871567475,Goldilocks
2002-06-01,0,0.8248855097594765,0.12478654932353,-0.0738308490062249,Goldilocks
2002-07-01,2,-0.032191881251653,0.2204001311905568,-0.0805013638192262,Stagflation
2002-08-01,2,-0.111053642107306,0.1963530689984782,0.0034423371780152,Stagflation
2002-09-01,2,0.0849008900792869,0.1802908169264316,-0.1113418335580195,Stagflation
2002-10-01,2,-0.2082664575177251,0.1825745621470753,0.0850423286203452,Stagflation
2002-11-01,0,0.5602209932537017,0.0989312818109766,0.0561231793976533,Goldilocks
2002-12-01,3,-0.5561106769072954,0.0962326228591381,-0.0613421942065239,Slowdown
2003-01-01,1,0.8521508823282398,0.2988138389782957,-0.0284060391500473,Overheating
2003-02-01,2,0.1188126191277394,0.4209790028626647,-0.0178976519460439,Stagflation
2003-03-01,2,-0.2628510747773482,0.2566880788380743,0.0073980405060551,Stagflation
2003-04-01,3,-0.5956902191332047,-0.1698295271791439,0.0800833612692397,Slowdown
2003-05-01,3,-0.0272742229883049,-0.1147010683953397,0.0499915230873155,Slowdown
2003-06-01,3,0.1277930569822061,0.1083815028901646,0.0105417943701691,Slowdown
2003-07-01,1,0.5138291523584027,0.2938598752384447,0.0154198247895442,Overheating
2003-08-01,2,-0.2181774282939197,0.3379767657037069,0.0170653409378782,Stagflation
2003-09-01,1,0.6447447582867083,0.3125040023565839,-0.0127406595109852,Overheating
2003-10-01,3,0.1231614573486528,0.0127676416889155,0.054138949867353,Slowdown
2003-11-01,0,0.6704970388109022,0.1263835165256077,0.0064481358703158,Goldilocks
2003-12-01,2,0.0295989825756182,0.2205732354141121,0.049966733758255,Stagflation
2004-01-01,2,0.1521782957331519,0.3867438458113437,0.0165614975624515,Stagflation
2004-02-01,1,0.6032428360854825,0.2129034710869337,0.0114964879376753,Overheating
2004-03-01,3,-0.4000731513156497,0.154280005564189,-0.0172295362215008,Slowdown
2004-04-01,1,0.3714380452357391,0.18560840414652,-0.0175895457383469,Overheating
2004-05-01,1,0.7223716776067812,0.3251581680235871,0.0112581228594659,Overheating
2004-06-01,2,-0.7802242062877385,0.2851615496708648,0.0169151165814511,Stagflation
2004-07-01,0,0.747165423006102,0.0926958199195748,-0.0354224816182016,Goldilocks
2004-08-01,3,0.0671191867890774,0.0513109317314297,0.0009742087304207,Slowdown
2004-09-01,2,0.127099138396014,0.1976334025467263,0.0079617806354095,Stagflation
2004-10-01,1,0.8531500308810669,0.4294417257565186,0.0125890773915198,Overheating
2004-11-01,1,0.2483434077411805,0.3853420843277666,0.0369209904631002,Overheating
2004-12-01,0,0.7967816436364572,0.053245498897958,0.0305158537775789,Goldilocks
2005-01-01,0,0.3596531168715611,0.1311864952166397,-0.0271738771167935,Goldilocks
2005-02-01,1,0.7259066271311676,0.2780970744187927,0.0169567497830287,Overheating
2005-03-01,2,-0.1351265996452522,0.299511906522687,-0.0215613656749799,Stagflation
2005-04-01,1,0.2152508771784189,0.2801843317972174,-0.0224751414328266,Overheating
2005-05-01,3,0.0900125396779527,0.0563704765756289,0.0275309841902635,Slowdown
2005-06-01,0,0.449761319492814,0.062462491885995,-0.0027968272470229,Goldilocks
2005-07-01,2,-0.3166442501335131,0.4235006119950979,0.0333558406519804,Stagflation
2005-08-01,1,0.3259087661922066,0.4034322209492069,-0.0144380733444804,Overheating
2005-09-01,2,-1.9373698979145648,0.9650752030299748,0.004032994058152,Stagflation
2005-10-01,0,1.2137396970635097,0.1599095849564857,-0.0207549686418178,Goldilocks
2005-11-01,0,1.1240218459586115,-0.2088710161454954,0.0320270252734149,Goldilocks
2005-12-01,0,0.5164986354512013,0.0,-0.0042667427886781,Goldilocks
2006-01-01,2,0.1577843688421287,0.4847770386498418,0.0220199380136218,Stagflation
2006-02-01,3,0.042158902402134,0.0598558670720894,-0.0029750768911127,Slowdown
2006-03-01,1,0.2254652574833704,0.1938169984685878,0.00686348827476,Overheating
2006-04-01,1,0.3036679842539413,0.4644997970052467,0.0085897304069024,Overheating
2006-05-01,2,0.0254146846250469,0.2686159148986844,-0.035147642818101,Stagflation
2006-06-01,1,0.3166411740827879,0.2465594291200856,-0.0042154544132027,Overheating
2006-07-01,2,-0.051261507350675,0.3417327862455632,0.0010491252196336,Stagflation
2006-08-01,1,0.4388741318681832,0.3146432864314485,0.016617892625931,Overheating
2006-09-01,3,-0.1661580401191797,-0.2619676945668114,0.02064629568106,Slowdown
2006-10-01,3,-0.1146817857333282,-0.2355657110550968,0.0272944386306299,Slowdown
2006-11-01,3,-0.042034425892401,0.0342376803381228,0.0122303094659028,Slowdown
2006-12-01,1,1.0193348910427114,0.3552418831360482,0.0086615180527918,Overheating
2007-01-01,2,-0.3383130268983403,0.3339919089284215,0.0097960898209821,Stagflation
2007-02-01,1,0.9422584955516512,0.3106099676496887,-0.0257461891376309,Overheating
2007-03-01,1,0.1780198123945142,0.3657353851906464,0.0055356342972203,Overheating
2007-04-01,1,0.672281726358448,0.2351735860479209,0.0391101612134952,Overheating
2007-05-01,2,0.0956378513362832,0.2903735365173743,0.0282909952301202,Stagflation
2007-06-01,2,0.0577014192386649,0.2119380168160489,-0.0217753415452075,Stagflation
2007-07-01,3,-0.119953669000572,0.1525500121346557,-0.036124182770111,Slowdown
2007-08-01,0,0.1925891536306734,0.0680813745514097,0.0089160844310787,Goldilocks
2007-09-01,1,0.2222593090719815,0.3851476014760102,0.0327781942689142,Overheating
2007-10-01,2,-0.2820077304793611,0.3032600454889955,0.0113220566250573,Stagflation
2007-11-01,1,0.5334891922024632,0.53024576834102,-0.0467090939806384,Overheating
2007-12-01,2,0.0348821530398391,0.231257333591528,-0.0110650341924578,Stagflation
2008-01-01,2,-0.1323496805537893,0.2523186033824398,-0.0635161030231783,Stagflation
2008-02-01,2,-0.3921959845390677,0.1995329115933142,-0.036487973460644,Stagflation
2008-03-01,2,-0.3045840787558984,0.2862573827249859,-0.0069787256463645,Stagflation
2008-04-01,2,-0.6452051340639975,0.1850284876177665,0.0464008207381663,Stagflation
2008-05-01,2,-0.6057782381776122,0.4290588857982724,0.0092028856710519,Stagflation
2008-06-01,2,-0.2332762193893445,0.7254989908050957,-0.0875389607339445,Stagflation
2008-07-01,2,-0.3573802776070001,0.4653389292751608,-0.0113052126166085,Stagflation
2008-08-01,3,-1.5699867570929893,-0.080890908083564,0.0107287725616074,Slowdown
2008-09-01,3,-4.4048023108496315,0.0831743778556548,-0.0917474394269504,Slowdown
2008-10-01,0,0.9941411352017092,-0.6604097643134965,-0.1700235138744236,Goldilocks
2008-11-01,3,-1.3200748718089517,-1.1801318445973763,-0.0749875330608668,Slowdown
2008-12-01,3,-2.819896973943936,-0.55873488876097,0.0077918033394426,Slowdown
2009-01-01,3,-2.4942836351786957,0.0113509954823065,-0.0857601312303145,Slowdown
2009-02-01,2,-0.6085582025516345,0.1793253734053701,-0.1101538673947929,Stagflation
2009-03-01,3,-1.5655848507912018,-0.1098950898420825,0.0852159992888985,Slowdown
2009-04-01,3,-0.8290557258392117,0.1429073710714767,0.0937933212385371,Slowdown
2009-05-01,3,-1.009956431882919,0.1041961605980024,0.0529409410954424,Slowdown
2009-06-01,2,-0.376881616147362,0.5939787525314877,3.987125604543133e-05,Stagflation
2009-07-01,0,1.129022170984073,0.0112470757603011,0.0739814272240353,Goldilocks
2009-08-01,1,1.096698237045057,0.2901419221340129,0.0334169096323024,Overheating
2009-09-01,0,0.881437075988023,0.1614711818793246,0.0356206010238064,Goldilocks
2009-10-01,1,0.2695457878894469,0.3795172629976306,-0.0198238924321509,Overheating
2009-11-01,1,0.4338107685935455,0.2498243422593526,0.0573247105085581,Overheating
2009-12-01,0,0.4058071779700745,0.0578504121841794,0.0177229776168619,Goldilocks
2010-01-01,1,1.089961110803106,0.2190373475355445,-0.0370206919884243,Overheating
2010-02-01,0,0.3752968908449006,-0.0022188692642144,0.0284315474123186,Goldilocks
2010-03-01,0,0.6856761810881018,0.1409013246943313,0.0586590569523428,Goldilocks
2010-04-01,0,0.3392297060230698,0.0542870121093441,0.0146176509485338,Goldilocks
2010-05-01,0,1.3508964217083586,0.0321116155464373,-0.0821029079870661,Goldilocks
2010-06-01,0,0.1849209892946346,-0.0420637819767755,-0.0539903187533812,Goldilocks
2010-07-01,0,0.3797036289796551,0.0852703735285231,0.0686464753347868,Goldilocks
2010-08-01,0,0.3664634007673584,0.1372015313461094,-0.0475844910501471,Goldilocks
2010-09-01,0,0.2947761395331261,0.0994453161256236,0.0874245091072836,Goldilocks
2010-10-01,2,-0.2833668805007239,0.3190127163546385,0.0367491896716982,Stagflation
2010-11-01,2,0.0869562402969981,0.1991615409161484,-0.0024037809565216,Stagflation
2010-12-01,1,0.9785396067085728,0.2262194988030152,0.0651770489078238,Overheating
2011-01-01,2,-0.2106135119296248,0.3002147521584897,0.022524948320252,Stagflation
2011-02-01,2,-0.3970843397723911,0.2785606606803492,0.0318569747205594,Stagflation
2011-03-01,1,1.040272709112422,0.4019739207163697,-0.0011389725593412,Overheating
2011-04-01,2,-0.3230270794270296,0.4242345333420161,0.0284489280316089,Stagflation
2011-05-01,2,0.1206079665240889,0.3035967025724506,-0.0135350552201963,Stagflation
2011-06-01,0,0.30248807089297,-0.020465757556165,-0.0182900483622554,Goldilocks
2011-07-01,0,0.492715456823678,0.1702237688404384,-0.0215041989525459,Goldilocks
2011-08-01,1,0.6751130647956405,0.2355421233208199,-0.0568133203553504,Overheating
2011-09-01,3,-0.0827080374789179,0.1405639727027008,-0.0717735209780459,Slowdown
2011-10-01,0,0.6940410373954542,0.0021430025608726,0.1077079588343148,Goldilocks
2011-11-01,2,-0.0086587493010492,0.2046523588595139,-0.0050697563459507,Stagflation
2011-12-01,0,0.5306290656609036,0.0577416595380686,0.0085232277998195,Goldilocks
2012-01-01,1,0.596427248225595,0.3419753350289767,0.0435556339620581,Overheating
2012-02-01,1,0.3215662971284949,0.2236564636717952,0.040516431541189,Overheating
2012-03-01,2,-0.5177723960984593,0.191277735271611,0.03125896127553,Stagflation
2012-04-01,0,0.7193508372958624,0.1315175427431869,-0.0075673408759204,Goldilocks
2012-05-01,0,0.2309210465547106,-0.1122786204558856,-0.0627288488777217,Goldilocks
2012-06-01,3,0.0055293367151154,-0.0509002990392581,0.0394787280399866,Slowdown
2012-07-01,0,0.2098983989359704,0.0360727396184756,0.0125166835435117,Goldilocks
2012-08-01,2,-0.4279088966837152,0.3362039708128428,0.0196697066695767,Stagflation
2012-09-01,2,-0.0733690772427575,0.3044236562549596,0.0241567223126815,Stagflation
2012-10-01,1,0.3473983631303801,0.2961230016966576,-0.0198767087559778,Overheating
2012-11-01,0,0.3667648049054728,-0.0682959631832402,0.002772493960381,Goldilocks
2012-12-01,0,0.2369549856899411,-0.0157713781030244,0.0070127535126873,Goldilocks
2013-01-01,2,0.0245142665911135,0.190337981365829,0.0503661569960729,Stagflation
2013-02-01,1,0.4676907932336993,0.3558121228024236,0.0109859972242676,Overheating
2013-03-01,0,0.4028580654107827,-0.1317798648733492,0.035918749522805,Goldilocks
2013-04-01,3,-0.0862971950387203,-0.1015834450402097,0.0180333817323796,Slowdown
2013-05-01,3,0.0780978038776414,0.0733821849021376,0.0207242907074944,Slowdown
2013-06-01,1,0.2074933532559386,0.2220802212421935,-0.0150394055871664,Overheating
2013-07-01,3,-0.3101931085414344,0.1243820095533809,0.0494311583763382,Slowdown
2013-08-01,0,0.5782114503832148,0.148237848672128,-0.0313361092523728,Goldilocks
2013-09-01,0,0.5084577384016464,0.0437800988179359,0.0297367763944305,Goldilocks
2013-10-01,3,-0.0788730144467453,0.1323247478536293,0.0445544892225517,Slowdown
2013-11-01,0,0.2336084410783145,0.1487986847444888,0.0279982691573852,Goldilocks
2013-12-01,0,0.2010650366143673,0.1745527086840059,0.0235072762744044,Goldilocks
2014-01-01,2,-0.3557589474469713,0.2074387537079669,-0.0356190068366749,Stagflation
2014-02-01,0,0.7556916490531584,0.0476121473078405,0.0430773542861373,Goldilocks
2014-03-01,0,0.9685206031106786,0.1603558866128729,0.0068885056579817,Goldilocks
2014-04-01,2,0.0967670387519659,0.1776584206992781,0.0061750028974503,Stagflation
2014-05-01,0,0.3831643017938591,0.1649705630651698,0.0210032976467489,Goldilocks
2014-06-01,0,0.3432190311729588,0.1091129937105472,0.0190285511225907,Goldilocks
2014-07-01,0,0.2221248844113565,0.1418979363104533,-0.0151028792021064,Goldilocks
2014-08-01,3,-0.1888053207359519,-0.0123214670760152,0.0376279404187929,Slowdown
2014-09-01,0,0.2873440188072562,0.0349151254377178,-0.0155305259456501,Goldilocks
2014-10-01,3,0.0119343204860067,-0.0297701538808925,0.0231867735334272,Slowdown
2014-11-01,0,0.6172120873449094,-0.0954982337961096,0.0245181080977141,Goldilocks
2014-12-01,3,-0.0079064645954196,-0.1757613756668052,-0.0042139091938924,Slowdown
2015-01-01,3,-0.7848268733052777,-0.4798187808896292,-0.0310626726768924,Slowdown
2015-02-01,2,-0.6385429169845525,0.1769197343100215,0.0548790135775305,Stagflation
2015-03-01,2,-0.3346261254872473,0.1890007745933397,-0.0174202626969971,Stagflation
2015-04-01,3,-0.5455808831756226,0.0886524822695022,0.0085005244199414,Slowdown
2015-05-01,2,-0.4413063536470418,0.2399736337981739,0.010478343225972,Stagflation
2015-06-01,2,-0.3145062410606636,0.1941907178891755,-0.0210248681758216,Stagflation
2015-07-01,0,0.6480993526961187,0.0912670741211707,0.0197138649544128,Goldilocks
2015-08-01,3,-0.1838518594625027,0.0071717637416091,-0.0626407269586124,Slowdown
2015-09-01,3,-0.2791065028845962,-0.1383026677047816,-0.0264630579027692,Slowdown
2015-10-01,3,-0.4835506432950498,0.0,0.0829691894164219,Slowdown
2015-11-01,3,-0.7357319171217069,0.0625788647578229,0.0004097207044848,Slowdown
2015-12-01,3,-0.490405888487655,-0.0840697984375249,-0.0177298205500144,Slowdown
2016-01-01,0,0.5240216999506275,0.0410441635199321,-0.0509294099016335,Goldilocks
2016-02-01,3,-0.5184776724149187,-0.052309838352349,-0.0043779880202101,Slowdown
2016-03-01,2,-0.7419897116952456,0.2339781415157338,0.0657315527875017,Stagflation
2016-04-01,1,0.3382172239537073,0.3276238059647829,0.00250927325367,Overheating
2016-05-01,3,-0.2267794379884335,0.1632769687630819,0.0150989112586261,Slowdown
2016-06-01,0,0.4723710200531528,0.1752366203783939,0.0006679512620548,Goldilocks
2016-07-01,3,0.1172088714676666,0.0172896008136191,0.0353708912376729,Slowdown
2016-08-01,3,-0.1507082885518373,0.1393097557503386,-0.0014926240068712,Slowdown
2016-09-01,2,-0.1055134041476946,0.1898881995146206,-0.0014797492891862,Stagflation
2016-10-01,2,0.015595615809083,0.2047311130480622,-0.0196887531523111,Stagflation
2016-11-01,3,-0.417168298044468,0.0333778371161663,0.0338152585590312,Slowdown
2016-12-01,0,0.6835853098808187,0.171889060777941,0.0177740800821535,Goldilocks
2017-01-01,2,-0.2628724699913376,0.3835633030856655,0.0174723560140899,Stagflation
2017-02-01,3,-0.4014738596471723,0.1357452413751625,0.0368013605469097,Slowdown
