date,regime,regime_name,growth_factor,inflation_factor,monetary_policy_factor,market_volatility_factor,erp,prob_R0,prob_R1,prob_R2,prob_R3
1998-11-01,2,High Growth / High Inflation,-0.0758139631345966,0.0042121224885116,4.83,27.26,0.0557042304617971,0.17487774355172264,0.174877713544073,0.47536682936013136,0.174877713544073
1998-12-01,2,High Growth / High Inflation,0.4530380879463447,0.1010866818296651,4.68,24.97,0.0524421502704071,0.1748777236372444,0.17487770894267393,0.4753668584774077,0.17487770894267393
1999-01-01,2,High Growth / High Inflation,0.4320551891963342,0.1402563886784946,4.63,26.17,0.0376517026726157,0.17487773668692924,0.17487771195791657,0.4753668393972377,0.17487771195791657
1999-02-01,2,High Growth / High Inflation,0.608149732155816,-0.056023978262687,4.76,27.67,-0.0357226339934734,0.17487778887561184,0.17487772401654694,0.47536676309129433,0.17487772401654694
1999-03-01,2,High Growth / High Inflation,0.2268622127301833,0.0756747666694757,4.81,28.37,0.0346180069861994,0.17487773443006172,0.17487771143644854,0.4753668426970414,0.17487771143644854
1999-04-01,2,High Growth / High Inflation,0.2298623885966577,0.4831120820030232,4.74,22.06,0.0340876959191578,0.1748777285877372,0.1748777100865231,0.4753668512392165,0.1748777100865231
1999-05-01,2,High Growth / High Inflation,0.6322550732504428,0.0654988363504527,4.74,24.15,-0.0286522364255111,0.17487771790950551,0.1748777076192268,0.4753668668520408,0.1748777076192268
1999-06-01,2,High Growth / High Inflation,-0.0784370132803524,0.0306389616177238,4.76,26.62,0.0503135684556006,0.17487774375388423,0.17487771359079643,0.475366829064523,0.17487771359079643
1999-07-01,2,High Growth / High Inflation,0.5786177951119464,0.2659204187898556,4.99,19.69,-0.0359581295858681,0.17487770527643676,0.17487770470025418,0.47536688532305493,0.17487770470025418
1999-08-01,2,High Growth / High Inflation,0.4015282897980921,0.18190149548023,5.07,25.59,-0.0105175522999536,0.17487770628666147,0.17487770493367424,0.47536688384598996,0.17487770493367424
1999-09-01,2,High Growth / High Inflation,-0.403708999870811,0.3589843100293866,5.22,22.93,-0.0325780880254431,0.17487770581449755,0.17487770482457343,0.47536688453635567,0.17487770482457343
1999-10-01,2,High Growth / High Inflation,1.2222981351874385,0.1684919966301601,5.2,24.93,0.05854898666269,0.17487770610077003,0.17487770489071847,0.47536688411779293,0.17487770489071847
1999-11-01,2,High Growth / High Inflation,0.4847386851960289,0.0896193246839205,5.42,22.09,0.0149048784214838,0.1748777046168151,0.17487770454784224,0.4753668862875003,0.17487770454784224
1999-12-01,2,High Growth / High Inflation,0.7713127928427044,0.2328016089484075,5.3,22.23,0.0531568807584721,0.17487770472176298,0.17487770457207957,0.4753668861340778,0.17487770457207957
2000-01-01,2,High Growth / High Inflation,-0.1368048752282802,0.2721163228563972,5.45,24.21,-0.0552768669551649,0.17487770469014968,0.17487770456478305,0.4753668861802843,0.17487770456478305
2000-02-01,2,High Growth / High Inflation,0.3123293058620469,0.3152369073888827,5.73,23.45,-0.0246632067679308,0.17487770454189544,0.17487770453052734,0.47536688639704994,0.17487770453052734
2000-03-01,2,High Growth / High Inflation,0.3555719153728098,0.4290144963178477,5.85,21.64,0.0913541901813361,0.174877704535374,0.1748777045290231,0.4753668864065798,0.1748777045290231
2000-04-01,2,High Growth / High Inflation,0.5952225926311616,-0.0829875518672085,6.02,24.03,-0.0351942436120933,0.17487770453512666,0.17487770452896098,0.4753668864069514,0.17487770452896098
2000-05-01,2,High Growth / High Inflation,0.2707691245527277,0.0830564784052967,6.27,25.88,-0.0271614227748792,0.17487770452766793,0.17487770452724308,0.47536688641784597,0.17487770452724308
2000-06-01,2,High Growth / High Inflation,0.0390532964532397,0.3387524658186702,6.53,22.36,0.0188035705349129,0.17487770452715037,0.1748777045271237,0.47536688641860236,0.1748777045271237
2000-07-01,2,High Growth / High Inflation,-0.1950827111980024,0.2508338530791354,6.54,19.83,-0.0212275673113654,0.1748777045271211,0.17487770452710696,0.475366886418665,0.17487770452710696
2000-08-01,2,High Growth / High Inflation,-0.272291950416359,-0.0067623311107767,6.5,20.55,0.0549539431383805,0.1748777045271758,0.17487770452711832,0.4753668864185877,0.17487770452711832
2000-09-01,2,High Growth / High Inflation,0.4614698099772996,0.4301133443341376,6.52,17.53,-0.0583951665012637,0.1748777045271233,0.17487770452710652,0.47536688641866376,0.17487770452710652
2000-10-01,2,High Growth / High Inflation,-0.388581532213661,0.1360232721004051,6.51,21.23,-0.0102082544485779,0.17487770452715876,0.17487770452712192,0.47536688641859753,0.17487770452712192
2000-11-01,2,High Growth / High Inflation,0.0279643567820064,0.1398733070622659,6.51,24.28,-0.0853787671240111,0.17487770452716095,0.17487770452712145,0.4753668864185962,0.17487770452712145
2000-12-01,2,High Growth / High Inflation,-0.3263035410896342,0.1531085055804126,6.4,27.48,-0.0006690787109699,0.17487770452764248,0.17487770452722556,0.4753668864179065,0.17487770452722556
2001-01-01,2,High Growth / High Inflation,-0.4759506830623206,0.4841023990559412,5.98,29.99,0.0302229781430936,0.17487770472118272,0.17487770457195057,0.4753668861349161,0.17487770457195057
2001-02-01,2,High Growth / High Inflation,-0.6513459989989423,0.15480702503603,5.49,21.66,-0.0960712490579076,0.17487770472253256,0.1748777045722601,0.4753668861329472,0.1748777045722601
2001-03-01,2,High Growth / High Inflation,-0.20503069984249,0.0093273638204882,5.31,28.08,-0.0681717342949287,0.1748777073311169,0.17487770517500445,0.47536688231887414,0.17487770517500445
2001-04-01,2,High Growth / High Inflation,-0.3589921440973143,0.175871027912855,4.8,31.21,0.0736620252816266,0.17487784844583276,0.1748777377807459,0.47536667599267535,0.1748777377807459
2001-05-01,2,High Growth / High Inflation,-0.4775903715313778,0.2633433971298338,4.21,24.2,0.0018522693124554,0.17487826712213503,0.17487783451914218,0.47536606383958957,0.1748778345191332
2001-06-01,2,High Growth / High Inflation,-0.5280254107386972,0.1764276712873824,3.97,21.59,-0.02801067379092,0.17487997827822951,0.17487822994351623,0.4753635618778675,0.17487822990038665
2001-07-01,2,High Growth / High Inflation,-0.6404208352618568,-0.0331046902725229,3.77,18.76,-0.0137388478246532,0.17507172940076682,0.17492250011834848,0.47508327928486294,0.17492249119602188
2001-08-01,2,High Growth / High Inflation,-0.114778036075025,-0.0119216351184836,3.65,20.56,-0.0672507970994178,0.18035433910152354,0.17610780765227216,0.4674310643019974,0.17610678894420703
2001-09-01,0,Low Growth / Low Inflation,-0.5065005386753141,-0.3404695034709193,3.07,25.85,-0.0835412100418772,0.4741769294620379,0.17506519373059728,0.17569268349016187,0.175065193317203
2001-10-01,0,Low Growth / Low Inflation,-0.2741454785151309,0.3522671381285924,2.49,32.32,0.0161786172059321,0.475346550613086,0.17488095873523468,0.1748915726172623,0.17488091803441713
2001-11-01,0,Low Growth / Low Inflation,-0.6047102317151998,-0.0675568272134774,2.09,32.31,0.0736617967906332,0.47536658327200093,0.17487780601170255,0.17487785828290447,0.1748777524333919
2001-12-01,0,Low Growth / Low Inflation,-0.0427418438103899,-0.1033920547182654,1.82,25.77,0.0062078646321226,0.4693483698434288,0.17902239124294883,0.17581480003866204,0.17581443887496037
2002-01-01,1,Low Growth / Low Inflation,0.6655112336294788,0.0902299536907902,1.73,22.71,-0.0169787348379588,0.26435503261825644,0.3609365812476786,0.18735449863885462,0.18735388749521026
2002-02-01,1,Low Growth / Low Inflation,0.0115231321228703,0.1683657912529446,1.74,21.12,-0.0220916706780791,0.18647346465454004,0.45873518653199336,0.17739582148571975,0.17739552732774694
2002-03-01,1,Low Growth / Low Inflation,0.7238404207491778,0.271314751581575,1.73,19.96,0.0352894517112285,0.17825812289977255,0.47045192794719326,0.17564511182859935,0.17564483732443478
2002-04-01,1,Low Growth / Low Inflation,0.4882884782311247,0.4184100418409997,1.75,18.73,-0.0629421730813497,0.17929754633351416,0.46895202863958735,0.17587531244689558,0.1758751125800029
2002-05-01,1,Low Growth / Low Inflation,0.4017677782241824,0.0657202944269075,1.75,20.06,-0.0106194871567475,0.18759881903810036,0.45715432761118313,0.17762363472190726,0.17762321862880917
