regime1,regime2,mean1,mean2,mean_diff,t_statistic,p_value,significant
Low Growth / Low Inflation,Low Growth / Low Inflation,-0.01760645535529115,0.0036996477990443887,-0.02130610315433554,-2.213992832334986,0.028819242631890746,True
Low Growth / Low Inflation,High Growth / High Inflation,-0.01760645535529115,0.005361002327982497,-0.02296745768327365,-2.7343117489516207,0.006731384786382728,True
Low Growth / Low Inflation,Low Growth / Low Inflation,-0.01760645535529115,0.013635393663827598,-0.03124184901911875,-3.1077264984334936,0.0022866980699485736,True
Low Growth / Low Inflation,High Growth / High Inflation,0.0036996477990443887,0.005361002327982497,-0.0016613545289381085,-0.33982109620336687,0.7342415602002454,False
Low Growth / Low Inflation,Low Growth / Low Inflation,0.0036996477990443887,0.013635393663827598,-0.00993574586478321,-1.7331084790530151,0.08469033247242039,False
High Growth / High Inflation,Low Growth / Low Inflation,0.005361002327982497,0.013635393663827598,-0.0082743913358451,-1.7220463701936788,0.08605858342336808,False
