,full_regression_acc_80_return,full_regression_acc_80_weight,full_regression_acc_80_forecast,regime_2x2_acc_80_return,regime_2x2_acc_80_weight,regime_2x2_acc_80_forecast,extreme_isolation_acc_80_return,extreme_isolation_acc_80_weight,extreme_isolation_acc_80_forecast,extreme_pca_acc_80_return,extreme_pca_acc_80_weight,extreme_pca_acc_80_forecast
2000-01-31,-0.04533316998468599,0.9,0.005642243801898264,-0.023913746575374636,0.515474523668285,0.0005234320374691394,-0.03318539243677438,0.6819208361158866,0.005642243801898264,-0.02704408503278247,0.5716709423772484,0.0018105067682038165
2000-02-29,-0.017615661331268,0.9,0.005642243801898264,-0.014823448283789727,0.7879745453542846,0.009740855760424747,-0.017615661331268,0.9,0.020639637028407133,-0.017615661331268,0.9,0.015716110336807667
2000-03-31,0.08753790620746178,0.9,0.005642243801898264,0.056152886033950605,0.5581893291772494,0.0019682776532006724,0.0675139001065095,0.6819208361158866,0.005642243801898264,0.08753790620746178,0.9,0.012590835301795321
2000-04-30,-0.02723123803867649,0.9,0.005642243801898264,-0.02723123803867649,0.9,0.021466261717631774,-0.019457627407741176,0.6819208361158866,0.005642243801898264,-0.02723123803867649,0.9,0.019874738409357617
2000-05-31,-0.019254331195536812,0.9,0.005642243801898264,-0.019254331195536812,0.9,0.018759351255317247,-0.019254331195536812,0.9,0.016797709366139293,-0.019254331195536812,0.9,0.012667138211594514
2000-06-30,0.022030194284105232,0.9,0.005642243801898264,0.014284675134084261,0.4930596513148076,-0.0002347601083503431,0.022030194284105232,0.9,0.01304144224105748,0.022030194284105232,0.9,0.010796012764370956
2000-07-31,-0.014184635982400665,0.9,0.005642243801898264,-0.010246345254422803,0.7173864951205704,0.007353186340232375,-0.013455268170893453,0.8661801472757296,0.011357015009696598,-0.013423023417145977,0.8646849992781555,0.009212445623780471
2000-08-31,0.05515496467667951,0.9,0.005642243801898264,0.029121672047429256,0.4304299561808061,-0.0023532349404544834,0.04096073872018392,0.6439746328175805,0.004465348758226341,0.04258995229273715,0.6733612301854094,0.004379343569151401
2000-09-30,-0.04761548622458847,0.9,0.005642243801898264,-0.027853087442394692,0.5631865584459527,0.0021373109594198915,-0.0253579342762881,0.5206612995265723,0.000640806691976201,-0.027209314643448133,0.5522146448446827,0.001319013881428555
2000-10-31,-0.003922879420725642,0.9,0.005642243801898264,0.0008978028694146562,0.4304299561808061,-0.0023532349404544843,0.0009180555489999047,0.42845719567349116,-0.002218887912457292,0.0011010202379302825,0.4106350842321038,-0.002257480918642159
2000-11-30,-0.07154420421155731,0.9,0.005642243801898264,-0.0461226706057843,0.6017776646626235,0.0034426707745707475,-0.03213672262092398,0.43770722994247196,-0.0019319996722984957,-0.03480804624730969,0.46904477167605735,-0.0007819717242839516
2000-12-31,0.00413888078760916,0.9,0.005642243801898264,0.0041640648705559315,0.8705431156501505,0.012533771129409996,0.004152048613373326,0.884598084373617,0.0119282441973643,0.004244956970954675,0.7759266370077271,0.006970287082325192
