,full_regression_acc_40_return,full_regression_acc_40_weight,full_regression_acc_40_forecast,regime_2x2_acc_40_return,regime_2x2_acc_40_weight,regime_2x2_acc_40_forecast,extreme_isolation_acc_40_return,extreme_isolation_acc_40_weight,extreme_isolation_acc_40_forecast,extreme_pca_acc_40_return,extreme_pca_acc_40_weight,extreme_pca_acc_40_forecast
2000-01-31,-0.04533316998468599,0.9,0.005642243801898264,-0.035375650451201626,0.721240755713763,0.007738110421469144,-0.04533316998468599,0.9,0.01603594771217315,-0.04533316998468599,0.9,0.013524098428226931
2000-02-29,-0.017615661331268,0.9,0.005642243801898264,-0.01235572205148274,0.6889677187208307,0.006609329591364914,-0.017615661331268,0.9,0.033308882740176675,-0.01215586537489252,0.6809493352098657,0.005642243801898264
2000-03-31,0.08753790620746178,0.9,0.005642243801898264,0.04912569624668442,0.48165700764598945,-0.0006415639823574692,0.0639294597594717,0.6428831056071395,0.005642243801898264,0.06742469699456259,0.6809493352098657,0.005642243801898264
2000-04-30,-0.02723123803867649,0.9,0.005642243801898264,-0.026448219283302408,0.8780333639559957,0.013222084257728618,-0.017426434953659423,0.6249382094956268,0.004933626233497432,-0.01958025097209031,0.6853608906356397,0.005779802037350941
2000-05-31,-0.019254331195536812,0.9,0.005642243801898264,-0.014404044276568329,0.7177040584321698,0.00761441099726502,-0.019254331195536812,0.9,0.016533224932190855,-0.018376813028006443,0.867018858210795,0.011444141950109427
2000-06-30,0.022030194284105232,0.9,0.005642243801898264,0.013136169352737922,0.4327185258104218,-0.0023532349404544843,0.012329996842260377,0.3903631825261359,-0.004329396755643107,0.012394514811852681,0.39375287978642626,-0.00331292820058889
2000-07-31,-0.014184635982400665,0.9,0.005642243801898264,-0.014184635982400665,0.9,0.018155514676290948,-0.012822734190544464,0.8368503554738496,0.013301725366785332,-0.012578249137014686,0.8255138961823763,0.010149961374749671
2000-08-31,0.05515496467667951,0.9,0.005642243801898264,0.05515496467667951,0.9,0.016695288702140293,0.04716357543299483,0.7558569962403823,0.010103416671099229,0.04769678379872623,0.7654746300613126,0.008277856253450379
2000-09-30,-0.04761548622458847,0.9,0.005642243801898264,-0.020197925945943863,0.4327185258104218,-0.0023532349404544847,-0.03252925161000126,0.6428831056071395,0.005642243801898264,-0.013180126142587942,0.31311314136512136,-0.005827383773286117
2000-10-31,-0.003922879420725642,0.9,0.005642243801898264,0.000874308042117944,0.43271852581042186,-0.0023532349404544834,-0.0016061467587641003,0.6743331354112162,0.006884159247237668,-0.0011206344316548504,0.6270406504487164,0.003961298458223422
2000-11-30,-0.07154420421155731,0.9,0.005642243801898264,-0.07154420421155731,0.9,0.02354146160522731,-0.049626644736927,0.6428831056071395,0.005642243801898264,-0.052871545672988754,0.6809493352098657,0.005642243801898264
2000-12-31,0.00413888078760916,0.9,0.005642243801898264,0.004442413648715212,0.544968911320785,0.0015728313719181577,0.004358702175319471,0.6428831056071395,0.005642243801898264,0.004326157556126206,0.6809493352098657,0.005642243801898264
2001-01-31,0.03158876634754241,0.9,0.005642243801898264,0.019642160590953302,0.5080286018321094,0.00028080815086009483,0.022621895308487835,0.6057945118486198,0.004177669754701224,0.02169818251716504,0.575487242847074,0.0023537938262238518
2001-02-28,-0.08265745074462602,0.9,0.005642243801898264,-0.07934499520398351,0.8656142983274482,0.012787715369161333,-0.06048764753318744,0.6698612917171884,0.006707572713382086,-0.06701268948888373,0.737595980782913,0.007408562448563446
2001-03-31,-0.05742591429155182,0.9,0.005642243801898264,-0.037335635350362315,0.6036309780733082,0.0036245941613650976,-0.043363419826962804,0.6925520226712689,0.007603596323326662,-0.041574397184314216,0.6661606075814854,0.005181111371085991
2001-04-30,0.06946208575003095,0.9,0.005642243801898264,0.06926874336305118,0.8973703030645376,0.013898412493692123,0.06428843672495312,0.8296319384541927,0.01301668068977041,0.0610425238547826,0.7854834862663191,0.008901759318774363
2001-05-31,0.004883679069357977,0.9,0.005642243801898264,0.004883679069357977,0.9,0.018157869283662392,0.004883679069357977,0.9,0.023548128376818953,0.004883679069357977,0.9,0.016866163726840216
2001-06-30,-0.022227724846448187,0.9,0.005642243801898264,-0.01938990272087244,0.7989275261459057,0.010455280709338703,-0.020617430025126057,0.8426473985953422,0.013530642077984982,-0.020958467870394563,0.8547938747217007,0.01106295051196652
2001-07-31,-0.009371116728466767,0.9,0.005642243801898264,-0.0029739727412002965,0.4327185258104218,-0.0023532349404544847,-0.0018245315916915134,0.3487572212179738,-0.005972355006833767,-0.0017222973017857978,0.3412894840848159,-0.004948807486249886
2001-08-31,-0.05741671378818784,0.9,0.005642243801898264,-0.05741671378818784,0.9,0.014908152431352427,-0.047313556729233444,0.7490189416587494,0.009833391947628122,-0.04574340437982654,0.7255546658796901,0.00703309804411776
2001-09-30,-0.07335105065368118,0.9,0.005642243801898264,-0.03422866173014149,0.4327185258104218,-0.0023532349404544843,-0.04472208711842105,0.5580529805728017,0.002292426864791245,-0.04004578024658818,0.5021987337091055,6.855947620828216e-05
