date,value,pct_change_mom,pct_change_yoy,zscore_value,zscore_pct_change_mom,zscore_pct_change_yoy,minmax_value,minmax_pct_change_mom,minmax_pct_change_yoy
2004-03-12,-0.81803,-0.1793776693105542,13.333518059269323,-0.818030074580565,0.008889389880423936,-0.006881424027029366,0.04513360298098666,0.5589511730532309,0.13322356259332577
2004-03-19,-0.81387,-0.5085388066452423,11.783045819140758,-0.8138700744322057,0.005763267101082959,-0.007489671938146227,0.045796044460014666,0.5588957661086777,0.13321324660589387
2004-03-26,-0.80729,-0.8084829272488325,9.385924500691022,-0.8072900741975412,0.002914625382498561,-0.008430059000167958,0.04684384853020799,0.5588452771980066,0.13319729748229536
2004-04-02,-0.79886,-1.0442344139033,6.340268626119849,-0.7988600738968996,0.0006756366043528946,-0.009624865186143337,0.04818624796968057,0.5588055936872034,0.13317703336733042
2004-04-09,-0.78786,-1.3769621710938096,2.9761204564168864,-0.7878600735046033,-0.0024843592247254117,-0.010944615417040582,0.04993789611134113,0.5587495863816532,0.1331546501802346
2004-04-16,-0.7744,-1.7084253547584582,-0.5164307186351857,-0.7744000730245753,-0.005632345093766042,-0.012314737952428906,0.052081276473773065,0.5586937919388844,0.13313141267033626
2004-04-23,-0.75914,-1.9705578512396627,-3.987757218561472,-0.7591400724803534,-0.008121880690497785,-0.013676534079916935,0.05451129016847671,0.5586496677727822,0.13310831637772397
2004-04-30,-0.74367,-2.0378322839001983,-7.109756554541025,-0.7436700719286422,-0.008760802217231672,-0.01490128969015626,0.05697474441861206,0.5586383436207562,0.13308754431545883
2004-05-07,-0.72872,-2.0103002675918136,-9.952302103155963,-0.7287200713954759,-0.008499324012241405,-0.01601641600293449,0.059355393483868917,0.5586429780223546,0.13306863158461776
2004-05-14,-0.71603,-1.7414095949061292,-12.182348901098894,-0.7160300709429087,-0.00594560438470124,-0.016891259983649144,0.0613761584763846,0.558688239776865,0.13305379408276205
2004-05-21,-0.70597,-1.404969065541961,-13.784133652484009,-0.7059700705841359,-0.00275034746204257,-0.017519637715202756,0.06297812032230327,0.558744872044899,0.13304313669017148
2004-05-28,-0.69885,-1.0085414394379377,-14.722391702257475,-0.6988500703302132,0.0010146213989799425,-0.0178877149268373,0.06411191439217812,0.5588116018043011,0.13303689403841748
2004-06-04,-0.69407,-0.6839808256421276,-15.153478478784411,-0.6940700701597425,0.004097051895725732,-0.01805682961625017,0.0648730851300997,0.5588662343532051,0.13303402582468646
2004-06-11,-0.69141,-0.3832466465918394,-15.046629068524464,-0.6914100700648782,0.006953196990095109,-0.018014912754462757,0.06529666549890126,0.5589168562526153,0.13303473674175084
2004-06-18,-0.69001,-0.20248477748369131,-14.527617089273981,-0.6900100700149496,0.008669936096147784,-0.017811305141212257,0.06551960253511259,0.5589472834863407,0.13303818996130315
2004-06-25,-0.69041,0.05797017434530094,-13.57559522319306,-0.6904100700292148,0.011143539646365452,-0.017437828405289995,0.06545590623905222,0.5589911252751724,0.13304452418990217
2004-07-02,-0.69174,0.192639156443275,-12.200137080191908,-0.6917400700766472,0.012422523477859139,-0.01689823825936145,0.06524411605465143,0.559013793798208,0.1330536757300259
2004-07-09,-0.69372,0.2862347124642284,-10.418388429752067,-0.6937200701472604,0.013311423066952132,-0.01619926096282149,0.06492881938915253,0.5590295485249807,0.1330655305031776
2004-07-16,-0.69551,0.25802917603643394,-8.381853149616681,-0.6955100702110977,0.013043548278802991,-0.01540033125740772,0.06464377846428232,0.5590248007512745,0.1330790804860865
2004-07-23,-0.69754,0.29187215137094213,-6.203020156789973,-0.6975400702834943,0.013364963185102538,-0.014545578374860495,0.06432051976177586,0.5590304974622321,0.13309357723951973
2004-07-30,-0.69962,0.2981907847578569,-3.993303326380504,-0.6996200703576739,0.01342497277166881,-0.01367870980961299,0.06398929902226186,0.5590315610633988,0.1331082794769804
2004-08-06,-0.70083,0.17295103055943173,-2.122816083125023,-0.7008300704008265,0.01223554059371193,-0.012944920497534405,0.06379661772667922,0.5590104797408195,0.13312072466780261
2004-08-13,-0.70265,0.25969207939158245,-0.4702749408615037,-0.7026500704657337,0.013059341273384508,-0.012296631110725962,0.06350679957960445,0.5590250806640088,0.13313171976543356
2004-08-20,-0.70395,0.18501387604070718,0.7297703369821829,-0.7039500705120959,0.012350104349166276,-0.011825855166079865,0.06329978661740822,0.5590125102521252,0.13313970420506652
2004-08-27,-0.705,0.14915832090347525,1.5747691155070909,-0.7050000705495424,0.012009575486652211,-0.011494363425285165,0.06313258384024971,0.5590064747681932,0.1331453263610482
2004-09-03,-0.70471,-0.041134751773053146,1.9236053860950841,-0.7047100705392,0.010202316239519353,-0.01135751548475748,0.06317876365489349,0.5589744431686793,0.13314764732526158
2004-09-10,-0.70458,-0.01844730456499466,2.111563600527533,-0.7045800705345638,0.010417784402305815,-0.011283779761958396,0.0631994649511131,0.5589782620949951,0.1331488978955895
2004-09-17,-0.70424,-0.048255698430266225,2.0031575440680127,-0.7042400705224383,0.010134686890150109,-0.011326307293691858,0.06325360680276443,0.5589732445159471,0.13314817662145959
2004-09-24,-0.70362,-0.08803816880608162,1.7174082747853259,-0.7036200705003272,0.00975686316567488,-0.011438406299172893,0.06335233606165802,0.5589665480233169,0.13314627540336982
2004-10-01,-0.70283,-0.11227651289048568,1.3132099406100384,-0.7028300704721531,0.009526665760873972,-0.011596972693382343,0.06347813624637728,0.5589624680380623,0.13314358609050925
2004-10-08,-0.70273,-0.014228191739107388,1.038087159063128,-0.7027300704685867,0.010457854335288836,-0.011704902943821843,0.06349406032039238,0.5589789722886477,0.13314175557521
2004-10-15,-0.70344,0.1010345367353116,0.8458296298420098,-0.7034400704939077,0.011552532291534016,-0.011780325281299835,0.0633809993948852,0.5589983742012105,0.13314047639961185
2004-10-22,-0.706,0.3639258501080489,0.9119236156770683,-0.7060000705852056,0.014049274555459759,-0.0117543967107772,0.06297334310009875,0.5590426260972317,0.13314091615255264
