horizon,model1,model2,dm_statistic,p_value,mean_loss_diff,n_obs
1,TVP-VAR,Static VAR,0.1239915137373035,0.901321994268695,0.03849671474207678,301
3,TVP-VAR,Static VAR,-0.1310531439241943,0.8957332671146869,-0.0415458382210996,301
6,TVP-VAR,Static VAR,-2.2985883190384904,0.021528327475199394,-0.26478126425462706,301
