combination,K,regime,variable,coefficient,t_statistic,p_value,n_observations
2vars_market_volatility_monetary_policy,6,0,vix,-0.03835402485710376,-4.574748564199711,2.929596378997701e-05,356.0
2vars_market_volatility_monetary_policy,6,1,vix,-0.03586551121749797,-3.572488516360606,0.0008642371869909127,356.0
2vars_market_volatility_monetary_policy,6,2,vix,-0.03641180407669366,-3.249882147606314,0.002665593810355027,356.0
2vars_market_volatility_monetary_policy,6,3,vix,-0.03480193792828854,-3.8508896167826943,0.0003558402366401481,356.0
2vars_market_volatility_monetary_policy,6,4,vix,-0.03633162931155714,-3.1895635031602,0.003309724152301907,356.0
2vars_market_volatility_monetary_policy,6,5,vix,-0.0379571530151521,-4.487205294951829,3.934281257267358e-05,356.0
all_4vars,2,0,PCE_price_index,-0.5013765358320857,-2.082465812768705,0.039290781013866516,356.0
all_4vars,2,0,cpi,0.5846583241762792,2.4526190400248598,0.01552874004649274,356.0
all_4vars,2,0,export_price_index,0.07872553110415083,2.7199151509333777,0.007437396692649312,356.0
all_4vars,2,0,nat_fin_condition_indx,0.01437479962323889,3.11756610543029,0.0022522907291275818,356.0
all_4vars,2,0,vix,-0.038575180697199805,-7.285532863955048,2.9100277743054903e-11,356.0
all_4vars,2,1,10y_treasury_const_maturity_rate,-0.02482980751271988,-2.4622662426314257,0.014669832294198049,356.0
all_4vars,2,1,cpi,0.45614599765116576,2.111578505649411,0.035989817561201454,356.0
all_4vars,2,1,export_price_index,0.08056810724240157,3.486294659073707,0.0006044058291096999,356.0
all_4vars,2,1,nat_fin_condition_indx,0.013744467588893364,2.85728660975782,0.004734117556593143,356.0
all_4vars,2,1,vix,-0.035026656980958366,-7.490747574637165,2.2875035199376725e-12,356.0
all_4vars,3,0,cpi,0.5322261258910768,2.0307707884428163,0.044592394921907585,356.0
all_4vars,3,0,export_price_index,0.06945355124238321,2.596966541479083,0.010637527529550717,356.0
all_4vars,3,0,nat_fin_condition_indx,0.012379915844708421,2.158967884612758,0.03293720036824621,356.0
all_4vars,3,0,vix,-0.0349967370582567,-6.248386993197487,7.287542791445389e-09,356.0
all_4vars,3,1,export_price_index,0.08947985430284426,2.4457408752719942,0.01627405087658773,356.0
all_4vars,3,1,nat_fin_condition_indx,0.01583960166451122,2.362456048068706,0.020168838439366787,356.0
all_4vars,3,1,vix,-0.03793035163116144,-5.474767403093573,3.489179571936063e-07,356.0
all_4vars,3,2,cpi,0.5775167212526696,2.1127571039277924,0.0371831022093585,356.0
all_4vars,3,2,export_price_index,0.07697860224034375,2.313786514613796,0.02278530285745739,356.0
all_4vars,3,2,nat_fin_condition_indx,0.01388946724113999,2.5813966740725003,0.011333218179876425,356.0
all_4vars,3,2,vix,-0.03792491681692607,-6.112141109261625,2.040612478992898e-08,356.0
all_4vars,4,0,vix,-0.03918796773051592,-4.555474497004792,3.0004753792001182e-05,356.0
all_4vars,4,1,export_price_index,0.08430844489276666,2.1672442659131566,0.033568096400783176,356.0
all_4vars,4,1,nat_fin_condition_indx,0.01450984704580777,2.010612875476775,0.04816103166438168,356.0
all_4vars,4,1,vix,-0.036987508860454404,-5.1400486506562055,2.318268041312521e-06,356.0
all_4vars,4,2,export_price_index,0.08433900027295843,2.5503081501047156,0.012456567623833736,356.0
all_4vars,4,2,vix,-0.03329104504059818,-4.7648432589282415,7.231080196845596e-06,356.0
all_4vars,4,3,export_price_index,0.07706804359963225,2.0567244880371223,0.043108128051172256,356.0
all_4vars,4,3,nat_fin_condition_indx,0.013825909481701931,2.231463286920576,0.02856639497924185,356.0
all_4vars,4,3,vix,-0.03794147737184518,-5.4092969597054505,6.925613222907856e-07,356.0
all_4vars,5,0,vix,-0.03707294038741763,-4.6602322260602955,1.8788628267873975e-05,356.0
all_4vars,5,1,vix,-0.03740179643255505,-4.90638671113346,7.1290487224651145e-06,356.0
all_4vars,5,2,vix,-0.039810087415239934,-4.129962050580342,0.0001569463493060752,356.0
all_4vars,5,3,export_price_index,0.08417285753886589,2.314208052980728,0.02342729463773452,356.0
all_4vars,5,3,vix,-0.03335944862492757,-4.3392202246162945,4.450130706779021e-05,356.0
all_4vars,5,4,vix,-0.03643682597638067,-3.546517590556506,0.001071905453621902,356.0
all_4vars,6,0,vix,-0.03839307195378122,-4.5596377340248635,3.1186681124228954e-05,356.0
all_4vars,6,1,vix,-0.037860650068878184,-4.507183892759598,3.676972300792336e-05,356.0
all_4vars,6,2,vix,-0.03631304011492643,-3.188421532119453,0.0033216474464334844,356.0
all_4vars,6,3,vix,-0.03593269140592048,-3.6324310290672432,0.0006895031900018278,356.0
all_4vars,6,4,vix,-0.036380365465639386,-3.1981519089853068,0.0032225962042193856,356.0
all_4vars,6,5,vix,-0.03476368809198995,-3.8480349804633445,0.00035837271170802154,356.0
