combination,K,regime,variable,coefficient,t_statistic,p_value,n_observations
2vars_inflation_market_volatility,4,2,vix,-0.03910252269595524,-5.280858556286129,1.1742809944426114e-06,356.0
2vars_inflation_market_volatility,4,3,vix,-0.03818221662866213,-4.594052007728781,2.520124052307615e-05,356.0
2vars_inflation_market_volatility,5,0,vix,-0.03790139962697219,-4.304410634755307,7.373275116218103e-05,356.0
2vars_inflation_market_volatility,5,1,export_price_index,0.06872976464006868,2.0885399171249532,0.04014865172513926,356.0
2vars_inflation_market_volatility,5,1,vix,-0.034684170488455235,-5.071040086823462,2.780287417181171e-06,356.0
2vars_inflation_market_volatility,5,2,vix,-0.03896289921276463,-3.9899166739395535,0.0002744735201094528,356.0
2vars_inflation_market_volatility,5,3,export_price_index,0.08519220403589059,2.036799694511822,0.04593678807055479,356.0
2vars_inflation_market_volatility,5,3,vix,-0.03822271967383237,-4.605666006821625,2.0888245037431474e-05,356.0
2vars_inflation_market_volatility,5,4,vix,-0.036078521368220144,-3.787321315524745,0.00043391963434036285,356.0
2vars_inflation_market_volatility,6,0,vix,-0.03604244042630244,-3.4044850037194334,0.0016697922732824555,356.0
2vars_inflation_market_volatility,6,1,vix,-0.03627912613324278,-3.633165849931694,0.0007515426640574141,356.0
2vars_inflation_market_volatility,6,2,vix,-0.03948505935448402,-4.0856247344636625,0.00019171775233406407,356.0
2vars_inflation_market_volatility,6,3,vix,-0.03819051473539971,-3.6494137044412622,0.0008409161369080653,356.0
2vars_inflation_market_volatility,6,4,vix,-0.03485070419463536,-4.690089902421003,1.5178060294385176e-05,356.0
2vars_inflation_market_volatility,6,5,vix,-0.0364275515239064,-3.5877331355251303,0.0008650653600739133,356.0
2vars_inflation_monetary_policy,2,0,10y_treasury_const_maturity_rate,-0.02456217222259212,-2.4391469927664327,0.01560920752944317,356.0
2vars_inflation_monetary_policy,2,0,cpi,0.45617447023759394,2.1185059689354717,0.035387641804264014,356.0
2vars_inflation_monetary_policy,2,0,export_price_index,0.08201092243980061,3.5723375498009906,0.0004449317620294213,356.0
2vars_inflation_monetary_policy,2,0,nat_fin_condition_indx,0.014053656115239583,2.9500325180055516,0.0035630374813546695,356.0
2vars_inflation_monetary_policy,2,0,vix,-0.035489100192977456,-7.726396513311158,5.540012892879531e-13,356.0
2vars_inflation_monetary_policy,2,1,PCE_price_index,-0.4883839449789576,-2.022156479279865,0.045255078140614025,356.0
