combination,K,regime,avg_weight,r_squared,10y_2y_spread,10y_treasury_const_maturity_rate,PCE_price_index,PPI_inflation,cpi,export_price_index,fed_reserve_discount_rate,fedfunds,import_price_index,m2_real_money_supply,nat_fin_condition_indx,retail_sales,tot_business_inventories,unemployment,vix
2vars_growth_monetary_policy,2,0,0.4169191797223434,0.3898991683151583,0.010143252265267,-0.0238145150569527,-0.5323983416686332,-0.1141646653995482,0.6094960413624129,0.0802210395425625,0.0140170364466467,0.0186932845393402,-0.0164257009776599,0.0434708539673193,0.0139970091955357,-0.0448488472039191,-0.0233833659687866,0.0133637668615966,-0.0380192405455123
2vars_growth_monetary_policy,2,1,0.5830808202776567,0.3148308524999957,0.0008795014900304,-0.0260215000256149,-0.3584127690293464,-0.0918663682520656,0.4321765096790199,0.0787625208798969,0.002855933152362,0.0181585336708412,-0.0272923250847786,0.0246944265739657,0.0140761128691141,-0.0263455261573193,-0.0413625862206171,0.0102570884907823,-0.0352522423026734
2vars_growth_monetary_policy,3,0,0.4588983295246755,0.3150552790323859,0.000851874087878,-0.0261443360108801,-0.3556522479594097,-0.0921674334865057,0.4298069829116391,0.0785767405582976,0.0027644095909715,0.0182087156542096,-0.0270594898713552,0.0247316923568554,0.0141115872663804,-0.0264283254878513,-0.0415591545009916,0.0101894368136431,-0.0352806994955059
2vars_growth_monetary_policy,3,1,0.328042771212172,0.3768802939885538,0.0104807527356521,-0.0244774808727623,-0.4951273343138151,-0.1186739747100052,0.5749864234327325,0.0804769868572832,0.0122069773116468,0.0200374594425885,-0.0135116624543584,0.041921180246011,0.0142754673693467,-0.0378091604613852,-0.030993293761215,0.0117336141249395,-0.0378911819924315
2vars_growth_monetary_policy,3,2,0.2130588992631524,0.3671989850837636,0.0040166430875034,-0.0234806314278822,-0.4771462384337403,-0.0997580537457677,0.5512592168806429,0.0781598047844417,0.0085155026021675,0.0179946964727982,-0.024140263383064,0.0326189844403253,0.0132557752857122,-0.0398967271194769,-0.0239905625501033,0.0148746531522889,-0.0363764956528682
2vars_growth_monetary_policy,4,0,0.2600297983752546,0.354120591829257,0.0102808484680335,-0.0266136135746367,-0.4437340171433087,-0.1205897600175999,0.538198524281852,0.077075828148127,0.0095191169005389,0.0226392048433188,-0.0105258220689105,0.0454727176228783,0.0141494665121984,-0.0465265612095456,-0.0390341779512613,0.008749829576072,-0.0379064666993842
2vars_growth_monetary_policy,4,1,0.2614591345339293,0.3960403228401081,0.0099155641395614,-0.0297352509773838,-0.4855996133277814,-0.0824037201434307,0.5420787994147381,0.0724048473840053,0.0050735569809222,0.0300678847789434,-0.0257311159516867,0.031298872272799,0.014270598489745,-0.0288583030575567,-0.0268753183977875,0.0143864504869996,-0.0386704595149753
2vars_growth_monetary_policy,4,2,0.3025529773515316,0.2886644922795627,-0.0020086233160011,-0.0211055026419535,-0.3367558248061904,-0.1005925818793577,0.4174215003074982,0.0836370737585795,0.0059480180007861,0.0102029501593982,-0.0291451410277014,0.0229066568946772,0.0134454875609325,-0.0258130771472396,-0.0400371384392353,0.0109338813137188,-0.033200947007851
2vars_growth_monetary_policy,4,3,0.1759580897392843,0.3669938840043085,0.004015724201782,-0.0235352538236526,-0.4728345116087892,-0.0995896638086377,0.5468921063125927,0.0779617799500835,0.0082387529007352,0.0182948728555317,-0.0241877849682921,0.0322681692928151,0.0132630817444155,-0.0394194221738276,-0.0240265380781701,0.0149302268243741,-0.0363770020663152
2vars_growth_monetary_policy,5,0,0.2318854914044539,0.2879171418009376,-0.0015455007447423,-0.0239598697159105,-0.3372911552318013,-0.0910866190147212,0.4148818352127589,0.0776940381586284,0.00189851834382,0.0147906271886353,-0.0296014246379153,0.0214228966065217,0.0126634496138466,-0.025751861592782,-0.0414611447622305,0.0103329992751645,-0.0332252988388069
2vars_growth_monetary_policy,5,1,0.1554886956065477,0.434541022345793,0.0040066203840635,-0.0256859711152934,-0.4560868359300662,-0.1015170635490875,0.5259622313658456,0.079510815501012,0.0034877713161422,0.022766802876676,-0.0240669592311668,0.0267174619441009,0.0137999825811882,-0.0262194286420034,-0.0294129147998711,0.0146754877455674,-0.0383602414069779
2vars_growth_monetary_policy,5,2,0.1499601442390676,0.367224113682903,0.0038740635740048,-0.0233875465666927,-0.4778477433889869,-0.0997410942931705,0.5520664343700614,0.0782775529639121,0.0086901306641093,0.0176261070677982,-0.0241478123798155,0.0328127911525054,0.0132654338047978,-0.0401341610361457,-0.024206403463275,0.0148321210856447,-0.0363743589536022
2vars_growth_monetary_policy,5,3,0.2215417111066183,0.3542296410176258,0.0101736973278317,-0.0264846704423812,-0.4474351044213985,-0.1204956795523048,0.5419216381406836,0.0772403806844636,0.0098699185486499,0.0221419961548247,-0.0105667243393145,0.0458337304742623,0.0141354521895909,-0.0470186767738535,-0.0391151797507483,0.008712610321095,-0.0378960266277058
2vars_growth_monetary_policy,5,4,0.2411239576433123,0.3231697427434175,0.0074747191458631,-0.024128653128317,-0.4430296032979202,-0.1001383563169898,0.5100149883658048,0.0797344197600185,0.0102018805919564,0.0192274953860839,-0.0222108334428121,0.0304282153679812,0.015408697704798,-0.0238058145370903,-0.0323628860263893,0.0134345729132481,-0.0369266937558057
2vars_growth_monetary_policy,6,0,0.2238483485578979,0.2892586005756604,-0.0022331097601354,-0.0210182462037507,-0.3342748738090992,-0.1004732099079306,0.4147510530744308,0.083547054398754,0.0061272937677633,0.009719690266984,-0.0291758447241774,0.0227182410137825,0.0134715835773541,-0.0254616247301073,-0.0401688304244671,0.0109855540448326,-0.0332219992549379
2vars_growth_monetary_policy,6,1,0.1617433855253701,0.341018719923752,0.008347742137573,-0.0309471716638632,-0.3598770413733563,-0.0775686704036792,0.4276176005616167,0.0646299895176966,-0.003792486770255,0.03718325486097,-0.0231270086992555,0.0311696855941013,0.0161285961481998,-0.0318356407300839,-0.0356283952635259,0.0115276433830171,-0.0390133192537557
2vars_growth_monetary_policy,6,2,0.1310300681872964,0.3872534095178115,0.0047025531509214,-0.0242590647510762,-0.4392255098971967,-0.1064001039363422,0.509432907624818,0.0817845752650579,0.0066174149097957,0.0194479401462793,-0.0238733686587647,0.0262887462599004,0.0138197710209462,-0.0236586837032547,-0.0285631773931684,0.0146276530880279,-0.0371620458817495
2vars_growth_monetary_policy,6,3,0.1304047173052119,0.3668863015449015,0.0040150193198272,-0.0235619698656397,-0.474581689097923,-0.0995430769142481,0.5488889079104066,0.0779595963916923,0.0081785556362871,0.0183604121871671,-0.0241937698313845,0.0323972979532241,0.0132471672457275,-0.0396975088548472,-0.0241825253045124,0.0148818952509748,-0.0363876951101024
2vars_growth_monetary_policy,6,4,0.192591252722876,0.3540902384748233,0.010288711084276,-0.0266034289741109,-0.444388780604286,-0.1208535644472879,0.5389307079178255,0.0771099478244615,0.0095140773504998,0.0225916840089506,-0.0104677219512551,0.0454229308007557,0.0141471110328887,-0.0465026572125003,-0.0389343606165337,0.0087378777434763,-0.0379090950298003
2vars_growth_monetary_policy,6,5,0.1603822277013475,0.3844943218172783,0.0059431405131293,-0.0242197100168661,-0.5488266628650756,-0.1041405704864101,0.6209486512045438,0.0856754808734668,0.0131425066688071,0.0155032889583434,-0.0255391661025552,0.0349395127030837,0.0119883864295059,-0.0371593287148033,-0.028967818913042,0.0142485825073971,-0.0360240565622054
