model_label,percentile,normal_n,extreme_n,normal_mean,extreme_mean,mean_diff,normal_std,extreme_std,normal_p5,extreme_p5,normal_p95,extreme_p95
Macro + Sentiment - Isolation Forest,99,423,5,0.005525501229873473,-0.0030763589096824808,-0.008601860139555953,0.04168351326672855,0.09107099156533555,-0.07108370483392662,-0.11734241357504406,0.06943445767387756,0.10986522628040524
Macro + Sentiment - Isolation Forest,95,406,17,0.0064460019663414685,-0.016458222241068063,-0.02290422420740953,0.03985960255601205,0.0691805934221672,-0.0628888420304427,-0.12307816962130032,0.06898857082255952,0.07597263729028625
Macro + Sentiment - Isolation Forest,90,385,21,0.006048957431070077,0.01372515177965032,0.007676194348580243,0.03947235528708666,0.04578353001724525,-0.0628995082406241,-0.0475844910501471,0.06835062041117444,0.0800833612692397
Macro + Sentiment - Isolation Forest,80,342,43,0.006331992926523415,0.003797837909092354,-0.002534155017431061,0.037789807398084414,0.050855619850335855,-0.0618478241078576,-0.09142898006914764,0.06646027744234112,0.07586100512141888
