rmse,mae,mean_error,std_error,n_forecasts,horizon,variable
1.4637141488810155,0.6937240019285074,0.10997103680114058,1.459577158186356,132,1,growth_factor
1.4326558681670842,0.6671147526598138,0.13662601678275157,1.426126280569733,130,3,growth_factor
1.4152401896477065,0.6417663719956133,0.049489305604517995,1.4143746331947769,127,6,growth_factor
