rmse,mae,mean_error,std_error,n_forecasts,horizon,variable
0.9779567544934487,0.3155410124678125,-0.03258338749419008,0.9774138000451819,149,1,growth
1.2988302740036164,0.5715260956903955,-0.08765081878766703,1.2958693663460685,147,3,growth
1.419072925939088,0.666744701808872,-0.08430464735096084,1.4165665164644952,144,6,growth
