rmse,mae,mean_error,std_error,n_forecasts,horizon,variable
0.1894543931991383,0.13615790808453487,-0.037627448422148276,0.1856802149602705,151,1,inflation
0.19514115829570589,0.146474656784853,-0.010275887790437518,0.19487041281607653,149,3,inflation
0.2460603943443162,0.16876344779503794,-0.038566849448665945,0.24301916753310704,146,6,inflation
