rmse,mae,mean_error,std_error,n_forecasts,horizon,variable
0.9616936277385317,0.3048808270003225,-0.026982290110357132,0.9613150314300188,151,1,growth
1.3010501861381447,0.5687968889102122,-0.09895186280679467,1.2972818181479178,149,3,growth
1.40874516722436,0.6653145741835845,-0.08408828675186863,1.4062333043308017,146,6,growth
