variable,0,1,2,3
10y_2y_spread,-0.00492493443723596,-0.0006446568485646206,0.0021639841673635747,0.0030542404145769385
10y_treasury_const_maturity_rate,-2.304980149555211e-05,-0.0005704000926815899,-0.005279931670573804,-0.0036901882474552577
PCE_price_index,-0.0015204792395010428,0.0022602080349615264,0.003238415430093902,0.0020412850435674824
PPI_inflation,-0.002519548323978933,0.0006619266925927397,0.002753150063304384,0.0008274776820528144
cpi,-0.0016089416600124943,0.0017431324247316055,0.003040378876191491,0.0020475919494959056
fed_reserve_discount_rate,0.004731053379554557,-0.0031237830804195783,-0.005083568477288301,-0.005694588673128885
fedfunds,0.005056879686268688,0.0011730276268832262,-0.005615305401163788,-0.00468576136947119
gdp,-0.01622821102712511,-0.003551637928810832,0.012556621530861754,0.0031852782522234385
industrial_production,-0.0008531274628640014,-0.00020072224632366288,-0.001641634076459179,-0.0021917885275160517
m2_real_money_supply,-0.001512630459214561,0.001388743583704252,0.00539594832667851,0.0030562319049535175
nat_fin_condition_indx,-0.0047317236145933955,0.0022962372322673803,-0.0027408436114687296,-0.004136889137418229
real_gdp,-0.01534723620411976,-0.004042989289029677,0.011513900792026306,0.0030764674472318594
retail_sales,-0.001709931979125634,0.001660289404161613,0.002843349457028088,0.0014443411515843293
tot_business_inventories,-0.001300894962040798,0.0013276740885035498,0.003077885770169753,0.0009351764865816022
unemployment,-0.0015037363683768885,0.0004852606472992937,0.008647162679404649,0.005333574232147147
