variable,0,1,2,3
10y_2y_spread,0.002530904047980101,-0.0063358533431196245,0.0005119581682842113,-0.0023879720895457804
10y_treasury_const_maturity_rate,0.0005093775402021722,0.00513296293586417,-0.006435456565948585,-0.004555579775672578
PCE_price_index,-0.0022516029736514777,0.0028985939350345486,0.0058886299353284235,0.0010348036576783304
PPI_inflation,-0.001634417066685287,0.0013725810668970854,0.004654492518406271,-0.0004117048223302067
cpi,-0.002426445031468671,0.0028263277764592233,0.005921216114799112,0.0009490980434912116
fed_reserve_discount_rate,-0.0009550767013514037,0.00382692219250717,-0.007636492250170232,-0.0020418492485307334
fedfunds,-0.00014482059899949227,0.00868337874896012,-0.007494718669828532,-0.0025239925954340936
gdp,-0.002549588635268974,0.011712797316658878,0.010608608274505488,0.00012187517292955514
industrial_production,-0.004422878919645952,-0.0028762463566542194,0.002117113610273602,0.00045218922128173
m2_real_money_supply,-0.002332928378816497,0.0023448754371314844,0.007065066746284713,0.0019809764089257337
nat_fin_condition_indx,-0.003951853224385177,-0.005285249402832963,-0.004938727172866229,0.003829021635999749
real_gdp,-0.003292909668057787,0.009461860938202112,0.010050830556489466,0.00019250044960769427
retail_sales,-0.0032280972744518394,0.0036617189694704727,0.0051168827723212995,0.0008840884398480027
tot_business_inventories,-0.0023775286902984467,0.0038174527793263255,0.005354446185363442,0.0007033319676003437
unemployment,0.006092474099356765,0.000368405984180759,0.0032469414883420575,0.002871161944446744
