variable,0,1,2,3
10y_2y_spread,0.27558327393403276,0.5963207676340192,-0.05843408537181998,0.375788664933334
10y_treasury_const_maturity_rate,0.14006784879636314,-1.1587398732157077,-0.5906661885965849,-0.5874834198389017
PCE_price_index,0.4626906681547932,1.197764952020805,0.7773021614608433,-0.05510077190598763
PPI_inflation,0.7159617649427106,1.151067611199987,0.949261347193736,-0.11821319165108006
cpi,0.4701654734133781,1.2001551349245123,0.7540978143176006,-0.07604521115842795
fed_reserve_discount_rate,-0.01801355337224732,-2.909655701000824,-0.5318168931509469,-1.2665208258996852
fedfunds,-0.35984005757877713,-1.5813708740842995,-0.4615423725348271,-1.1711828573771867
gdp,0.14499594535958749,1.4435928931488569,0.6835516176329052,0.773376095322093
industrial_production,-0.5016605348103956,0.5104979768942136,0.26084127696810355,-1.020627020819234
m2_real_money_supply,0.3927699382077233,1.3859328385102507,0.5807060706689082,-0.28672637348118174
nat_fin_condition_indx,-0.5446554583506222,1.1992593627023924,-0.2229851765885896,0.2651929129701263
real_gdp,-0.06896550834903988,1.3847064508494356,0.6443293939779849,0.5715968895571827
retail_sales,0.5924351985057795,1.0129781670910676,0.5045549724269031,-0.5600477571959279
tot_business_inventories,0.6078969724218377,0.8488059373968202,0.8901300664417237,-0.21460478968191862
unemployment,0.6959728504008383,0.37857430709965645,-0.36762295382032945,1.2581084572916987
