state,n_obs,mean,std,min,max,median,skewness,kurtosis,p5,p25,p75,p95,p1,p99
normal,387,0.006830395370229286,0.03784295777582604,-0.1500059183373461,0.1080951685482503,0.010478343225972,-0.41930945279686405,0.6699703094381753,-0.06238896891048692,-0.01732489945924895,0.0312265269143919,0.06556520162359833,-0.09200640228274257,0.08768581199501921
extreme,44,-0.006528204877107799,0.07126082500285989,-0.1700235138744236,0.1267290173024282,0.0008569435665449999,-0.22683360788334767,-0.7420518428979763,-0.11116363863353551,-0.07509555466369723,0.047418477061832026,0.09250672294609133,-0.15082563649110106,0.11854996216113944
