percentile,normal_n,extreme_n,normal_mean,extreme_mean,mean_diff,normal_std,extreme_std,normal_p5,extreme_p5,normal_p95,extreme_p95
99,426,5,0.005556280320799904,-0.0021706845949537824,-0.007726964915753687,0.04160614406844723,0.08995994055159622,-0.0705983764107603,-0.11529933653343775,0.06937914850353415,0.11238132921110407
95,409,17,0.0067407446079765865,-0.02294053694127441,-0.029681281549250996,0.03880089338381229,0.07944811539239621,-0.06269360011007799,-0.12212779669071903,0.0668997729786525,0.08971439119798175
90,387,22,0.007132732381524839,-0.00015467668125854837,-0.007287409062783387,0.03729827640695999,0.05887905539101164,-0.06171476360750663,-0.09153701549230012,0.06556520162359833,0.09255878530920109
80,344,43,0.006309589538500317,0.013717875125721002,0.007408285587220685,0.03654858500185858,0.042252522565920575,-0.06179459990771721,-0.05782570701137072,0.058470540602265364,0.08448643773758947
