variable,0,1,2,3
10y_2y_spread,0.5307675846851678,-1.0731440409001418,-0.9943225360509407,0.13863001222770535
10y_treasury_const_maturity_rate,-0.31115900096919896,0.24630610232322048,0.24890446875063496,-1.4723769341442448
PCE_price_index,0.5051760966523918,0.22979043450662187,0.46404762667288196,1.4125209102124037
PPI_inflation,0.699303203460942,-0.03802456931364802,-0.12814278162900147,1.1510950722059232
cpi,0.4697761651811335,0.21767594206352364,0.4164194267352638,1.3660936924857954
fed_reserve_discount_rate,-0.8380908756162724,-0.42402515955115105,-0.7190884088327019,-2.534941052538382
fedfunds,-0.7382613950243352,0.672381195589429,-0.22735825337898133,-1.9489496309916436
gdp,1.441455784757016,0.45056204436678227,0.6937327134523921,2.1979255603035446
industrial_production,-0.282297763670829,-0.009505663488308789,-1.4779149654656347,-0.8787030789255178
m2_real_money_supply,0.48972973211233983,0.0020310965589456897,0.8093153759746877,1.5524403087845864
nat_fin_condition_indx,-2.4503963396470922,-1.5592276529360236,-3.8886472615008576,1.2896864253464813
real_gdp,1.0935488324077598,0.33433283806080155,0.4066202866044454,1.800541314997462
retail_sales,0.09135418597656418,0.0010424247430663185,0.4129461140662236,0.9991107272565113
tot_business_inventories,0.08790649381153193,0.07228731214363628,0.5159669666789787,1.505331441682272
unemployment,1.4989987672461191,0.34104015748440175,0.9194076505050702,2.783165549659625
