model_label,percentile,normal_n,extreme_n,normal_mean,extreme_mean,mean_diff,normal_std,extreme_std,normal_p5,extreme_p5,normal_p95,extreme_p95
Macro Only - Isolation Forest,99,423,5,0.0056352629585118,-0.012362201152484903,-0.017997464110996703,0.0417831820344762,0.08569211782988374,-0.07108370483392662,-0.11529933653343775,0.06943445767387756,0.10294157450983105
Macro Only - Isolation Forest,95,406,17,0.006943228776692945,-0.025602038346285008,-0.03254526712297795,0.03875165392766684,0.08099340749835815,-0.06270681839794438,-0.15400943744476162,0.06827665668027144,0.08971439119798175
Macro Only - Isolation Forest,90,385,21,0.006711524956010135,0.011191132155877807,0.004479607199867672,0.03767121119294662,0.05473988292198416,-0.06246247358228108,-0.0875389607339445,0.06634521565473486,0.084975668456295
Macro Only - Isolation Forest,80,342,43,0.006686004831282032,0.006914498971289473,0.0002284941400074415,0.0364759169757166,0.04608657751505853,-0.0618478241078576,-0.06218805128340883,0.06253679605502625,0.07975358036488701
