model_label,state,n_obs,mean,std,min,max,median,skewness,kurtosis,p5,p25,p75,p95,p1,p99
Macro + Sentiment - Isolation Forest,normal,385,0.006048957431070077,0.03952371816540161,-0.1500059183373461,0.1080951685482503,0.0089803533930508,-0.40060967310275064,0.6150753232892949,-0.0628995082406241,-0.0182900483622554,0.03125896127553,0.06835062041117444,-0.0939930261026565,0.09174445115048818
Macro + Sentiment - Isolation Forest,extreme,43,-0.00016147407613750794,0.06463388372739083,-0.1700235138744236,0.1267290173024282,0.0077918033394426,-0.5923941111606342,0.023225149865230055,-0.11034369513756426,-0.04282988490704015,0.043795320933269044,0.08470273548693262,-0.1512720987558295,0.11100503252367432
