state,n_obs,mean,std,min,max,median,skewness,kurtosis,p5,p25,p75,p95,p1,p99
normal,387,0.007132732381524839,0.03734655898562963,-0.1500059183373461,0.1080951685482503,0.0105417943701691,-0.4317108308791597,0.6553546308137634,-0.06171476360750663,-0.0171041355297298,0.03142271062129405,0.06556520162359833,-0.08926765180563874,0.08537583388851655
extreme,44,-0.00918739631736641,0.07302325823296377,-0.1700235138744236,0.1267290173024282,-0.00036729587231973436,-0.10042233726329906,-0.8547764130503683,-0.11116363863353551,-0.07745001711461068,0.047418477061832026,0.10542445245812207,-0.15082563649110106,0.11854996216113944
