model_label,state,n_obs,mean,std,min,max,median,skewness,kurtosis,p5,p25,p75,p95,p1,p99
Macro Only - Isolation Forest,normal,385,0.006711524956010135,0.037720230356419575,-0.1113418335580195,0.1080951685482503,0.0089803533930508,-0.29624140572804053,0.19719624923049306,-0.06246247358228108,-0.0175895457383469,0.0311940925532538,0.06634521565473486,-0.08936833837088388,0.08772314097898141
Macro Only - Isolation Forest,extreme,43,-0.006093764706414781,0.07304604135543624,-0.1700235138744236,0.1267290173024282,0.0077918033394426,-0.37835281320154535,-0.6361589734854989,-0.12385494540090174,-0.07520357626652766,0.043795320933269044,0.09293558904357323,-0.16161612374885106,0.11874017274582054
