regime1,regime2,mean1,mean2,mean_diff,t_statistic,p_value,significant
Low Growth / Low Inflation,Low Growth / High Inflation,-0.027551497230515268,0.013985714777238367,-0.041537212007753635,-3.51264492749557,0.0006314619056560316,True
Low Growth / Low Inflation,High Growth / High Inflation,-0.027551497230515268,0.006074634342270205,-0.033626131572785475,-3.1225668204997303,0.002055883861341191,True
Low Growth / Low Inflation,High Growth / High Inflation,-0.027551497230515268,0.0028127685828500453,-0.030364265813365314,-2.705950743730494,0.0076337835498422706,True
Low Growth / High Inflation,High Growth / High Inflation,0.013985714777238367,0.006074634342270205,0.007911080434968163,1.5991406591346842,0.1109051569387479,False
Low Growth / High Inflation,High Growth / High Inflation,0.013985714777238367,0.0028127685828500453,0.011172946194388321,2.1322470896890597,0.034070190881473394,True
High Growth / High Inflation,High Growth / High Inflation,0.006074634342270205,0.0028127685828500453,0.0032618657594201596,0.7133899724365019,0.47614117632604513,False
