variable,0,1,2,3
10y_2y_spread,-0.09404297305692706,-0.7411645821656615,0.09495789669790225,-0.19408101897255034
10y_treasury_const_maturity_rate,-0.4225858271334614,-0.1864725515395943,0.6503110382023397,-2.156896796851038
PCE_price_index,0.8725351201058461,-0.11852083176891554,-0.899136913456614,2.1434233357523715
PPI_inflation,1.1937193866326865,-0.4634251011754235,-1.2552150149735841,1.7957052987532593
cpi,0.86122971847411,-0.08989971572454654,-0.9202987893557604,2.080974497110139
fed_reserve_discount_rate,-0.11900767631920664,-0.06809016890508063,0.32639690529106946,-2.3712357208543735
fedfunds,-0.26818385295493613,0.39977442074517133,0.6396279511592539,-2.018114522686506
gdp,0.5386724065517507,0.42360251403277077,0.18102830838016445,1.351282169590237
industrial_production,0.4287562698435861,0.6660007440361185,-1.9257788682106078,0.31916322851919904
m2_real_money_supply,0.7678314113480184,-0.03131298670626026,-0.851596120495821,2.4986639441214376
nat_fin_condition_indx,0.931990582696656,0.16740224393931036,-1.7022621030962302,0.34335247956046233
real_gdp,0.4412330500074392,0.36826138049319307,-0.03853290998652535,1.1012228190984343
retail_sales,0.8177908133087998,-0.1474242200531099,-0.6830488039338137,1.4419542784664112
tot_business_inventories,0.8724237213906775,-0.2755137096192138,-0.6999310190417924,1.7395234334356429
unemployment,0.5230545256220982,-0.570184214549361,1.3744513205615585,1.4170932686029827
