date,regime,regime_name,prob_R0,prob_R1,prob_R2,prob_R3
1994-11-01,0,Goldilocks,0.2819249005965764,0.25761642895213394,0.21950132816467968,0.24095734228660998
1994-12-01,3,Slowdown,0.09369311985531528,0.11706393114926647,0.24455473582490825,0.54468821317051
1995-01-01,3,Slowdown,0.03256810339070034,0.02785744713010961,0.3944274130524558,0.5451470364267342
1995-02-01,3,Slowdown,0.022886524570307022,0.01992056083369566,0.25603818843723597,0.7011547261587613
1995-03-01,3,Slowdown,0.02279701945483409,0.025556976787464488,0.2995615545767943,0.6520844491809071
1995-04-01,2,Stagflation,0.023757202203489414,0.031201470521944854,0.685007535629497,0.2600337916450686
1995-05-01,3,Slowdown,0.04492757087364549,0.05082966293828488,0.24811754333626546,0.6561252228518042
1995-06-01,3,Slowdown,0.11817024753177865,0.1326412840835946,0.2606292633168461,0.4885592050677805
1995-07-01,0,Goldilocks,0.3306195835768132,0.20890781385488172,0.20435468735146803,0.256117915216837
1995-08-01,1,Overheating,0.1810297449093733,0.3094878816809629,0.29904947003265797,0.21043290337700585
1995-09-01,3,Slowdown,0.14203296650624656,0.19656155026736521,0.24449373730465765,0.41691174592173047
1995-10-01,2,Stagflation,0.09496252215230284,0.25312964427747703,0.47239231345275096,0.17951552011746916
1995-11-01,3,Slowdown,0.125531926668923,0.24513743121127907,0.25478306709968546,0.37454757502011243
1995-12-01,2,Stagflation,0.205347337191801,0.20461594557911902,0.32904674982214954,0.26098996740693037
1996-01-01,2,Stagflation,0.189322176802082,0.26657835953048603,0.3577104763384267,0.1863889873290052
1996-02-01,0,Goldilocks,0.5049138102902992,0.22166098938286977,0.14138561055862015,0.1320395897682108
1996-03-01,1,Overheating,0.08327782760377436,0.5489120764394717,0.2232137303388326,0.14459636561792133
1996-04-01,1,Overheating,0.0342155454498803,0.4505863633807945,0.2882495882828297,0.2269485028864954
1996-05-01,1,Overheating,0.18758342837250236,0.4153524971850954,0.2111845287464808,0.18587954569592138
1996-06-01,1,Overheating,0.18406561085836928,0.30457341418730854,0.27826597317689106,0.23309500177743117
1996-07-01,1,Overheating,0.23003631834602245,0.37475174641140835,0.2436328948954977,0.15157904034707145
1996-08-01,0,Goldilocks,0.3987386376008437,0.18772663163378125,0.1821930548613791,0.231341675903996
1996-09-01,1,Overheating,0.07732697843154877,0.703024809716878,0.15822855232171038,0.061419659529862974
1996-10-01,1,Overheating,0.054977877674341466,0.7770324902367305,0.12223579741754187,0.04575383467138613
1996-11-01,0,Goldilocks,0.358406597512996,0.23280348389665595,0.2312248432830551,0.17756507530729304
1996-12-01,3,Slowdown,0.2137548149296937,0.1440658654705163,0.23247122287595612,0.4097080967238338
1997-01-01,3,Slowdown,0.1284687030007886,0.1040717595682562,0.23079037444073663,0.5366691629902186
1997-02-01,1,Overheating,0.2399533156326907,0.39450069943793625,0.22002137541167688,0.14552460951769616
1997-03-01,0,Goldilocks,0.35217918589938024,0.2590193082637356,0.20892265369027177,0.1798788521466124
1997-04-01,2,Stagflation,0.1897761889461427,0.26174716244154533,0.31345352576277696,0.23502312284953483
1997-05-01,2,Stagflation,0.19680936880865185,0.2595711911280859,0.3868673615162751,0.15675207854698708
1997-06-01,0,Goldilocks,0.4763042183479882,0.19234380657422012,0.18229645416425508,0.14905552091353658
1997-07-01,0,Goldilocks,0.5467551293826824,0.1461939134484994,0.1598169851549608,0.1472339720138573
1997-08-01,0,Goldilocks,0.5610816924912717,0.14577272707528277,0.1402583469581892,0.15288723347525626
1997-09-01,1,Overheating,0.12673429157950192,0.5393653821411273,0.2289057624835212,0.10499456379584958
1997-10-01,3,Slowdown,0.29541420671206003,0.16745334818496319,0.22125140675214341,0.31588103835083337
1997-11-01,3,Slowdown,0.22766212785453518,0.19354540984108282,0.28038436257977845,0.2984080997246034
1997-12-01,2,Stagflation,0.2731976521265322,0.20123782600410267,0.28726313035749684,0.2383013915118682
1998-01-01,0,Goldilocks,0.45210697208104156,0.1486888941485984,0.18150371808842863,0.21770041568193144
1998-02-01,0,Goldilocks,0.32618168351117355,0.1954672501612843,0.29400506855749664,0.18434599777004557
1998-03-01,0,Goldilocks,0.4266676251687762,0.14554230040478497,0.20757678841022215,0.2202132860162168
1998-04-01,0,Goldilocks,0.3618501851391382,0.16449664615910545,0.21039536193959063,0.2632578067621657
1998-05-01,0,Goldilocks,0.4377776316747751,0.2049169785065881,0.17557416890725216,0.18173122091138455
1998-06-01,0,Goldilocks,0.37737403289090954,0.20348027862316126,0.2903878103704777,0.12875787811545147
1998-07-01,1,Overheating,0.17815998903846775,0.5381114010649755,0.1960205067966988,0.08770810309985798
1998-08-01,0,Goldilocks,0.4033084035598861,0.23957901690578695,0.19133076269641117,0.16578181683791565
1998-09-01,0,Goldilocks,0.38274625753749353,0.18207872671884395,0.30940361196552724,0.12577140377813525
1998-10-01,1,Overheating,0.24116853046884168,0.3175028103206077,0.26971164812967396,0.1716170110808767
1998-11-01,0,Goldilocks,0.5130983775773854,0.18379416856132053,0.182586853667477,0.12052060019381701
1998-12-01,0,Goldilocks,0.5959165346109937,0.1638999227957915,0.11704536655049917,0.12313817604271561
1999-01-01,0,Goldilocks,0.3189118931183265,0.1984024544102443,0.22614994635621236,0.256535706115217
1999-02-01,0,Goldilocks,0.3919183112813656,0.1767020693772462,0.2467111426172748,0.1846684767241134
1999-03-01,3,Slowdown,0.32864810602562633,0.1251361755991921,0.19527150215564662,0.350944216219535
1999-04-01,1,Overheating,0.01825674098617002,0.5281973027434611,0.4455038593579244,0.0080420969124445
1999-05-01,0,Goldilocks,0.5244075660574685,0.13097723184735752,0.13793640363020024,0.20667879846497358
1999-06-01,0,Goldilocks,0.6223119082539208,0.13516499142991467,0.1164461542508279,0.12607694606533662
