rmse,mae,mean_error,std_error,n_forecasts,horizon,variable
0.19418841797174255,0.1435007752921741,-0.032159791362721374,0.1915068915049127,107,1,inflation_factor
0.18354818893564434,0.1384242063657288,-0.022889152828969538,0.18211541490035119,105,3,inflation_factor
0.2191995367184291,0.16018707384795802,-0.06481034198936438,0.2093992752346473,102,6,inflation_factor
