date,value,first_diff,pct_change_mom,zscore_value,zscore_first_diff,minmax_value,minmax_first_diff,minmax_pct_change_mom
2023-05-30,-0.77,-0.030000000000000027,4.054054054054057,-1.763497830541831,-0.648553649782078,0.3082706766917293,0.4579439252336447,
2023-05-31,-0.76,0.010000000000000009,-1.2987012987012991,-1.7526155946825626,0.21648775406470488,0.3101503759398496,0.4953271028037382,
2023-06-01,-0.72,0.040000000000000036,-5.263157894736848,-1.7090866512454885,0.8652688069497921,0.3176691729323308,0.5233644859813084,
2023-06-02,-0.81,-0.09000000000000008,12.500000000000021,-1.8070267739789048,-1.9461157555522524,0.3007518796992481,0.40186915887850444,
2023-06-05,-0.77,0.040000000000000036,-4.938271604938271,-1.763497830541831,0.8652688069497921,0.3082706766917293,0.5233644859813084,
2023-06-06,-0.81,-0.040000000000000036,5.1948051948051965,-1.8070267739789048,-0.8648140007437738,0.3007518796992481,0.4485981308411213,
2023-06-07,-0.77,0.040000000000000036,-4.938271604938271,-1.763497830541831,0.8652688069497921,0.3082706766917293,0.5233644859813084,
2023-06-08,-0.79,-0.020000000000000018,2.5974025974025983,-1.785262302260368,-0.4322932988203823,0.30451127819548873,0.4672897196261681,
2023-06-09,-0.84,-0.04999999999999993,6.329113924050622,-1.8396734815567102,-1.081074351705467,0.29511278195488727,0.43925233644859807,
2023-06-12,-0.82,0.020000000000000018,-2.3809523809523836,-1.8179090098381734,0.43274810502640065,0.29887218045112784,0.5046728971962616,
2023-06-13,-0.83,-0.010000000000000009,1.2195121951219523,-1.8287912456974416,-0.2160329478586866,0.29699248120300753,0.4766355140186915,
2023-06-14,-0.91,-0.08000000000000007,9.63855421686748,-1.9158491325715894,-1.7298554045905568,0.2819548872180451,0.41121495327102786,
2023-06-15,-0.9,0.010000000000000009,-1.098901098901095,-1.904966896712321,0.21648775406470488,0.28383458646616544,0.4953271028037382,
2023-06-16,-0.93,-0.030000000000000027,3.3333333333333437,-1.9376136042901262,-0.648553649782078,0.2781954887218045,0.4579439252336447,
2023-06-20,-0.94,-0.009999999999999898,1.0752688172043001,-1.9484958401493948,-0.21603294785868418,0.27631578947368424,0.4766355140186916,
2023-06-21,-0.96,-0.020000000000000018,2.127659574468077,-1.9702603118679316,-0.4322932988203823,0.2725563909774436,0.4672897196261681,
2023-06-22,-0.97,-0.010000000000000009,1.041666666666674,-1.9811425477272002,-0.2160329478586866,0.27067669172932335,0.4766355140186915,
2023-06-23,-0.97,0.0,0.0,-1.9811425477272002,0.000227403103009143,0.27067669172932335,0.48598130841121484,
2023-06-26,-0.93,0.039999999999999925,-4.123711340206182,-1.9376136042901262,0.8652688069497897,0.2781954887218045,0.5233644859813082,
2023-06-27,-0.97,-0.039999999999999925,4.3010752688172005,-1.9811425477272002,-0.8648140007437713,0.27067669172932335,0.44859813084112143,
2023-06-28,-1.0,-0.030000000000000027,3.0927835051546504,-2.0137892553050056,-0.648553649782078,0.2650375939849624,0.4579439252336447,
2023-06-29,-1.02,-0.020000000000000018,2.0000000000000018,-2.0355537270235424,-0.4322932988203823,0.26127819548872183,0.4672897196261681,
2023-06-30,-1.06,-0.040000000000000036,3.9215686274509887,-2.0790826704606165,-0.8648140007437738,0.25375939849624063,0.4485981308411213,
2023-07-03,-1.08,-0.020000000000000018,1.8867924528301883,-2.1008471421791532,-0.4322932988203823,0.25,0.4672897196261681,
2023-07-05,-0.99,0.09000000000000008,-8.333333333333337,-2.002907019445737,1.9465705617582707,0.2669172932330827,0.5700934579439252,
2023-07-06,-0.94,0.050000000000000044,-5.05050505050505,-1.9484958401493948,1.0815291579114878,0.27631578947368424,0.5327102803738317,
2023-07-07,-0.88,0.05999999999999994,-6.382978723404253,-1.8832024249937842,1.2977895088731812,0.28759398496240607,0.542056074766355,
2023-07-10,-0.84,0.040000000000000036,-4.545454545454552,-1.8396734815567102,0.8652688069497921,0.29511278195488727,0.5233644859813084,
2023-07-11,-0.89,-0.050000000000000044,5.952380952380953,-1.8940846608530524,-1.0810743517054695,0.2857142857142857,0.43925233644859796,
2023-07-12,-0.86,0.030000000000000027,-3.370786516853941,-1.8614379532752472,0.6490084559880964,0.29135338345864664,0.514018691588785,
2023-07-13,-0.83,0.030000000000000027,-3.488372093023262,-1.8287912456974416,0.6490084559880964,0.29699248120300753,0.514018691588785,
2023-07-14,-0.91,-0.08000000000000007,9.63855421686748,-1.9158491325715894,-1.7298554045905568,0.2819548872180451,0.41121495327102786,
2023-07-17,-0.93,-0.020000000000000018,2.19780219780219,-1.9376136042901262,-0.4322932988203823,0.2781954887218045,0.4672897196261681,
2023-07-18,-0.94,-0.009999999999999898,1.0752688172043001,-1.9484958401493948,-0.21603294785868418,0.27631578947368424,0.4766355140186916,
2023-07-19,-0.99,-0.050000000000000044,5.319148936170226,-2.002907019445737,-1.0810743517054695,0.2669172932330827,0.43925233644859796,
2023-07-20,-0.95,0.040000000000000036,-4.040404040404044,-1.9593780760086632,0.8652688069497921,0.2744360902255639,0.5233644859813084,
2023-07-21,-0.98,-0.030000000000000027,3.157894736842115,-1.9920247835864686,-0.648553649782078,0.26879699248120303,0.4579439252336447,
2023-07-24,-0.95,0.030000000000000027,-3.0612244897959218,-1.9593780760086632,0.6490084559880964,0.2744360902255639,0.514018691588785,
2023-07-25,-0.94,0.010000000000000009,-1.0526315789473717,-1.9484958401493948,0.21648775406470488,0.27631578947368424,0.4953271028037382,
2023-07-26,-0.96,-0.020000000000000018,2.127659574468077,-1.9702603118679316,-0.4322932988203823,0.2725563909774436,0.4672897196261681,
2023-07-27,-0.9,0.05999999999999994,-6.249999999999989,-1.904966896712321,1.2977895088731812,0.28383458646616544,0.542056074766355,
2023-07-28,-0.91,-0.010000000000000009,1.1111111111111072,-1.9158491325715894,-0.2160329478586866,0.2819548872180451,0.4766355140186915,
2023-07-31,-0.91,0.0,0.0,-1.9158491325715894,0.000227403103009143,0.2819548872180451,0.48598130841121484,
2023-08-01,-0.87,0.040000000000000036,-4.395604395604402,-1.8723201891345154,0.8652688069497921,0.2894736842105263,0.5233644859813084,
2023-08-02,-0.8,0.06999999999999995,-8.045977011494243,-1.7961445381196364,1.5140498598348768,0.3026315789473684,0.5514018691588783,
2023-08-03,-0.7,0.10000000000000009,-12.50000000000001,-1.6873221795269515,2.1628309127199663,0.32142857142857145,0.5794392523364486,
2023-08-04,-0.73,-0.030000000000000027,4.285714285714293,-1.7199688871047571,-0.648553649782078,0.31578947368421056,0.4579439252336447,
2023-08-07,-0.67,0.05999999999999994,-8.21917808219177,-1.6546754719491465,1.2977895088731812,0.32706766917293234,0.542056074766355,
2023-08-08,-0.72,-0.04999999999999993,7.462686567164178,-1.7090866512454885,-1.081074351705467,0.3176691729323308,0.43925233644859807,
2023-08-09,-0.79,-0.07000000000000006,9.722222222222232,-1.785262302260368,-1.513595053628861,0.30451127819548873,0.4205607476635512,
2023-08-10,-0.73,0.06000000000000005,-7.594936708860766,-1.7199688871047571,1.2977895088731837,0.31578947368421056,0.5420560747663551,
2023-08-11,-0.73,0.0,0.0,-1.7199688871047571,0.000227403103009143,0.31578947368421056,0.48598130841121484,
2023-08-14,-0.77,-0.040000000000000036,5.47945205479452,-1.763497830541831,-0.8648140007437738,0.3082706766917293,0.4485981308411213,
2023-08-15,-0.71,0.06000000000000005,-7.792207792207795,-1.6982044153862201,1.2977895088731837,0.31954887218045114,0.5420560747663551,
2023-08-16,-0.69,0.020000000000000018,-2.8169014084507116,-1.6764399436676831,0.43274810502640065,0.32330827067669177,0.5046728971962616,
2023-08-17,-0.64,0.04999999999999993,-7.246376811594191,-1.6220287643713407,1.0815291579114854,0.33270676691729323,0.5327102803738316,
2023-08-18,-0.66,-0.020000000000000018,3.125,-1.6437932360898777,-0.4322932988203823,0.3289473684210526,0.4672897196261681,
2023-08-21,-0.63,0.030000000000000027,-4.545454545454552,-1.6111465285120725,0.6490084559880964,0.33458646616541354,0.514018691588785,
2023-08-22,-0.68,-0.050000000000000044,7.936507936507953,-1.6655577078084147,-1.0810743517054695,0.325187969924812,0.43925233644859796,
2023-08-23,-0.76,-0.07999999999999996,11.764705882352944,-1.7526155946825626,-1.7298554045905543,0.3101503759398496,0.41121495327102797,
2023-08-24,-0.75,0.010000000000000009,-1.3157894736842146,-1.741733358823294,0.21648775406470488,0.31203007518796994,0.4953271028037382,
2023-08-25,-0.78,-0.030000000000000027,4.0000000000000036,-1.7743800664010994,-0.648553649782078,0.30639097744360905,0.4579439252336447,
2023-08-28,-0.78,0.0,0.0,-1.7743800664010994,0.000227403103009143,0.30639097744360905,0.48598130841121484,
2023-08-29,-0.75,0.030000000000000027,-3.8461538461538547,-1.741733358823294,0.6490084559880964,0.31203007518796994,0.514018691588785,
2023-08-30,-0.78,-0.030000000000000027,4.0000000000000036,-1.7743800664010994,-0.648553649782078,0.30639097744360905,0.4579439252336447,
2023-08-31,-0.76,0.020000000000000018,-2.564102564102566,-1.7526155946825626,0.43274810502640065,0.3101503759398496,0.5046728971962616,
2023-09-01,-0.69,0.07000000000000006,-9.21052631578948,-1.6764399436676831,1.5140498598348793,0.32330827067669177,0.5514018691588785,
2023-09-05,-0.67,0.019999999999999907,-2.898550724637672,-1.6546754719491465,0.43274810502639827,0.32706766917293234,0.5046728971962615,
2023-09-06,-0.71,-0.039999999999999925,5.970149253731338,-1.6982044153862201,-0.8648140007437713,0.31954887218045114,0.44859813084112143,
2023-09-07,-0.67,0.039999999999999925,-5.633802816901401,-1.6546754719491465,0.8652688069497897,0.32706766917293234,0.5233644859813082,
2023-09-08,-0.72,-0.04999999999999993,7.462686567164178,-1.7090866512454885,-1.081074351705467,0.3176691729323308,0.43925233644859807,
2023-09-11,-0.68,0.039999999999999925,-5.5555555555555465,-1.6655577078084147,0.8652688069497897,0.325187969924812,0.5233644859813082,
2023-09-12,-0.71,-0.029999999999999916,4.411764705882337,-1.6982044153862201,-0.6485536497820756,0.31954887218045114,0.4579439252336448,
2023-09-13,-0.71,0.0,0.0,-1.6982044153862201,0.000227403103009143,0.31954887218045114,0.48598130841121484,
2023-09-14,-0.71,0.0,0.0,-1.6982044153862201,0.000227403103009143,0.31954887218045114,0.48598130841121484,
2023-09-15,-0.69,0.020000000000000018,-2.8169014084507116,-1.6764399436676831,0.43274810502640065,0.32330827067669177,0.5046728971962616,
2023-09-18,-0.73,-0.040000000000000036,5.797101449275366,-1.7199688871047571,-0.8648140007437738,0.31578947368421056,0.4485981308411213,
2023-09-19,-0.71,0.020000000000000018,-2.73972602739726,-1.6982044153862201,0.43274810502640065,0.31954887218045114,0.5046728971962616,
2023-09-20,-0.77,-0.06000000000000005,8.450704225352123,-1.763497830541831,-1.2973347026671653,0.3082706766917293,0.4299065420560746,
2023-09-21,-0.63,0.14,-18.181818181818187,-1.6111465285120725,3.027872316566747,0.33458646616541354,0.616822429906542,
2023-09-22,-0.66,-0.030000000000000027,4.761904761904767,-1.6437932360898777,-0.648553649782078,0.3289473684210526,0.4579439252336447,
2023-09-25,-0.54,0.12,-18.181818181818176,-1.5132064057786563,2.5953516146433557,0.35150375939849626,0.5981308411214952,
2023-09-26,-0.48,0.06000000000000005,-11.111111111111116,-1.4479129906230455,1.2977895088731837,0.36278195488721804,0.5420560747663551,
2023-09-27,-0.49,-0.010000000000000009,2.083333333333326,-1.4587952264823139,-0.2160329478586866,0.3609022556390978,0.4766355140186915,
2023-09-28,-0.45,0.03999999999999998,-8.163265306122447,-1.41526628304524,0.8652688069497909,0.368421052631579,0.5233644859813084,
2023-09-29,-0.44,0.010000000000000009,-2.2222222222222254,-1.4043840471859717,0.21648775406470488,0.37030075187969924,0.4953271028037382,
2023-10-02,-0.43,0.010000000000000009,-2.2727272727272707,-1.393501811326703,0.21648775406470488,0.37218045112781956,0.4953271028037382,
2023-10-03,-0.34,0.08999999999999997,-20.93023255813953,-1.295561688593287,1.9465705617582685,0.3890977443609023,0.5700934579439251,
2023-10-04,-0.32,0.020000000000000018,-5.882352941176472,-1.2737972168747502,0.43274810502640065,0.3928571428571429,0.5046728971962616,
2023-10-05,-0.31,0.010000000000000009,-3.125,-1.2629149810154816,0.21648775406470488,0.39473684210526316,0.4953271028037382,
2023-10-06,-0.3,0.010000000000000009,-3.2258064516129115,-1.2520327451562132,0.21648775406470488,0.3966165413533835,0.4953271028037382,
2023-10-10,-0.3,0.0,0.0,-1.2520327451562132,0.000227403103009143,0.3966165413533835,0.48598130841121484,
2023-10-11,-0.41,-0.10999999999999999,36.66666666666667,-1.3717373396081662,-2.3786364574756416,0.37593984962406013,0.3831775700934578,
2023-10-12,-0.36,0.04999999999999999,-12.195121951219512,-1.317326160311824,1.0815291579114867,0.3853383458646617,0.5327102803738317,
2023-10-13,-0.41,-0.04999999999999999,13.888888888888884,-1.3717373396081662,-1.0810743517054684,0.37593984962406013,0.439252336448598,
2023-10-16,-0.38,0.02999999999999997,-7.317073170731703,-1.339090632030361,0.6490084559880952,0.3815789473684211,0.514018691588785,
2023-10-17,-0.36,0.020000000000000018,-5.263157894736848,-1.317326160311824,0.43274810502640065,0.3853383458646617,0.5046728971962616,
2023-10-18,-0.28,0.07999999999999996,-22.22222222222221,-1.2302682734376762,1.7303102107965727,0.400375939849624,0.5607476635514017,
2023-10-19,-0.16,0.12000000000000002,-42.85714285714286,-1.0996814431264545,2.595351614643356,0.42293233082706766,0.5981308411214952,
2023-10-20,-0.14,0.01999999999999999,-12.49999999999999,-1.0779169714079178,0.43274810502640004,0.42669172932330823,0.5046728971962616,
2023-10-23,-0.19,-0.04999999999999999,35.7142857142857,-1.13232815070426,-1.0810743517054684,0.41729323308270677,0.439252336448598,
2023-10-24,-0.19,0.0,0.0,-1.13232815070426,0.000227403103009143,0.41729323308270677,0.48598130841121484,
2023-10-25,-0.13,0.06,-31.57894736842105,-1.0670347355486494,1.2977895088731823,0.4285714285714286,0.5420560747663551,
2023-10-26,-0.16,-0.03,23.076923076923084,-1.0996814431264545,-0.6485536497820774,0.42293233082706766,0.4579439252336447,
2023-10-27,-0.15,0.010000000000000009,-6.25,-1.0887992072671862,0.21648775406470488,0.424812030075188,0.4953271028037382,
2023-10-30,-0.15,0.0,0.0,-1.0887992072671862,0.000227403103009143,0.424812030075188,0.48598130841121484,
2023-10-31,-0.19,-0.04000000000000001,26.666666666666682,-1.13232815070426,-0.8648140007437731,0.41729323308270677,0.4485981308411213,
2023-11-01,-0.18,0.010000000000000009,-5.263157894736848,-1.1214459148449916,0.21648775406470488,0.41917293233082703,0.4953271028037382,
2023-11-02,-0.31,-0.13,72.22222222222223,-1.2629149810154816,-2.811157159399033,0.39473684210526316,0.3644859813084111,
2023-11-03,-0.26,0.04999999999999999,-16.129032258064512,-1.2085038017191394,1.0815291579114867,0.4041353383458647,0.5327102803738317,
2023-11-06,-0.26,0.0,0.0,-1.2085038017191394,0.000227403103009143,0.4041353383458647,0.48598130841121484,
2023-11-07,-0.33,-0.07,26.923076923076916,-1.2846794527340186,-1.5135950536288598,0.39097744360902253,0.4205607476635513,
2023-11-08,-0.44,-0.10999999999999999,33.33333333333333,-1.4043840471859717,-2.3786364574756416,0.37030075187969924,0.3831775700934578,
2023-11-09,-0.41,0.030000000000000027,-6.818181818181824,-1.3717373396081662,0.6490084559880964,0.37593984962406013,0.514018691588785,
2023-11-10,-0.43,-0.020000000000000018,4.878048780487809,-1.393501811326703,-0.4322932988203823,0.37218045112781956,0.4672897196261681,
2023-11-13,-0.39,0.03999999999999998,-9.302325581395344,-1.3499728678896292,0.8652688069497909,0.37969924812030076,0.5233644859813084,
2023-11-14,-0.36,0.030000000000000027,-7.692307692307699,-1.317326160311824,0.6490084559880964,0.3853383458646617,0.514018691588785,
