variable,0,1,2,3
10y_2y_spread,0.0009457972792304988,0.0013155572930264223,0.0013958199043587402,0.0019092417267054104
10y_treasury_const_maturity_rate,-0.0032539407095763685,-0.002720823410877545,-0.0007388967052627199,-0.0009114517483207714
PCE_price_index,0.002995461134643059,0.0031828353032000802,-0.0001224437024058543,0.0009034377286745253
PPI_inflation,0.0030664221590677885,0.003603470440710785,0.00020968613698100857,0.0008188819937423359
cpi,0.0029708973971481916,0.003152851209324474,-0.00013515888957953457,0.0008817603076869196
fed_reserve_discount_rate,-0.00505890638307865,-0.004548414497890821,-0.003421064558788149,-0.004512430286138501
fedfunds,-0.0039100406783715526,-0.004047674248930856,-0.00236233400767866,-0.003252178627519601
gdp,0.0029459209398583677,0.007170172644760665,0.0027450150570293374,0.004891208880745925
industrial_production,0.00030092325670440104,-0.00017832857143355318,-0.00241003253984799,-0.0020626086397041578
m2_real_money_supply,0.0027978925221443843,0.002547561312601385,-0.0006935644889897537,0.0012220470520055197
nat_fin_condition_indx,0.00125810966539853,0.0019218571761855248,-0.0005615299422630465,-0.0009588841147294832
real_gdp,0.002763094355299865,0.006344422381002803,0.00161724134760404,0.003717303623996101
retail_sales,0.002201898965197351,0.0023877252349898464,-0.0010545842225553944,0.0007302041798851574
tot_business_inventories,0.0024391848743136545,0.003051153587739305,-0.0004730512537887099,0.0012447302577590607
unemployment,0.001980132392466326,0.002025882737018989,0.0029427444620013623,0.0013821984888968196
