regime,variable,horizon,coefficient,intercept,r_squared,t_statistic,p_value,se_coef,n_observations,regime_name
0,gdp,1,-0.001241029682161719,0.0004955478849559989,0.0010473988755032027,-0.34512469118487044,0.7305338235276997,0.0035958878453496265,138,Regime 0
0,gdp,3,0.0050912994397310715,0.004790455752017536,0.013753731997587004,1.4682530654684285,0.14434457414175994,0.0034675898586370418,138,Regime 0
0,gdp,6,0.00512941527482888,0.004469721394433069,0.01270200514598252,1.4797936249463974,0.14124106319878993,0.0034663044821636414,138,Regime 0
0,gdp,12,0.0029459209398583677,0.004767439952811094,0.011504142473751866,0.8421155457815837,0.4012237402469816,0.00349823840043732,136,Regime 0
0,real_gdp,1,-0.0008880601378230775,0.00047852495100736257,0.0005621311323257272,-0.24690550850550455,0.8053536700431767,0.003596761138293028,138,Regime 0
0,real_gdp,3,0.004438064039377099,0.004802826563716548,0.008415398532608087,1.2764201160889008,0.20398240386490785,0.0034769618430770598,138,Regime 0
0,real_gdp,6,0.004849742417131346,0.00445482252601705,0.007548092048739741,1.3954727361450616,0.16514767914320982,0.0034753401421002087,138,Regime 0
0,real_gdp,12,0.002763094355299865,0.004770459159003065,0.008221339928258797,0.7885447779223248,0.4317709548840165,0.0035040424242997674,136,Regime 0
0,unemployment,1,0.004382818901883711,0.004090810715548804,0.004702221952328833,2.124521846404117,0.034218512503858545,0.0020629672080340806,416,Regime 0
0,unemployment,3,0.004578356931223568,0.006619490604071179,0.005608052539577302,2.2145783016488583,0.027334264483072745,0.002067371890989253,415,Regime 0
0,unemployment,6,0.004456531735235707,0.005541998197363663,0.009233569032594535,2.151741045786555,0.032001132481511485,0.002071128281891677,412,Regime 0
0,unemployment,12,0.001980132392466326,0.006783659864730485,0.0017734395576884943,0.9483931869608446,0.3434962740261893,0.0020878812919478277,406,Regime 0
0,industrial_production,1,-0.0019005137555050094,0.0043390112227705835,-0.000731270845778953,-0.9187481433387483,0.35876228010881706,0.0020685905808729105,416,Regime 0
0,industrial_production,3,-0.0011095279963149467,0.006816763837093146,0.00016630408467910307,-0.5352227595246896,0.5927838939519166,0.0020730209554247567,415,Regime 0
0,industrial_production,6,-0.0009232852495627064,0.005717793943679956,0.001075143575741233,-0.4439643826741181,0.6573025525227076,0.002079638109709406,412,Regime 0
0,industrial_production,12,0.00030092325670440104,0.006807467302621474,-0.0010868137001587286,0.14392248218664908,0.8856334446369465,0.002090870391702542,406,Regime 0
0,retail_sales,1,0.0007661601979972782,0.004096634282427178,-0.0007290384470466371,0.36482160168123656,0.7154364233747215,0.0021000954835638046,404,Regime 0
0,retail_sales,3,0.0004836900077575531,0.0066979889358431445,-8.067085776941596e-05,0.22995329250629015,0.8182453189368282,0.0021034271894337943,403,Regime 0
0,retail_sales,6,0.0019899025325837445,0.005353555802290237,9.709264011537044e-05,0.9401839522618007,0.3476934688078661,0.0021165034010595858,400,Regime 0
0,retail_sales,12,0.002201898965197351,0.006975497315362364,-0.000255769172046838,1.025692821114199,0.30566890986424156,0.0021467430792831838,394,Regime 0
0,tot_business_inventories,1,0.00042758944123500874,0.004084454954580598,-0.0009813440771930804,0.20310078686826366,0.8391592728118027,0.0021053066697981535,403,Regime 0
0,tot_business_inventories,3,0.0008090753758901298,0.00668663036614731,0.0003454004084666451,0.3847282107154643,0.7006427510827877,0.0021029790729032408,403,Regime 0
0,tot_business_inventories,6,0.0023369663834754565,0.0053449444946888705,0.0009495684952890437,1.1046347575814048,0.2699852375086844,0.0021156009870558832,400,Regime 0
0,tot_business_inventories,12,0.0024391848743136545,0.006972461173341161,0.0008485130867642576,1.13685351714987,0.25629399273443965,0.0021455577499806425,394,Regime 0
0,cpi,1,0.000749906543532286,0.0041392593608380514,-0.0005601692714178874,0.3632968701468775,0.7165681126111916,0.002064170118584027,417,Regime 0
0,cpi,3,0.0010150600233106175,0.006691725183618644,0.0005474257699702445,0.48974591349274665,0.6245737393525004,0.0020726258154385824,415,Regime 0
0,cpi,6,0.00233543789527273,0.005528470544530054,0.0011763446287775814,1.1230589567177263,0.2620696421624067,0.0020795327629978804,412,Regime 0
0,cpi,12,0.0029708973971481916,0.00665813422640809,0.0010601026285810278,1.4224163362393036,0.15567704421973727,0.0020886271631292454,406,Regime 0
0,PCE_price_index,1,0.0009439573470873328,0.004166211124126899,-0.00024459548734734327,0.45643974796702447,0.6483131504324531,0.002068087521500273,416,Regime 0
0,PCE_price_index,3,0.001092710324275201,0.006689189972285554,0.000689126756959979,0.5272479894070237,0.5983044874758789,0.00207247888323696,415,Regime 0
0,PCE_price_index,6,0.0024322229069135737,0.005525775642969871,0.0013157157447282186,1.169682275932132,0.24280836757240243,0.0020793876738666576,412,Regime 0
0,PCE_price_index,12,0.002995461134643059,0.00665976878114828,0.0011041676561042157,1.4342086789286035,0.15228627680745288,0.0020885810960792383,406,Regime 0
0,PPI_inflation,1,-0.0004816922879236543,0.004229076747050566,-0.00183961764827556,-0.23273129431899417,0.816085079303174,0.0020697357840644354,416,Regime 0
0,PPI_inflation,3,0.0004047380926891651,0.006720295181020116,-0.0003434440843737008,0.19519096353351398,0.8453394417407412,0.0020735493352881176,415,Regime 0
0,PPI_inflation,6,0.0018552446188596725,0.005555303818619345,0.0002938785174110281,0.8917510871596838,0.37304940338587644,0.002080451199413518,412,Regime 0
0,PPI_inflation,12,0.0030664221590677885,0.006657847437465521,0.0017827431624104495,1.4686833301900746,0.14269688345833176,0.002087871562259059,406,Regime 0
0,nat_fin_condition_indx,1,-0.0042892575480880804,0.004227716561174809,0.0012343115291052476,-2.0798232817531614,0.03815498980971599,0.0020623182679600084,417,Regime 0
0,nat_fin_condition_indx,3,0.0006813000505416118,0.006730342640779817,-0.0016013186001944124,0.32836069758584785,0.7428053714760234,0.002074852610408681,415,Regime 0
0,nat_fin_condition_indx,6,-0.0010176556963828161,0.005663495767132432,-0.00025125099672873574,-0.48901812812182,0.6250903497744738,0.002081018346480003,412,Regime 0
0,nat_fin_condition_indx,12,0.00125810966539853,0.006814279179164019,-0.0009153526739973383,0.6017672953455612,0.5476665880987421,0.0020906913272448085,406,Regime 0
0,10y_2y_spread,1,0.0004532918642714229,0.0041520290610200985,-0.0016667245859895985,0.21947872031337656,0.8263850641910009,0.002065311222993294,417,Regime 0
0,10y_2y_spread,3,0.00022446855487332415,0.006729590651754771,-0.0008222985845041109,0.10822739777526974,0.9138678714538981,0.002074045569675665,415,Regime 0
0,10y_2y_spread,6,0.000994150584912294,0.005609884108264226,-0.0011388314603402172,0.4775113090326366,0.6332525242208646,0.0020819414453791428,412,Regime 0
0,10y_2y_spread,12,0.0009457972792304988,0.0067908747258918715,0.00026357103033691764,0.45265159949296974,0.6510426106056446,0.0020894597087250284,406,Regime 0
0,fedfunds,1,-0.0007310064933092077,0.004111159422736602,-0.0011216906983111397,-0.3540412924427595,0.7234877456128253,0.0020647492507597683,417,Regime 0
0,fedfunds,3,-0.0025482800812575094,0.00653096775693376,-0.000375397889829987,-1.2289263338089447,0.21979917743937194,0.0020735824525456694,415,Regime 0
0,fedfunds,6,-0.003214721117443727,0.005392299501375506,0.0011320331309944143,-1.5458519666431496,0.1229118120342052,0.00207957889035427,412,Regime 0
0,fedfunds,12,-0.0039100406783715526,0.006515040890678054,0.0060611649084590935,-1.8767663305047637,0.061270649366503394,0.002083392383387404,406,Regime 0
0,fed_reserve_discount_rate,1,-0.0021766835273754185,0.004413234881953795,0.0013769209342496813,-1.0012987261090691,0.3173439360856858,0.002173860278274555,368,Regime 0
0,fed_reserve_discount_rate,3,-0.0037945878537678462,0.007131850506422217,0.002579879992767542,-1.7447244795601216,0.0818722043066702,0.0021748923100594853,368,Regime 0
0,fed_reserve_discount_rate,6,-0.004197186112242885,0.0053771885118997186,0.006158274535588926,-1.9327755482496918,0.054035040386354094,0.002171584856836495,368,Regime 0
0,fed_reserve_discount_rate,12,-0.00505890638307865,0.005828370727590235,0.00998275019990802,-2.2954820096976105,0.02227041302037147,0.0022038536401969328,368,Regime 0
0,10y_treasury_const_maturity_rate,1,-0.002327852176366801,0.003956981934563346,0.0009920162878659378,-1.1286181680183365,0.25971094821657337,0.002062568406509101,417,Regime 0
0,10y_treasury_const_maturity_rate,3,-0.003054789817407221,0.006457555173399475,0.0014658083964390611,-1.4745518770860733,0.14109491437030575,0.0020716733435272045,415,Regime 0
0,10y_treasury_const_maturity_rate,6,-0.0020342950055409494,0.005463548088433444,0.0007975627105960559,-0.9780607550753702,0.3286210163026517,0.0020799270341689408,412,Regime 0
0,10y_treasury_const_maturity_rate,12,-0.0032539407095763685,0.00653000724606415,0.0008577219649205103,-1.5577749826874958,0.12006958564429882,0.0020888387255793665,406,Regime 0
0,m2_real_money_supply,1,0.0015714005538019391,0.004108161299757093,0.00092917064438236,0.761841946334082,0.4465870747142684,0.0020626332815663192,417,Regime 0
0,m2_real_money_supply,3,0.0016481849814097519,0.006668439547305672,0.0016637290235086422,0.7956603560017959,0.42668653486244157,0.0020714680189571136,415,Regime 0
