variable,0,1,2,3
10y_2y_spread,0.00022446855487332415,-0.001997102684553139,-0.0016302034225513426,9.606954197661734e-05
10y_treasury_const_maturity_rate,-0.003054789817407221,-0.001034707732874513,-0.0038602369742741695,-0.0003664493539853972
PCE_price_index,0.001092710324275201,0.002123354106611742,0.0029622411331941996,-0.00014591018999540696
PPI_inflation,0.0004047380926891651,0.0013357715970127803,0.0016562208714888805,-0.0008801673501848783
cpi,0.0010150600233106175,0.0020514969793656132,0.0028650233169277292,-0.0002466958404031657
fed_reserve_discount_rate,-0.0037945878537678462,-0.002082428364915009,-0.0032601056672140736,-0.001780909844350919
fedfunds,-0.0025482800812575094,0.0002920457014593882,-0.0025674091184484213,-0.00044909798513052644
gdp,0.0050912994397310715,0.006356494680874132,0.005850660448750901,0.001437861856279386
industrial_production,-0.0011095279963149467,-0.0009020581536387134,-0.00016285234870738632,-0.002756586775852801
m2_real_money_supply,0.0016481849814097519,0.002142821507086905,0.004108755943883405,0.00011723418519623653
nat_fin_condition_indx,0.0006813000505416118,-0.003219277489274015,-0.0013505381145478856,0.0001921202286084782
real_gdp,0.004438064039377099,0.005511696790594014,0.004712227745228875,0.00027514458817437905
retail_sales,0.0004836900077575531,0.0018016987335923735,0.00244163676844476,-0.0008027004923857208
tot_business_inventories,0.0008090753758901298,0.0021720938317405605,0.0025936314250749413,-0.0005125132826931518
unemployment,0.004578356931223568,0.0018117368896069113,0.0034026012208174974,0.004564234268164147
