regime1,regime2,mean1,mean2,mean_diff,t_statistic,p_value,significant
Goldilocks,Overheating,0.010500434790198385,0.012161123078998635,-0.0016606882888002498,-0.3121512824802319,0.7552294875399319,False
Goldilocks,Stagflation,0.010500434790198385,-0.00358566794440958,0.014086102734607964,2.6836527392920884,0.007830940417234216,True
Goldilocks,Slowdown,0.010500434790198385,0.00307680880331831,0.007423625986880076,1.17208968882069,0.24247035336720094,False
Overheating,Stagflation,0.012161123078998635,-0.00358566794440958,0.015746791023408216,3.075816045963469,0.0023730757601611286,True
Overheating,Slowdown,0.012161123078998635,0.00307680880331831,0.009084314275680325,1.4464766091827235,0.1495708045896585,False
Stagflation,Slowdown,-0.00358566794440958,0.00307680880331831,-0.0066624767477278905,-1.0807848214320006,0.2810150226281906,False
