variable,0,1,2,3
10y_2y_spread,0.6510426106056446,0.5293261206660373,0.5046022375024721,0.36143046573728466
10y_treasury_const_maturity_rate,0.12006958564429882,0.19343971027495277,0.7238179602380561,0.6628054786351725
PCE_price_index,0.15228627680745288,0.1283692764922817,0.9533388126307123,0.66558818355852
PPI_inflation,0.14269688345833176,0.08524758646472863,0.9201494998144983,0.6952189079616868
cpi,0.15567704421973727,0.13200268996399944,0.9485004133642438,0.6731477043914931
fed_reserve_discount_rate,0.02227041302037147,0.03968589240462017,0.12154562784802869,0.04126141978568998
fedfunds,0.061270649366503394,0.05282837642953542,0.257867432518915,0.11929831860106765
gdp,0.4012237402469816,0.04275677455598226,0.43452396664373216,0.16414182778000752
industrial_production,0.8856334446369465,0.9320553664316311,0.24982324221169816,0.32446646712764604
m2_real_money_supply,0.1813012317323104,0.22340012263762854,0.7404869784090771,0.558844136441899
nat_fin_condition_indx,0.5476665880987421,0.3587307404513447,0.7884588746451446,0.6468749852296094
real_gdp,0.4317709548840165,0.07324759609999965,0.6458530169125001,0.2907478875753824
retail_sales,0.30566890986424156,0.26669970214286476,0.6240456468261271,0.7339127107824899
tot_business_inventories,0.25629399273443965,0.15586690161022876,0.8258709449889525,0.5621564827291357
unemployment,0.3434962740261893,0.3325243485131799,0.15967651699342222,0.5084192332816202
