rmse,mae,mean_error,std_error,n_forecasts,horizon,variable
0.33723098279812946,0.23494752858885054,-0.10158120100163645,0.3215680260256878,132,1,inflation_factor
0.21079713987819299,0.15061838366429114,-0.04168006258145547,0.2066354436296746,130,3,inflation_factor
0.21359560689452595,0.15933310277488327,-0.03641791723083936,0.21046809399338556,127,6,inflation_factor
