variable,0,1,2,3
10y_2y_spread,-1.468924072295042,0.028544106345814033,2.3323103531813936,0.2192983612180794
10y_treasury_const_maturity_rate,1.1656419940029512,0.09406660067062232,-1.6568303574209768,-2.384512023756428
PCE_price_index,0.12489233992091446,-0.10171889463914044,0.30443904229971736,2.538861332950011
PPI_inflation,0.03732442654066745,0.01774692677154077,0.3535508600023002,2.812460650201534
cpi,0.13567824691673358,-0.11122975185139622,0.3129526500827487,2.5284617337212274
fed_reserve_discount_rate,1.3980712278717553,0.24457871475628803,-3.4910857339445833,-2.007292298126533
fedfunds,1.5729242307849434,0.13804075325430143,-3.381167071676928,-1.9744111356604515
gdp,1.2412936389381701,0.16467834030227554,-0.19300768524367617,1.1427035806963013
industrial_production,-0.6656288515172061,-0.492093310568263,-1.2195543287755617,2.0419470444468706
m2_real_money_supply,0.18435455735800754,-0.46922480933041033,0.692326009359727,2.3154532005682773
nat_fin_condition_indx,0.740787039977104,0.027230785749843917,-1.7839850427901227,1.0593350199932479
real_gdp,0.9698407970444046,-0.010306829059733251,-0.20608520423645704,1.1761022105714292
retail_sales,0.3620510878833834,-0.3267316749157221,0.15865668438284167,2.031471240965931
tot_business_inventories,0.3319819425345974,-0.14454819506083094,0.1684309876736433,2.158192454787166
unemployment,-0.4462722688583607,0.5247631585293401,1.5862688771612055,0.08384945198637116
