variable,0,1,2,3
10y_2y_spread,0.12381187351396217,0.19523488458140137,0.08790946228875929,0.23894728708349366
10y_treasury_const_maturity_rate,0.3622460009099917,0.06631179671324938,0.6401633263424282,0.27536449088427273
PCE_price_index,0.26811386424435746,0.19625077090745702,0.3607394245155071,0.2899909590714278
PPI_inflation,0.3662283434280704,0.27599117964744746,0.30721184599030593,0.5218192407446951
cpi,0.26362040151742594,0.2511348005263552,0.3542150383689018,0.318859239512594
fed_reserve_discount_rate,0.561265530019331,0.01837199143642776,0.2082110893853566,0.7995741953642124
fedfunds,0.37190120139560423,0.04624633119302057,0.5330489945594297,0.6597873006786834
gdp,0.4270961389191217,0.7437563657792061,0.5114195404657949,0.8805335489423345
industrial_production,0.3820222243900653,0.24679251289418813,0.04537614291033365,0.9445722151542439
m2_real_money_supply,0.16161837090067666,0.2595152582614322,0.29430525573656174,0.13215422455431347
nat_fin_condition_indx,0.24928947656342038,0.3772895944422865,0.6567065472296418,0.39042486474583527
real_gdp,0.4424130058563336,0.5061925198756816,0.518869947387671,0.9893194824849982
retail_sales,0.09464817900721934,0.4436711608781867,0.23682332560302188,0.4405889313123694
tot_business_inventories,0.08359908179090669,0.5686957125341783,0.28397346721676553,0.4246613637950336
unemployment,0.26574516793968184,0.13856961658815892,0.024990947700399113,0.5468983837696086
