rmse,mae,mean_error,std_error,n_forecasts,horizon,variable
1.8755788551702608,0.9172535015213656,0.3088423098412446,1.849976342987583,107,1,growth_factor
1.7353699606997253,0.8078714222779583,0.05202216675760869,1.7345900364826292,105,3,growth_factor
1.8071597856585335,0.8579262904074768,0.18548348607909765,1.7976157451728505,102,6,growth_factor
