date,growth_h1,inflation_h1,growth_h3,inflation_h3,growth_h6,inflation_h6
2016-09-01,0.05411152371092402,0.13847083202629593,-0.012137046007107938,0.20498784749321583,0.20516094674124558,0.17036283190667703
2016-10-01,0.2849410585417329,0.0012974421215268817,-0.04117998278273374,0.1676840510363106,0.1420706318158208,0.14264749681438996
2016-11-01,0.44278149994803134,0.029199427650018678,-0.041692000932088524,0.2162613145178125,0.2144117013626382,0.18746928000010743
2016-12-01,0.3892694838928774,0.02728779082235558,-0.0391032124275493,0.20401907130060182,0.21291570314055802,0.16685613717739547
2017-01-01,0.5242676977663342,-0.0014336705729997012,0.2090590286384043,0.16940783970176237,0.428498240355738,0.13999325688421316
2017-02-01,0.2969498037862658,-0.04210809142242053,-0.09741544428183815,0.10244127074127185,0.1426869064085252,0.076192054428867
2017-03-01,0.11852392587454602,0.07526959534894063,-0.2580667458750024,0.16665434978517465,0.012614783542501812,0.13360442141709808
2017-04-01,0.11107383159296783,0.06552112255515846,-0.207530137190369,0.11961146105640244,0.089487836657531,0.08388662684578822
2017-05-01,0.4800768298598858,0.10999778437231839,0.12401873470454328,0.1538349191613831,0.31572031526099475,0.12402630363628575
2017-06-01,0.138330140235547,0.11273417235209532,-0.20842568389431076,0.1255419138966451,0.0458920607540963,0.09030437855886106
2017-07-01,0.1259261002375613,0.179619335586026,-0.2638846998018056,0.21412907556017408,0.019593976158393964,0.1756633543345879
2017-08-01,0.5409626413788087,0.20954242227706749,0.08295384478940684,0.23959564830474978,0.32896224256895257,0.2068933539320113
2017-09-01,0.31555385562412114,0.1465459450575885,-0.08137934516284615,0.19166513032498825,0.1769091795335002,0.15838786042781244
2017-10-01,0.41639412105896045,0.15091747863362906,0.15789491423483615,0.19547533345256407,0.35702479400357945,0.166978055128494
2017-11-01,0.22781119592320737,0.11729645047372472,0.07279975810877179,0.14845693380711752,0.25636194009484325,0.11513313769432112
2017-12-01,0.1821621979862701,0.15111266804266216,-0.02928000448379875,0.1887879049734209,0.18901976144795962,0.1455438526671221
2018-01-01,0.1526044412231931,0.15068641208155092,-0.025626877526107594,0.2060729030857416,0.22679676139026722,0.16217433228917308
2018-02-01,0.201715895730948,0.14754399212976718,-0.0061270336947687465,0.21067449195351634,0.23361101938299206,0.1641007359861292
2018-03-01,0.40712615909008537,0.1332091957004938,0.17547671919866986,0.1993895520465656,0.40182843517458705,0.1561816591178929
2018-04-01,-0.01820837331624059,0.16904526113350826,-0.1014452826974876,0.254575971379691,0.12470653442776525,0.21709805813751684
2018-05-01,0.041892987877097096,0.11462020156478003,-0.17287403012775948,0.19012674844500044,0.0883441877229086,0.1292184252295293
2018-06-01,0.35564299034389746,0.10960922685772337,0.12411924495192289,0.13295918448212016,0.40152805273656156,0.072915254792798
2018-07-01,0.4574203797486921,0.24244910726809377,0.22712640549280122,0.20034542188147297,0.5076298289528739,0.14702945507643303
2018-08-01,0.11597117978786964,0.15198085409410453,-0.038653600518634146,0.13167003690155793,0.3001664710803049,0.07960963524212365
2018-09-01,-0.09643062211552672,0.23845140477796534,0.02876436512020812,0.17153327979570376,0.33043663244057664,0.1348139160346002
2018-10-01,-0.347945875811088,0.1799574194827051,-0.05558399008106185,0.16289558523714803,0.21425973262109854,0.12626677690407753
2018-11-01,-0.2914993727819951,0.19863354908678965,-0.1010847224326703,0.2185595340852322,0.16166285680166137,0.2027792159829081
2018-12-01,-0.11574646371229991,0.2659729306788541,0.0979764750395402,0.25659965232446724,0.28672781644759804,0.2635585054599405
2019-01-01,0.40993093002993775,0.20417596586179834,0.46432256524934795,0.18586795160607017,0.6078489620096283,0.1883004778872009
2019-02-01,0.2989732806523925,0.2295167943084091,0.21760611449924178,0.18668742289203125,0.2852197036437626,0.18527810926967025
2019-03-01,0.3927994639689836,0.16798981052233192,0.19337258579033795,0.1890401339535443,0.24511052986484386,0.1953646686766487
2019-04-01,0.17983263168220007,0.25147872768030677,0.19803863151339052,0.2600083255481436,0.1612053677258839,0.28488194588865046
2019-05-01,0.1828829542269806,0.2167049473082909,0.29175823430161285,0.20399393331496382,0.24716868252372165,0.24740668958476508
2019-06-01,0.31097993575255967,0.201908244627993,0.3607680669152301,0.16790519952237412,0.29971042526918973,0.20912278853353375
2019-07-01,0.43851578769171273,0.29584578139810774,0.5264157885442019,0.20976582846899047,0.4565208700376686,0.24535211364120862
2019-08-01,-0.2108741809647368,0.25327040095924436,0.005890573916384506,0.18534341150547864,-0.14915217391338453,0.2329225193359608
2019-09-01,0.32886662970671965,0.2119468327599473,0.5361455744835413,0.1522588275053891,0.3676623112867734,0.2096244193086002
2019-10-01,0.15305780097116511,0.1895380135256347,0.3366284632344524,0.15585235407373144,0.21561697159240478,0.20642028169633114
2019-11-01,-0.09353344623966509,0.23756811590725915,0.2118569720528926,0.17396550043473252,0.15736752462719736,0.2143163168387645
2019-12-01,-0.08579678141356978,0.15375500871194278,0.21007248843511872,0.13463992053049503,0.2051911684677042,0.1600949455522383
2020-01-01,-0.004007873970920756,0.09653504148129738,0.1626823728655847,0.15101853232694545,0.20601296163577754,0.16718836339886795
2020-02-01,0.06520992995655163,0.10532609767570084,-0.05801833387813138,0.12128926267041243,-0.003290791693767059,0.11843051238712773
2020-03-01,0.23334210774902253,0.21720873453159598,0.003310128615288982,0.1930388770043678,0.07580106331937382,0.20553096248265137
2020-04-01,0.4560542201444556,0.24081488018763517,0.16078487791798415,0.1955530204463442,0.265892006312361,0.20999479853184694
2020-05-01,0.24353084026726846,0.26709668349315807,-0.0220975068526523,0.21271259942863596,0.0927471980596052,0.23663215946951155
2020-06-01,0.3611139414579471,0.19225169740334522,0.18082290509600069,0.14904162411107572,0.2837871999182081,0.17537778107454796
2020-07-01,0.20630471627713545,0.1778331774395784,0.13828066361486938,0.13988817378600843,0.2750457278532499,0.1536802962913042
2020-08-01,0.01024835195853141,0.20938990903481358,-0.009701473233431263,0.16762477689485109,0.13957122773858072,0.17226612435476324
2020-09-01,0.14673482105200117,0.16032088696613775,0.013328971002400866,0.14792901474647732,0.24434764887580995,0.149404495268784
2020-10-01,0.09288635414228286,0.18303596831098054,-0.16123836358763827,0.18581332719748653,0.08099836109771964,0.18017599311053767
