model,variable,h_1m,h_3m,h_6m
LSTM,Growth,1.220437411799784,1.1945411753259896,1.1800200711656073
TVP-VAR,Growth,0.793973975370727,1.9646123353441456,1.8233669045262255
TVP-VAR,Inflation,0.1779552514410846,0.2218132804427651,0.2238194940978359
XGBoost (Macro),Growth,0.9616936277385316,1.3010501861381447,1.40874516722436
XGBoost (Macro),Inflation,0.1894543931991383,0.1951411582957058,0.2460603943443162
XGBoost (Macro+Sent),Growth,0.8154153672822924,1.0829580756488493,1.183215787189218
XGBoost (Macro+Sent),Inflation,0.15384710002584082,0.1655936564066601,0.18291398940236095
