model_label,state,n_obs,mean,std,min,max,median,skewness,kurtosis,p5,p25,p75,p95,p1,p99
Macro Only - PCA Distance,normal,385,0.006702199629671908,0.03779217305318015,-0.1500059183373461,0.1080951685482503,0.0097960898209821,-0.42221016580185866,0.5954463371503347,-0.06246247358228108,-0.0175134560334442,0.0311940925532538,0.06634521565473486,-0.08936833837088388,0.08542347749825527
Macro Only - PCA Distance,extreme,43,-0.006010270505479482,0.07272026056449095,-0.1700235138744236,0.1267290173024282,0.0024883501337749,-0.22024717916416728,-0.7776068961710441,-0.11122303694169684,-0.07520357626652766,0.0490607603848335,0.10610863664750939,-0.1512720987558295,0.11874017274582054
